arm,reference,segment,metric,method,matches,clusters,mean_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:QUALIFYING,over_2_5_brier,conservative_envelope,1652,,-5.0016587933552175e-05,-0.0011918007723267976,0.0011213457385190568,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,exact_score_nll,tie_or_match,2074,1746,-0.0037959907446135544,-0.006652850861180174,-0.0010636912539828854,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,exact_score_nll,team_season,2074,437,-0.0037959907446135544,-0.00555232011612205,-0.0019452496944712995,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,exact_score_nll,calendar_month,2074,43,-0.0037959907446135544,-0.006171824053806124,-0.0011553051194004,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,exact_score_nll,conservative_envelope,2074,,-0.0037959907446135544,-0.006652850861180174,-0.0010636912539828854,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,over_2_5_brier,tie_or_match,2074,1746,-0.000644816751613598,-0.0014625277047564176,0.00020224252798933936,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,over_2_5_brier,team_season,2074,437,-0.000644816751613598,-0.0011794179761911076,-9.355619602242992e-05,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,over_2_5_brier,calendar_month,2074,43,-0.000644816751613598,-0.0013363414878721912,0.00014971903847983695,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_PRESENT,over_2_5_brier,conservative_envelope,2074,,-0.000644816751613598,-0.0014625277047564176,0.00020224252798933936,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,exact_score_nll,tie_or_match,1454,751,0.0012435430696076774,-0.0020966950675530235,0.00469443131308266,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,exact_score_nll,team_season,1454,741,0.0012435430696076774,-0.0012198402869698637,0.0036459122754583214,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,exact_score_nll,calendar_month,1454,16,0.0012435430696076774,-0.0030152502099478245,0.004746717745941717,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,exact_score_nll,conservative_envelope,1454,,0.0012435430696076774,-0.0030152502099478245,0.004746717745941717,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,over_2_5_brier,tie_or_match,1454,751,-0.00013853404408463487,-0.001202446382241303,0.0009527361484518352,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,over_2_5_brier,team_season,1454,741,-0.00013853404408463487,-0.000922993553405004,0.0006392904376099154,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,over_2_5_brier,calendar_month,1454,16,-0.00013853404408463487,-0.00144022956158663,0.001219813582944065,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,XG_ABSENT,over_2_5_brier,conservative_envelope,1454,,-0.00013853404408463487,-0.00144022956158663,0.001219813582944065,False,False
