arm,matches,exact_score_nll,total_goals_error,over_2_5_brier,btts_brier,exact_score_nll_vs_baseline,total_goals_error_vs_baseline,over_2_5_brier_vs_baseline,btts_brier_vs_baseline
DOMESTIC_AD,3528,3.021498202599203,1.383476245619581,0.24605153429650303,0.24929208570228092,0.0,0.0,0.0,0.0
DOMESTIC_AD_GOALS_FORM,3528,3.0210683967107403,1.38325113187357,0.24627449339018848,0.24900261372219407,-0.0004298058884626421,-0.00022511374601097422,0.0002229590936854431,-0.00028947198008685837
DOMESTIC_AD_XG_FORM,3528,3.0193493566934166,1.381071143992773,0.24583833170001115,0.24890615707948907,-0.002148845905786345,-0.0024051016268080705,-0.00021320259649187934,-0.00038592862279185347
