source_year,country_key,status,league_team_count,source_url,cache_path,detail
2014,netherlands,CACHED,18,https://en.wikipedia.org/wiki/2013–14_Eredivisie,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_netherlands_e702e5ea.html,
2014,northernireland,CACHED,12,https://en.wikipedia.org/wiki/2013–14_NIFL_Premiership,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_northernireland_6dcdb92d.html,
2014,northmacedonia,CACHED,12,https://en.wikipedia.org/wiki/2013–14_First_Macedonian_Football_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_northmacedonia_54028c80.html,
2014,norway,CACHED,16,https://en.wikipedia.org/wiki/2013_Tippeligaen,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_norway_cf433873.html,
2014,poland,CACHED,16,https://en.wikipedia.org/wiki/2013–14_Ekstraklasa,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_poland_3b3e7126.html,
2014,portugal,CACHED,16,https://en.wikipedia.org/wiki/2013–14_Primeira_Liga,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_portugal_330bcbc4.html,
2014,romania,CACHED,18,https://en.wikipedia.org/wiki/2013–14_Liga_I,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_romania_26d690da.html,
2014,russia,CACHED,16,https://en.wikipedia.org/wiki/2013–14_Russian_Premier_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_russia_bace981a.html,
2014,sanmarino,CACHED,8,https://en.wikipedia.org/wiki/2013–14_Campionato_Sammarinese_di_Calcio,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_sanmarino_6ca5b9cc.html,
2014,scotland,CACHED,12,https://en.wikipedia.org/wiki/2013–14_Scottish_Premiership,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_scotland_b78f0a89.html,
2014,serbia,CACHED,16,https://en.wikipedia.org/wiki/2013–14_Serbian_SuperLiga,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_serbia_1a52ac88.html,
2014,slovakia,CACHED,12,https://en.wikipedia.org/wiki/2013–14_Slovak_First_Football_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_slovakia_03234ac3.html,
2014,slovenia,CACHED,10,https://en.wikipedia.org/wiki/2013–14_Slovenian_PrvaLiga,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_slovenia_b5a970a8.html,
2014,spain,CACHED,20,https://en.wikipedia.org/wiki/2013–14_La_Liga,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_spain_80175de8.html,
2014,sweden,CACHED,16,https://en.wikipedia.org/wiki/2013_Allsvenskan,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_sweden_900db31f.html,
2014,switzerland,CACHED,10,https://en.wikipedia.org/wiki/2013–14_Swiss_Super_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_switzerland_1dad6158.html,
2014,turkey,CACHED,18,https://en.wikipedia.org/wiki/2013–14_S%C3%BCper_Lig,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_turkey_57f0fc3f.html,
2014,ukraine,CACHED,16,https://en.wikipedia.org/wiki/2013–14_Ukrainian_Premier_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_ukraine_d5c1c04f.html,
2014,wales,CACHED,12,https://en.wikipedia.org/wiki/2013–14_Welsh_Premier_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2014_wales_e6d18df2.html,
2015,albania,CACHED,10,https://en.wikipedia.org/wiki/2014–15_Albanian_Superliga,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_albania_5e889589.html,
2015,andorra,CACHED,8,https://en.wikipedia.org/wiki/2014–15_Primera_Divisi%C3%B3,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_andorra_b45957ed.html,
2015,armenia,CACHED,8,https://en.wikipedia.org/wiki/2014–15_Armenian_Premier_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_armenia_1484f314.html,
2015,austria,CACHED,10,https://en.wikipedia.org/wiki/2014–15_Austrian_Football_Bundesliga,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_austria_cd709c7e.html,
2015,azerbaijan,CACHED,10,https://en.wikipedia.org/wiki/2014–15_Azerbaijan_Premier_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_azerbaijan_5bf39c6b.html,
2015,belarus,CACHED,12,https://en.wikipedia.org/wiki/2014_Belarusian_Premier_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_belarus_4aab6a6f.html,
2015,belgium,CACHED,16,https://en.wikipedia.org/wiki/2014–15_Belgian_Pro_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_belgium_119ce27b.html,
2015,bosniaherzegovina,CACHED,16,https://en.wikipedia.org/wiki/2014–15_Premier_League_of_Bosnia_and_Herzegovina,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_bosniaherzegovina_1dad10a4.html,
2015,bulgaria,CACHED,12,https://en.wikipedia.org/wiki/2014–15_A_PFG,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_bulgaria_e5e4f897.html,
2015,croatia,CACHED,10,https://en.wikipedia.org/wiki/2014–15_Prva_HNL,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_croatia_b0873d83.html,
2015,cyprus,CACHED,12,https://en.wikipedia.org/wiki/2014–15_Cypriot_First_Division,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_cyprus_c4c28b87.html,
2015,czechrepublic,CACHED,16,https://en.wikipedia.org/wiki/2014–15_Czech_First_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_czechrepublic_147592f9.html,
2015,denmark,CACHED,12,https://en.wikipedia.org/wiki/2014–15_Danish_Superliga,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_denmark_a4fd5034.html,
2015,england,CACHED,20,https://en.wikipedia.org/wiki/2014–15_Premier_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_england_bcaf4f5f.html,
2015,estonia,CACHED,10,https://en.wikipedia.org/wiki/2014_Meistriliiga,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_estonia_a680aa1d.html,
2015,faroeislands,CACHED,10,https://en.wikipedia.org/wiki/2014_Faroe_Islands_Premier_League,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_faroeislands_811d7ae5.html,
2015,finland,CACHED,14,https://en.wikipedia.org/wiki/2014_Veikkausliiga,/Users/buycell/Desktop/Akil Oyunu Elo/data/backtest_stage_b_2018_2026/_source_cache/2015_finland_e3edae61.html,
