candidate,season,competition,teams,ranking_score,pairwise_accuracy,top_quartile_precision,rank_percentile_mae,zero_exposure_teams,zero_exposure_rank_mae,zero_exposure_mean_overrank,zero_exposure_extreme_overrank_count
country_b35_g0.6_c220,2024/25,UECL,164,0.33196071198925503,0.6307451253481894,0.4146341463414634,0.26334770969660914,31,0.31412273800157353,0.2946498819826908,12
country_b35_g0.6_c220,2025/26,UCL,82,0.42317172645722434,0.6652459016393443,0.38095238095238093,0.24643069601427717,1,0.27439024390243905,0.27439024390243905,0
country_b35_g0.6_c220,2025/26,UEL,77,0.42825121087552914,0.6653711620676254,0.65,0.23882610895597914,6,0.2683982683982684,0.25757575757575757,3
country_b35_g0.6_c220,2025/26,UECL,164,0.29032885379672163,0.6088964927288281,0.4634146341463415,0.2781826293872695,23,0.29957582184517495,0.26776246023329797,8
country_b35_g0.6_c260,2018/19,UCL,79,0.5163479388329678,0.7004985754985755,0.45,0.22256048710142604,1,0.5443037974683544,0.0,0
country_b35_g0.6_c260,2018/19,UEL,213,0.3766784309549518,0.6467784099646318,0.5370370370370371,0.2598249906323701,30,0.2794209702660407,0.2330203442879499,6
country_b35_g0.6_c260,2018/19,UECL,0,,,0.0,,0,0.0,0.0,0
country_b35_g0.6_c260,2019/20,UCL,79,0.41347253711624793,0.6630196936542669,0.4,0.2534850184265342,3,0.29324894514767935,0.025316455696202538,0
country_b35_g0.6_c260,2019/20,UEL,213,0.3083070740506748,0.6169762875698535,0.4074074074074074,0.2697656990456038,25,0.28863849765258215,0.2556807511737089,11
country_b35_g0.6_c260,2019/20,UECL,0,,,0.0,,0,0.0,0.0,0
country_b35_g0.6_c260,2020/21,UCL,79,0.46063573478363945,0.6880244088482075,0.55,0.2352187149495273,1,0.16455696202531647,0.16455696202531647,0
country_b35_g0.6_c260,2020/21,UEL,213,0.3376709521988602,0.64173385943844,0.5,0.26346183517379707,34,0.29101077050538526,0.2556614194973764,11
country_b35_g0.6_c260,2020/21,UECL,0,,,0.0,,0,0.0,0.0,0
country_b35_g0.6_c260,2021/22,UCL,80,0.44301216823046,0.6644645340751043,0.4,0.24781250000000005,0,0.0,0.0,0
country_b35_g0.6_c260,2021/22,UEL,58,0.4290988627766791,0.6605316973415133,0.4666666666666667,0.2523781212841855,1,0.27586206896551724,0.27586206896551724,0
country_b35_g0.6_c260,2021/22,UECL,181,0.3249998836035284,0.6256345177664975,0.4782608695652174,0.2654986111535057,31,0.30921404384245227,0.276153983247193,13
country_b35_g0.6_c260,2022/23,UCL,78,0.33369940905594375,0.6278377372534425,0.55,0.2618343195266272,2,0.14102564102564102,0.125,0
country_b35_g0.6_c260,2022/23,UEL,57,0.37468172144517214,0.6401644962302947,0.4,0.2526931363496461,5,0.33157894736842103,0.2789473684210526,2
country_b35_g0.6_c260,2022/23,UECL,177,0.2844124765481832,0.6078925895705066,0.4444444444444444,0.27354846946918193,19,0.28828426999702644,0.267766874814154,6
country_b35_g0.6_c260,2023/24,UCL,78,0.39778002466782625,0.6565954310980103,0.45,0.23208415516107822,2,0.3012820512820513,0.3012820512820513,1
country_b35_g0.6_c260,2023/24,UEL,57,0.6684451390459076,0.7614107883817427,0.6,0.17913204062788549,3,0.2514619883040936,0.18128654970760236,1
country_b35_g0.6_c260,2023/24,UECL,178,0.351158680725219,0.6366637323943662,0.4,0.25700669107435925,23,0.33231558378114306,0.2970200293111871,7
country_b35_g0.6_c260,2024/25,UCL,81,0.4320695671230346,0.6606304493628438,0.38095238095238093,0.24279835390946503,6,0.2726337448559671,0.2726337448559671,2
country_b35_g0.6_c260,2024/25,UEL,76,0.4115494975111454,0.654874213836478,0.5789473684210527,0.24792243767313024,9,0.2814327485380117,0.25877192982456143,4
country_b35_g0.6_c260,2024/25,UECL,164,0.3103440481699127,0.6217792479108635,0.43902439024390244,0.27007733491969066,31,0.331038552321007,0.31766325727773403,12
country_b35_g0.6_c260,2025/26,UCL,82,0.42505614165335753,0.6652459016393443,0.38095238095238093,0.24583581201665672,1,0.2621951219512195,0.2621951219512195,0
country_b35_g0.6_c260,2025/26,UEL,77,0.4183476766951774,0.6595413913719393,0.55,0.24523528419632318,6,0.3506493506493506,0.3506493506493506,4
country_b35_g0.6_c260,2025/26,UECL,164,0.2712251725224904,0.602224123182207,0.43902439024390244,0.28409428911362283,23,0.3141569459172852,0.29003181336161193,10
country_b35_g0.6_c300,2018/19,UCL,79,0.4999576920566222,0.6937321937321937,0.45,0.22768787053356832,1,0.5443037974683544,0.0,0
country_b35_g0.6_c300,2018/19,UEL,213,0.3738339388630779,0.6461120508483265,0.5370370370370371,0.2595825343296083,30,0.29162754303599375,0.25023474178403754,10
country_b35_g0.6_c300,2018/19,UECL,0,,,0.0,,0,0.0,0.0,0
country_b35_g0.6_c300,2019/20,UCL,79,0.3961094755480784,0.6579139314369074,0.4,0.2573305560006409,3,0.28902953586497887,0.03375527426160337,0
country_b35_g0.6_c300,2019/20,UEL,213,0.294466885087089,0.6123445602376277,0.3888888888888889,0.2721902620732218,25,0.2984037558685446,0.2715492957746479,11
country_b35_g0.6_c300,2019/20,UECL,0,,,0.0,,0,0.0,0.0,0
