club_id,uefa_team_id,ao_team_name,country_code,opta_team_id,opta_team_name,opta_association,match_method,exact_candidate_count,identity_status
AO-UEFA-70853,70853,FSV Mainz 05,GER,1c7qokc1j5z50cjj4tcu32haa,Mainz 05,Germany,UEFA_NAME_COUNTRY_EXACT,1,VERIFIED
AO-UEFA-50107,50107,VfB Stuttgart,GER,3dwlvz6cl4lcavvrg0y2dycrt,Stuttgart,Germany,UEFA_NAME_COUNTRY_EXACT,1,VERIFIED
AO-UEFA-50164,50164,Dinamo Zagreb,CRO,7vyubxg6fnmwwyo2nnyhp6j5d,Dinamo Zagreb,Croatia,UEFA_NAME_COUNTRY_EXACT,2,VERIFIED
AO-UEFA-50130,50130,PAOK Thessaloniki,GRE,deazflnflqmejndo05gviznzd,PAOK,Greece,UEFA_NAME_COUNTRY_EXACT,1,VERIFIED
AO-UEFA-50129,50129,AEK Athens,GRE,7ruua9q5rtswwi5d6xtquuto5,AEK Athens,Greece,UEFA_NAME_COUNTRY_EXACT,1,VERIFIED
AO-UEFA-50031,50031,Young Boys,SUI,5fd9f9bti2cdgb6r1lf8l2bc7,Young Boys,Switzerland,UEFA_NAME_COUNTRY_EXACT,3,VERIFIED
AO-UEFA-52498,52498,Slavia Praha,CZE,8kpapuorr6hf0vosnovbreqqd,Slavia Praha,Czechia,UEFA_NAME_COUNTRY_EXACT,1,VERIFIED
AO-UEFA-60609,60609,Qarabag FK,AZB,dz0fc3304a30bzm9lht0bhpqt,Qarabağ,Azerbaijan,UEFA_NAME_COUNTRY_EXACT,1,VERIFIED
AO-UEFA-59857,59857,RC Strasbourg,FRA,71ajatxnuhc5cnm3xvgdky49w,Strasbourg,France,UEFA_NAME_COUNTRY_EXACT,1,VERIFIED
AO-UEFA-2600277,2600277,Jagiellonia Bialystok,POL,8jw3s68b9lil5xcgjvbcmrgc2,Jagiellonia Białystok,Poland,UEFA_NAME_COUNTRY_EXACT,1,VERIFIED
AO-UEFA-50121,50121,Glasgow Rangers,SCO,cnnku8uihko7u4th0fms4pvg6,Rangers,Scotland,UEFA_NAME_COUNTRY_EXACT,4,VERIFIED
