metric,method,matches,clusters,mean_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
brier_1x2,tie_or_match,4884,3502,3.62139970709113e-05,-0.0002088614752570847,0.0002775569709368748,False,False
brier_1x2,team_season,4884,1413,3.62139970709113e-05,-0.00014308264133305467,0.0002148510644265932,False,False
brier_1x2,calendar_month,4884,65,3.62139970709113e-05,-0.00024691788187762386,0.0003201253645797732,False,False
brier_1x2,conservative_envelope,4884,,3.62139970709113e-05,-0.00024691788187762386,0.0003201253645797732,False,False
log_loss_1x2,tie_or_match,4884,3502,0.00024275121452558285,-0.0005055675216920126,0.0009612796958044705,False,False
log_loss_1x2,team_season,4884,1413,0.00024275121452558285,-0.0002686526899155068,0.0007573989522941768,False,False
log_loss_1x2,calendar_month,4884,65,0.00024275121452558285,-0.0005841788577956969,0.0011062815994376007,False,False
log_loss_1x2,conservative_envelope,4884,,0.00024275121452558285,-0.0005841788577956969,0.0011062815994376007,False,False
