model_arm,matches,brier_1x2,log_loss_1x2,accuracy_1x2,mean_predicted_draw,observed_draw_rate,delta_vs_baseline_brier_1x2,delta_vs_baseline_log_loss_1x2,delta_vs_baseline_accuracy_1x2
BASELINE_024_SHAPE_100,4884,0.5727502043662939,0.9659878634150513,0.5501638001638002,0.20497166300205527,0.20475020475020475,0.0,0.0,0.0
WALK_FORWARD_FIXED_DRAW_SUBUNIT_SHAPE,4884,0.5727864183633647,0.966230614629577,0.5501638001638002,0.21056252278545712,0.20475020475020475,3.621399707087747e-05,0.00024275121452577153,0.0
WALK_FORWARD_JOINT_DRAW_SHAPE,4884,0.5732747083526297,0.9671551677504798,0.5501638001638002,0.21965401442554547,0.20475020475020475,0.0005245039863358558,0.001167304335428554,0.0
PRESPECIFIED_024_SHAPE_084,4884,0.5727102510915603,0.9659839996079768,0.5501638001638002,0.2096185748131594,0.20475020475020475,-3.9953274733606214e-05,-3.863807074511172e-06,0.0
