candidate,dev_log_loss,dev_brier,dev_accuracy,dev_spearman,season_log_loss_std,validation_log_loss
country_b15_g2.2_c340,0.6194757731528975,0.161377763724074,0.6963324067774016,0.42315366431555373,0.008779331129250237,0.6229090881483659
country_b12.5_g2.6_c320,0.6194776072965623,0.16143370844998725,0.6945062420578598,0.42155515028780527,0.009253793465925206,0.6223746381144847
country_b12.5_g2.4_c320,0.6194850196971626,0.16143205256835313,0.6953156844885133,0.4227348533650452,0.00925256524165081,0.6225934360209033
country_b20_g2.0_c360,0.6194898408012521,0.16138487535070223,0.6963236300082557,0.424105991266466,0.007899363183690545,0.6219135632440491
country_b15_g2.4_c340,0.6194987095899456,0.1613913948011325,0.6961520664167209,0.4224891359670627,0.00876415208401011,0.6226731480724053
country_b15_g2.2_c320,0.6195202773482069,0.1614075218879407,0.6944173705113568,0.4240405998198645,0.008760988531816226,0.6224274635084441
country_b20_g2.0_c400,0.619538552756046,0.16137887785920446,0.6964861200316881,0.4238322619998904,0.0076968819180609225,0.6228287995037722
country_b20_g2.2_c400,0.6195394980624482,0.16138567640609103,0.6975223848417378,0.42420314493817646,0.00759899349686697,0.6223696362783222
country_b12.5_g2.6_c340,0.6195414331334824,0.16145373039725708,0.6962790380394243,0.4217594128715802,0.009305918046502796,0.622988726430618
country_b15_g2.4_c320,0.6195631104109347,0.1614326632858909,0.697597893368551,0.4222183742239237,0.008753494516266737,0.6222223501276462
country_b12.5_g2.4_c340,0.6195660444640336,0.161462230593602,0.6967614125073579,0.42196921086949135,0.009310691193370193,0.6232317669031582
country_b20_g2.2_c360,0.6195750101180953,0.16143411846306593,0.6975091207550334,0.42328385470922547,0.007844199176580613,0.6215966698676856
country_b12.5_g2.4_c300,0.6195761683991358,0.1614756411514172,0.6908405495990864,0.42338160173205586,0.009217414701706884,0.622180469318891
country_b17.5_g2.2_c360,0.619578023928352,0.16142391599613864,0.6974468763149245,0.42388197919475396,0.008421152770514789,0.623168604210416
country_b12.5_g2.6_c300,0.6195838531825222,0.16148600283800377,0.6931360225658285,0.42174780895805924,0.009223701490284886,0.6219840501413072
country_b15_g2.2_c360,0.6195894630149174,0.16141453818995233,0.6975401362460006,0.4231073695049136,0.00882157651909438,0.6235997824994306
country_b15_g2.4_c360,0.6195898015926621,0.16141491023297533,0.6960188007673573,0.4236231978504602,0.00879730773824338,0.623330376709159
country_b17.5_g2.0_c360,0.6196032057410565,0.1614290765097326,0.6956898427547534,0.42346253954203494,0.008464858238263737,0.6234834507706939
