candidate,dev_log_loss,dev_brier,dev_accuracy,dev_spearman,season_log_loss_std,validation_log_loss
home_advantage_70,0.6329687328746638,0.1675287315684435,0.6711023870389228,0.4173477729921774,0.009394997143605286,0.6339071159209336
home_advantage_60,0.633139913976234,0.16751172552410637,0.6764363404443497,0.4173477729921774,0.009315493191928616,0.6344018431913172
home_advantage_80,0.6335555310450415,0.16790620970920722,0.6675371380294439,0.4173477729921774,0.009480892069722283,0.6341740921923082
home_advantage_50,0.6340760398955849,0.16786449195039332,0.6805442037867984,0.4173477729921774,0.009242749002862033,0.6356653834219701
home_advantage_90,0.634892368906232,0.16863318474612493,0.6616766295113972,0.4173477729921774,0.009572811863170792,0.6351946714745733
home_advantage_40,0.6357830664230809,0.16859454415418382,0.6851091153064898,0.4173477729921774,0.009177132045197664,0.637703817646262
home_advantage_100,0.636970373043376,0.16969713362471534,0.6598255298693741,0.4173477729921774,0.009670396651580928,0.6369598040238625
home_advantage_30,0.638265908718516,0.16970751283524207,0.6836669851136455,0.4173477729921774,0.009119004067072767,0.6405221662570452
home_advantage_20,0.641528415599894,0.17120706897565344,0.691582287439732,0.4173477729921774,0.0090687163625957,0.6441243621122581
home_advantage_10,0.6455733492647163,0.17309486659881218,0.6811410060476151,0.4173477729921774,0.009026604798621192,0.648513229291801
home_advantage_0,0.6504023706576141,0.17537050651276276,0.6804682969749336,0.4173477729921774,0.008992984716562163,0.6536904677374853
