candidate,season,matches,log_loss,brier,decisive_accuracy,mean_season_spearman,stage
country_b12.5_g1.4_c400,2022/23,804,0.6342852561516643,0.16496279255161292,0.6650563607085346,0.389755114251405,country_strength
country_b12.5_g1.4_c400,2023/24,806,0.6139859120730181,0.15954477757950156,0.6992125984251969,0.40320817975641793,country_strength
country_b12.5_g1.4_c400,2024/25,957,0.6324191998600146,0.17378177664946837,0.6825806451612904,0.43063291268613013,country_strength
country_b12.5_g1.4_c400,2025/26,961,0.6367313041087608,0.17377301084156388,0.6658031088082902,0.3714598201563277,country_strength
country_b12.5_g1.6_c220,2021/22,816,0.6198603706437403,0.1576135989195066,0.6894904458598726,0.42363998221062166,country_strength
country_b12.5_g1.6_c220,2022/23,804,0.6339358842529427,0.1649942466811525,0.6618357487922706,0.40342637966335904,country_strength
country_b12.5_g1.6_c220,2023/24,806,0.6122011282242774,0.15880072207810533,0.6976377952755906,0.4126154022245448,country_strength
country_b12.5_g1.6_c220,2024/25,957,0.6246644308588288,0.16991418597997016,0.6967741935483871,0.45046107193895335,country_strength
country_b12.5_g1.6_c220,2025/26,961,0.6347054732351721,0.1732757947934953,0.6593264248704663,0.38218021154651466,country_strength
country_b12.5_g1.6_c240,2021/22,816,0.6191842654936117,0.15729988636629663,0.6894904458598726,0.4230634635528809,country_strength
country_b12.5_g1.6_c240,2022/23,804,0.6330670295366367,0.1645914016512067,0.6634460547504025,0.402770823068258,country_strength
country_b12.5_g1.6_c240,2023/24,806,0.6114561204431247,0.15845471840646289,0.6960629921259842,0.4124134052057337,country_strength
