source_event_id,country_code,ao_season,era,sportsdb_league_id,identity_match,stats_covered,core_shots_covered,xg_present,xg_placeholder_suspected,stat_field_count
2058353,POL,2024/25,2022_2026,4422,True,True,True,True,False,18
2058387,POL,2024/25,2022_2026,4422,True,False,False,False,False,0
2058467,POL,2024/25,2022_2026,4422,True,False,False,False,False,0
2058546,POL,2024/25,2022_2026,4422,True,False,False,False,False,0
2058554,POL,2024/25,2022_2026,4422,True,False,False,False,False,0
2267890,POL,2025/26,2022_2026,4422,True,False,False,False,False,0
2267929,POL,2025/26,2022_2026,4422,True,False,False,False,False,0
1050163,POR,2020/21,2018_2021,4344,True,False,False,False,False,0
1050286,POR,2020/21,2018_2021,4344,True,False,False,False,False,0
1050293,POR,2020/21,2018_2021,4344,True,False,False,False,False,0
1050350,POR,2020/21,2018_2021,4344,True,False,False,False,False,0
1050369,POR,2020/21,2018_2021,4344,True,False,False,False,False,0
1317426,POR,2021/22,2018_2021,4344,True,False,False,False,False,0
1317448,POR,2021/22,2018_2021,4344,True,False,False,False,False,0
1317452,POR,2021/22,2018_2021,4344,True,False,False,False,False,0
1317473,POR,2021/22,2018_2021,4344,True,False,False,False,False,0
1317593,POR,2021/22,2018_2021,4344,True,False,False,False,False,0
1317594,POR,2021/22,2018_2021,4344,True,True,True,False,False,16
1317615,POR,2021/22,2018_2021,4344,True,False,False,False,False,0
1317639,POR,2021/22,2018_2021,4344,True,False,False,False,False,0
1317658,POR,2021/22,2018_2021,4344,True,False,False,False,False,0
1317676,POR,2021/22,2018_2021,4344,True,False,False,False,False,0
1593214,POR,2022/23,2022_2026,4344,True,False,False,False,False,0
1593258,POR,2022/23,2022_2026,4344,True,False,False,False,False,0
1593262,POR,2022/23,2022_2026,4344,True,False,False,False,False,0
1593433,POR,2022/23,2022_2026,4344,True,False,False,False,False,0
1851015,POR,2023/24,2022_2026,4344,True,False,False,False,False,0
1851100,POR,2023/24,2022_2026,4344,True,False,False,False,False,0
2101066,POR,2024/25,2022_2026,4344,True,False,False,False,False,0
2101274,POR,2024/25,2022_2026,4344,True,False,False,False,False,0
2101319,POR,2024/25,2022_2026,4344,True,False,False,False,False,0
2283389,POR,2025/26,2022_2026,4344,True,False,False,False,False,0
2283456,POR,2025/26,2022_2026,4344,True,False,False,False,False,0
2283560,POR,2025/26,2022_2026,4344,True,False,False,False,False,0
2283578,POR,2025/26,2022_2026,4344,True,False,False,False,False,0
1050565,SUI,2020/21,2018_2021,4675,True,True,True,False,False,16
1050632,SUI,2020/21,2018_2021,4675,True,False,False,False,False,0
1050636,SUI,2020/21,2018_2021,4675,True,False,False,False,False,0
1083396,SUI,2020/21,2018_2021,4675,True,False,False,False,False,0
1083405,SUI,2020/21,2018_2021,4675,True,False,False,False,False,0
1229684,SUI,2021/22,2018_2021,4675,True,False,False,False,False,0
1229688,SUI,2021/22,2018_2021,4675,True,False,False,False,False,0
1229703,SUI,2021/22,2018_2021,4675,True,False,False,False,False,0
1229748,SUI,2021/22,2018_2021,4675,True,False,False,False,False,0
1229769,SUI,2021/22,2018_2021,4675,True,False,False,False,False,0
1229773,SUI,2021/22,2018_2021,4675,True,False,False,False,False,0
1229788,SUI,2021/22,2018_2021,4675,True,False,False,False,False,0
1567575,SUI,2021/22,2018_2021,4675,True,False,False,False,False,0
1592286,SUI,2022/23,2022_2026,4675,True,False,False,False,False,0
1592322,SUI,2022/23,2022_2026,4675,True,False,False,False,False,0
1592404,SUI,2022/23,2022_2026,4675,True,False,False,False,False,0
2077917,SUI,2024/25,2022_2026,4675,True,False,False,False,False,0
2077928,SUI,2024/25,2022_2026,4675,True,False,False,False,False,0
2189657,SUI,2024/25,2022_2026,4675,True,False,False,False,False,0
2189694,SUI,2024/25,2022_2026,4675,True,False,False,False,False,0
2189697,SUI,2024/25,2022_2026,4675,True,True,True,True,False,18
2271300,SUI,2025/26,2022_2026,4675,True,False,False,False,False,0
2271415,SUI,2025/26,2022_2026,4675,True,False,False,False,False,0
2399265,SUI,2025/26,2022_2026,4675,True,False,False,False,False,0
2460832,SUI,2025/26,2022_2026,4675,True,True,True,True,False,18
2460843,SUI,2025/26,2022_2026,4675,True,False,False,False,False,0
1086056,SWE,2020/21,2018_2021,4347,True,False,False,False,False,0
1086061,SWE,2020/21,2018_2021,4347,True,False,False,False,False,0
1086065,SWE,2020/21,2018_2021,4347,True,False,False,False,False,0
1086089,SWE,2020/21,2018_2021,4347,True,False,False,False,False,0
1086097,SWE,2020/21,2018_2021,4347,True,False,False,False,False,0
1086102,SWE,2020/21,2018_2021,4347,True,False,False,False,False,0
1086106,SWE,2020/21,2018_2021,4347,True,False,False,False,False,0
1086110,SWE,2020/21,2018_2021,4347,True,False,False,False,False,0
1086113,SWE,2021/22,2018_2021,4347,True,False,False,False,False,0
1086166,SWE,2021/22,2018_2021,4347,True,False,False,False,False,0
1086177,SWE,2021/22,2018_2021,4347,True,False,False,False,False,0
1086218,SWE,2021/22,2018_2021,4347,True,False,False,False,False,0
1086242,SWE,2021/22,2018_2021,4347,True,False,False,False,False,0
1465662,SWE,2022/23,2022_2026,4347,True,False,False,False,False,0
1465672,SWE,2022/23,2022_2026,4347,True,False,False,False,False,0
1465708,SWE,2022/23,2022_2026,4347,True,False,False,False,False,0
1771920,SWE,2023/24,2022_2026,4347,True,False,False,False,False,0
1771929,SWE,2023/24,2022_2026,4347,True,False,False,False,False,0
1771967,SWE,2023/24,2022_2026,4347,True,False,False,False,False,0
1771989,SWE,2023/24,2022_2026,4347,True,False,False,False,False,0
1937594,SWE,2023/24,2022_2026,4347,True,True,True,True,False,18
2212168,SWE,2024/25,2022_2026,4347,True,False,False,False,False,0
2212195,SWE,2024/25,2022_2026,4347,True,True,True,True,False,18
2212240,SWE,2024/25,2022_2026,4347,True,True,True,True,False,18
2212302,SWE,2025/26,2022_2026,4347,True,True,True,True,False,18
2212306,SWE,2025/26,2022_2026,4347,True,False,False,False,False,0
1048887,TUR,2020/21,2018_2021,4339,True,False,False,False,False,0
1048909,TUR,2020/21,2018_2021,4339,True,False,False,False,False,0
1048924,TUR,2020/21,2018_2021,4339,True,False,False,False,False,0
1048944,TUR,2020/21,2018_2021,4339,True,False,False,False,False,0
1048954,TUR,2020/21,2018_2021,4339,True,False,False,False,False,0
1049131,TUR,2020/21,2018_2021,4339,True,False,False,False,False,0
1049268,TUR,2020/21,2018_2021,4339,True,False,False,False,False,0
1049271,TUR,2020/21,2018_2021,4339,True,True,True,False,False,16
1362272,TUR,2021/22,2018_2021,4339,True,False,False,False,False,0
1362321,TUR,2021/22,2018_2021,4339,True,False,False,False,False,0
1362369,TUR,2021/22,2018_2021,4339,True,False,False,False,False,0
1362409,TUR,2021/22,2018_2021,4339,True,False,False,False,False,0
1362492,TUR,2021/22,2018_2021,4339,True,False,False,False,False,0
1362559,TUR,2021/22,2018_2021,4339,True,False,False,False,False,0
1585949,TUR,2022/23,2022_2026,4339,True,False,False,False,False,0
1585989,TUR,2022/23,2022_2026,4339,True,False,False,False,False,0
1856086,TUR,2023/24,2022_2026,4339,True,False,False,False,False,0
1856144,TUR,2023/24,2022_2026,4339,True,False,False,False,False,0
1856270,TUR,2023/24,2022_2026,4339,True,False,False,False,False,0
1856278,TUR,2023/24,2022_2026,4339,True,False,False,False,False,0
1856305,TUR,2023/24,2022_2026,4339,True,False,False,False,False,0
1856333,TUR,2023/24,2022_2026,4339,True,False,False,False,False,0
1856344,TUR,2023/24,2022_2026,4339,True,False,False,False,False,0
2108254,TUR,2024/25,2022_2026,4339,True,True,True,True,False,18
2108324,TUR,2024/25,2022_2026,4339,True,True,True,True,False,18
2108344,TUR,2024/25,2022_2026,4339,True,False,False,False,False,0
2108349,TUR,2024/25,2022_2026,4339,True,True,True,True,False,18
2283048,TUR,2025/26,2022_2026,4339,True,False,False,False,False,0
