season,country,check,status,detail
2025/26,Bulgaria,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Croatia,league_team_count_plausible,PASS,10
2025/26,Croatia,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Cyprus,league_team_count_plausible,PASS,14
2025/26,Cyprus,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Czechia,league_team_count_plausible,PASS,16
2025/26,Czechia,participant_position_coverage,PASS,all=5/5; required=4/4
2025/26,Denmark,league_team_count_plausible,PASS,12
2025/26,Denmark,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,England,league_team_count_plausible,PASS,20
2025/26,England,participant_position_coverage,PASS,all=9/9; required=8/8
2025/26,Estonia,league_team_count_plausible,PASS,10
2025/26,Estonia,participant_position_coverage,PASS,all=3/4; required=3/3
2025/26,Faroe Islands,league_team_count_plausible,PASS,10
2025/26,Faroe Islands,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Finland,league_team_count_plausible,PASS,13
2025/26,Finland,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,France,league_team_count_plausible,PASS,18
2025/26,France,participant_position_coverage,PASS,all=7/7; required=6/6
2025/26,Georgia,league_team_count_plausible,PASS,10
2025/26,Georgia,participant_position_coverage,PASS,all=3/4; required=3/3
2025/26,Germany,league_team_count_plausible,PASS,18
2025/26,Germany,participant_position_coverage,PASS,all=7/7; required=6/6
2025/26,Gibraltar,league_team_count_plausible,PASS,11
2025/26,Gibraltar,participant_position_coverage,PASS,all=2/3; required=2/2
2025/26,Greece,league_team_count_plausible,PASS,14
2025/26,Greece,participant_position_coverage,PASS,all=5/5; required=4/4
2025/26,Hungary,league_team_count_plausible,PASS,12
2025/26,Hungary,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Iceland,league_team_count_plausible,PASS,12
2025/26,Iceland,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Ireland,league_team_count_plausible,PASS,10
2025/26,Ireland,participant_position_coverage,PASS,all=3/3; required=3/3
2025/26,Israel,league_team_count_plausible,PASS,14
2025/26,Israel,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Italy,league_team_count_plausible,PASS,20
2025/26,Italy,participant_position_coverage,PASS,all=7/7; required=6/6
2025/26,Kazakhstan,league_team_count_plausible,PASS,13
2025/26,Kazakhstan,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Kosovo,league_team_count_plausible,PASS,10
2025/26,Kosovo,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Latvia,league_team_count_plausible,PASS,10
2025/26,Latvia,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Liechtenstein,league_table_read,PASS,ValueError; optional_cup_only=True
2025/26,Lithuania,league_team_count_plausible,PASS,10
2025/26,Lithuania,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Luxembourg,league_team_count_plausible,PASS,16
2025/26,Luxembourg,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Malta,league_team_count_plausible,PASS,12
2025/26,Malta,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Moldova,league_team_count_plausible,PASS,8
2025/26,Moldova,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Montenegro,league_team_count_plausible,PASS,10
2025/26,Montenegro,participant_position_coverage,PASS,all=3/3; required=2/2
2025/26,Netherlands,league_team_count_plausible,PASS,18
2025/26,Netherlands,participant_position_coverage,PASS,all=6/6; required=5/5
2025/26,North Macedonia,league_team_count_plausible,PASS,12
2025/26,North Macedonia,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Northern Ireland,league_team_count_plausible,PASS,12
2025/26,Northern Ireland,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Norway,league_team_count_plausible,PASS,16
2025/26,Norway,participant_position_coverage,PASS,all=5/5; required=4/4
2025/26,Poland,league_team_count_plausible,PASS,18
2025/26,Poland,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Portugal,league_team_count_plausible,PASS,18
2025/26,Portugal,participant_position_coverage,PASS,all=5/5; required=4/4
2025/26,Romania,league_team_count_plausible,PASS,16
2025/26,Romania,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,San Marino,league_team_count_plausible,PASS,16
2025/26,San Marino,participant_position_coverage,PASS,all=3/3; required=2/2
2025/26,Scotland,league_team_count_plausible,PASS,12
2025/26,Scotland,participant_position_coverage,PASS,all=5/5; required=4/4
2025/26,Serbia,league_team_count_plausible,PASS,16
2025/26,Serbia,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Slovakia,league_team_count_plausible,PASS,12
2025/26,Slovakia,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Slovenia,league_team_count_plausible,PASS,10
2025/26,Slovenia,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Spain,league_team_count_plausible,PASS,20
2025/26,Spain,participant_position_coverage,PASS,all=8/8; required=7/7
2025/26,Sweden,league_team_count_plausible,PASS,16
2025/26,Sweden,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Switzerland,league_team_count_plausible,PASS,12
2025/26,Switzerland,participant_position_coverage,PASS,all=5/5; required=4/4
2025/26,Türkiye,league_team_count_plausible,PASS,19
2025/26,Türkiye,participant_position_coverage,PASS,all=5/5; required=4/4
2025/26,Ukraine,league_team_count_plausible,PASS,17
2025/26,Ukraine,participant_position_coverage,PASS,all=4/4; required=3/3
2025/26,Wales,league_team_count_plausible,PASS,12
2025/26,Wales,participant_position_coverage,PASS,all=3/3; required=2/2
2025/26,ALL,all_teams_enriched,PASS,236
