candidate_key,axis,value,brier_1x2,log_loss_1x2,seed_spearman,seed_pairwise_accuracy,delta_brier_1x2,delta_log_loss_1x2,delta_seed_spearman,delta_seed_pairwise_accuracy
PRODUCTION,BASELINE,0.0,0.5654886632851426,0.954547466535786,0.46729900587284634,0.6617836677931181,0.0,0.0,0.0,0.0
max_g1,RELATIVE_BENCHMARK,1.0,0.5638532217764377,0.9522365134827161,0.4725720783656819,0.6636904000239541,-0.0016354415087048713,-0.002310953053069942,0.00527307249283554,0.001906732230835928
max_g1.2,RELATIVE_BENCHMARK,1.2,0.563156882791987,0.9512421697838562,0.47515984015477747,0.6644730692188409,-0.002331780493155633,-0.0033052967519298093,0.007860834281931128,0.002689401425722715
p95_g1,RELATIVE_BENCHMARK,1.0,0.5636493889804443,0.9519471000390882,0.47077185230926333,0.6630927970820496,-0.001839274304698324,-0.0026003664966978146,0.0034728464364169875,0.0013091292889314543
p95_g1.2,RELATIVE_BENCHMARK,1.2,0.5627024522078748,0.9506006350732589,0.4739552100402297,0.6643253421867292,-0.0027862110772677307,-0.003946831462527167,0.006656204167383384,0.002541674393611082
top3_g1,RELATIVE_BENCHMARK,1.0,0.5636764819083802,0.9519874925957997,0.47212343985680544,0.6635330638305428,-0.0018121813767624229,-0.002559973939986304,0.004824433983959098,0.0017493960374246331
top3_g1.2,RELATIVE_BENCHMARK,1.2,0.5628698007360998,0.9508376050260163,0.4750411970521097,0.664525897594185,-0.0026188625490427553,-0.0037098615097697074,0.007742191179263336,0.0027422298010668644
