competition,matches,brier_1x2,baseline_brier_1x2,delta_brier_1x2,log_loss_1x2,baseline_log_loss_1x2,delta_log_loss_1x2
UCL,1384,0.542605531968715,0.5463301544065282,-0.0037246224378132196,0.9215475795237553,0.9269594827035859,-0.005411903179830527
UECL,2073,0.5757137646795784,0.5771482556286782,-0.0014344909490999964,0.9699847190254943,0.9722405407569221,-0.0022558217314277854
UEL,1427,0.559919404734804,0.5664967755992991,-0.00657737086449518,0.9470929138935811,0.9560276419896254,-0.008934728096044436
