metric,method,matches,clusters,mean_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
brier,tie_or_match,4884,1612,-0.0023578301366355314,-0.0035829097691610174,-0.0009927637118654303,True,False
brier,team_season,4884,1413,-0.0023578301366355314,-0.003231027984236353,-0.0014968625513428378,True,False
brier,calendar_month,4884,65,-0.0023578301366355314,-0.0036516239214830757,-0.0011701276795908335,True,False
brier,conservative_envelope,4884,,-0.0023578301366355314,-0.0036516239214830757,-0.0009927637118654303,True,False
log_loss,tie_or_match,4884,1612,-0.003372272922584733,-0.005027104822416369,-0.0015535887083958648,True,False
log_loss,team_season,4884,1413,-0.003372272922584733,-0.00458286780244901,-0.00219246878924599,True,False
log_loss,calendar_month,4884,65,-0.003372272922584733,-0.005177297208506386,-0.0017805703697969745,True,False
log_loss,conservative_envelope,4884,,-0.003372272922584733,-0.005177297208506386,-0.0015535887083958648,True,False
