model,metric,method,matches,clusters,mean_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
NESTED_EXTENDED,brier_1x2,tie_or_match,4884,1612,-0.0003085095342881144,-0.0005412813926881146,-9.512305081303514e-05,True,False
NESTED_EXTENDED,brier_1x2,team_season,4884,1413,-0.0003085095342881144,-0.00046790834950044574,-0.000152142207422968,True,False
NESTED_EXTENDED,brier_1x2,calendar_month,4884,65,-0.0003085095342881144,-0.0005302512153215023,-0.00012402720467873717,True,False
NESTED_EXTENDED,brier_1x2,conservative_envelope,4884,,-0.0003085095342881144,-0.0005412813926881146,-9.512305081303514e-05,True,False
NESTED_EXTENDED,log_loss_1x2,tie_or_match,4884,1612,-0.0004568553510794606,-0.0007992344037051276,-0.00013925602081810588,True,False
NESTED_EXTENDED,log_loss_1x2,team_season,4884,1413,-0.0004568553510794606,-0.0006823975277465724,-0.00023229260724536965,True,False
NESTED_EXTENDED,log_loss_1x2,calendar_month,4884,65,-0.0004568553510794606,-0.0007680355395484186,-0.00020134420328473144,True,False
NESTED_EXTENDED,log_loss_1x2,conservative_envelope,4884,,-0.0004568553510794606,-0.0007992344037051276,-0.00013925602081810588,True,False
