candidate_key,alpha,tau,matches,brier_1x2,log_loss_1x2,accuracy_1x2,ranking_score,pairwise_accuracy,maximum_abs_match_delta,maximum_abs_rating_change,maximum_total_elo_error,brier_delta_vs_base,log_loss_delta_vs_base,ranking_delta_vs_base,pairwise_delta_vs_base,ranking_evaluable_folds,ranking_no_regression_folds,ranking_practical_no_regression_folds,ranking_both_improved_folds,brier_win_folds,log_loss_win_folds
goal_difference_only_a0.25_t100_b0,0.25,100.0,4884,0.5793000284983022,0.9754903022485261,0.5382882882882883,0.29530860014913757,0.601421090149626,92.63912856809787,464.1953374519967,5.820766091346741e-11,-0.00019017008926058843,-0.0002657320474770408,0.0004977713601662659,5.689042607148753e-05,5,1,5,1,4,3
goal_difference_only_a0.25_t150_b0,0.25,150.0,4884,0.5792302163321393,0.9753868438220568,0.5378787878787878,0.2951660441178903,0.6013383930970644,92.69253022784848,467.3230768535366,1.1641532182693481e-10,-0.0002599822554234521,-0.00036919047394634585,0.00035521532891902297,-2.5806626490099127e-05,5,2,5,2,4,4
goal_difference_only_a0.25_t200_b0,0.25,200.0,4884,0.5791756490959976,0.9753064816613687,0.5374692874692875,0.2957930372450148,0.6013288145986074,92.86857358011034,469.6843102015828,1.1641532182693481e-10,-0.00031454949156517475,-0.0004495526346344203,0.0009822084560435207,-3.5385124947051594e-05,5,2,5,2,4,4
goal_difference_only_a0.25_t250_b0,0.25,250.0,4884,0.5791328703933333,0.975243732475638,0.538083538083538,0.2959575321932109,0.6013769124341585,93.17866164205522,471.6027223351807,1.1641532182693481e-10,-0.00035732819422951145,-0.000512301820365102,0.001146703404239613,1.2712710603990374e-05,5,2,5,2,4,4
goal_difference_only_a0.25_t300_b0,0.25,300.0,4884,0.5790989328261336,0.9751941479458752,0.5382882882882883,0.29595201878993405,0.6013472890534063,93.5904448965544,473.21070148032095,1.1641532182693481e-10,-0.000391265761429227,-0.0005618863501278826,0.001141190000962744,-1.6910670148195805e-05,5,2,5,2,5,5
goal_difference_only_a0.25_t400_b0,0.25,400.0,4884,0.5790496787720962,0.9751224951526254,0.5382882882882883,0.29601552834720823,0.6013817210142146,94.5689833022054,475.76302484573216,1.1641532182693481e-10,-0.0004405198154665557,-0.0006335391433777149,0.0012046995582369324,1.752129066012742e-05,5,2,5,2,5,5
goal_difference_only_a0.25_t500_b0,0.25,500.0,4884,0.5790162345681044,0.9750741052524584,0.5378787878787878,0.29608954660680603,0.6013765622202676,95.58788474375606,477.6941395766944,5.820766091346741e-11,-0.00047396401945842825,-0.0006819290435446934,0.0012787178178347292,1.2362496713103077e-05,5,2,5,2,5,6
goal_difference_only_a0.25_t650_b0,0.25,650.0,4884,0.5789828801989686,0.9750261228643041,0.538083538083538,0.2959066832793945,0.6013621840886404,98.10317855814597,479.83645845426827,1.1641532182693481e-10,-0.0005073183885941912,-0.0007299114316989819,0.0010958544904232093,-2.0156349140876273e-06,5,2,5,2,6,6
goal_difference_only_a0.25_t800_b0,0.25,800.0,4884,0.578961062681447,0.9749949343901002,0.5374692874692875,0.2959967397483238,0.6013554205474275,100.32145192478792,481.3938806435235,5.820766091346741e-11,-0.0005291359061158074,-0.0007610999059028956,0.0011859109593524986,-8.779176126960664e-06,5,2,5,2,6,6
goal_difference_only_a0.275_t100_b0,0.275,100.0,4884,0.5792837968607818,0.9754678513532916,0.538083538083538,0.29510409176136204,0.6013461095638595,92.63946624640882,465.50737801478044,5.820766091346741e-11,-0.00020640172678099145,-0.00028818294271149014,0.00029326297239073984,-1.8090159695005603e-05,5,1,5,1,4,3
goal_difference_only_a0.275_t150_b0,0.275,150.0,4884,0.5792085227209969,0.9753562082598118,0.5376740376740377,0.2953539918560145,0.601340844010753,92.69820807213446,468.9408441844539,1.1641532182693481e-10,-0.00028167586656591137,-0.0003998260361912642,0.0005431630670432175,-2.3355712801431672e-05,5,2,5,2,4,4
goal_difference_only_a0.275_t200_b0,0.275,200.0,4884,0.5791498217371619,0.9752696874460651,0.5378787878787878,0.2962632618479926,0.6014376015049937,92.89185575962249,471.52436970506096,1.1641532182693481e-10,-0.00034037685040089194,-0.0004863468499379797,0.0014524330590213186,7.34017814392196e-05,5,2,5,2,4,4
goal_difference_only_a0.275_t250_b0,0.275,250.0,4884,0.579103841246635,0.9752022217203783,0.5382882882882883,0.29613791457695166,0.6013298721406212,93.23295262776186,473.62012821430244,1.1641532182693481e-10,-0.00038635734092773433,-0.0005538125756248125,0.0013270857879803533,-3.4327582933313394e-05,5,2,5,2,4,4
goal_difference_only_a0.275_t300_b0,0.275,300.0,4884,0.5790675377740316,0.9751491728276694,0.5382882882882883,0.2961266238444335,0.6013049885177968,93.68591420771098,475.3754069900169,1.1641532182693481e-10,-0.0004226608135311505,-0.0006068614683336637,0.0013157950554621989,-5.921120575769212e-05,5,2,5,2,5,5
goal_difference_only_a0.275_t400_b0,0.275,400.0,4884,0.5790150295351325,0.9750727937349415,0.5376740376740377,0.2959578738306349,0.6012671257272261,94.76230645392705,478.16012769001554,1.1641532182693481e-10,-0.00047516905243027985,-0.0006832405610616155,0.0011470450416635747,-9.707399632841174e-05,5,2,5,2,5,5
goal_difference_only_a0.275_t500_b0,0.275,500.0,4884,0.5789795525238757,0.9750214919389057,0.5376740376740377,0.29607368055786976,0.6012890291217097,96.21133056515313,480.2664971402314,1.1641532182693481e-10,-0.0005106460636871146,-0.0007345423570973564,0.0012628517688984542,-7.51706018448095e-05,5,2,5,2,5,5
goal_difference_only_a0.275_t650_b0,0.275,650.0,4884,0.5789445155928685,0.974971158704982,0.5372645372645373,0.2960663602385556,0.6013975424173026,99.3832026591972,482.60302994289896,1.1641532182693481e-10,-0.0005456829946942632,-0.0007848755910211391,0.0012555314495842906,3.334269374810628e-05,5,2,5,2,6,6
goal_difference_only_a0.275_t800_b0,0.275,800.0,4884,0.5789217716233429,0.9749387126739066,0.5378787878787878,0.2961707029848633,0.6013693753499142,101.8237541126267,484.3016489884594,1.1641532182693481e-10,-0.0005684269642198814,-0.0008173216220964674,0.001359874195892008,5.17562635971025e-06,5,2,5,2,6,6
goal_difference_only_a0.3_t100_b0,0.3,100.0,4884,0.5792680881088866,0.9754461698771116,0.5382882882882883,0.29519145142781394,0.6014319106033851,92.63980392471971,466.8461240362942,5.820766091346741e-11,-0.00022211047867615186,-0.0003098644188914701,0.0003806226388426426,6.771087983059587e-05,5,1,5,1,4,3
goal_difference_only_a0.3_t150_b0,0.3,150.0,4884,0.5791875928971689,0.9753266809177122,0.5378787878787878,0.2954997116756177,0.6013204839140486,92.70388591642043,470.5831833066761,1.1641532182693481e-10,-0.00030260569039386453,-0.0004293533782908643,0.0006888828866464247,-4.371580950590648e-05,5,1,5,1,4,4
goal_difference_only_a0.3_t200_b0,0.3,200.0,4884,0.5791250027123667,0.9752343491951098,0.538083538083538,0.2960597088226845,0.6013176193171188,92.91513793913465,473.38586528043425,1.1641532182693481e-10,-0.0003651958751961226,-0.0005216851008933432,0.0012488800337132067,-4.6580406435681176e-05,5,2,5,2,4,4
goal_difference_only_a0.3_t250_b0,0.3,250.0,4884,0.5790760195215824,0.9751624575942416,0.5384930384930385,0.2959575231921358,0.6012032111184111,93.28724361346852,475.65592217848143,1.1641532182693481e-10,-0.00041417906598040233,-0.0005935767017615223,0.0011466944031645054,-0.0001609886051433529,5,2,5,2,4,4
goal_difference_only_a0.3_t300_b0,0.3,300.0,4884,0.5790375181985211,0.9751061856905864,0.5386977886977887,0.29580702934669706,0.6011836929517571,93.78138351886756,477.5557710467183,1.1641532182693481e-10,-0.00045268038904167085,-0.0006498486054167252,0.000996200557725757,-0.00018050677179737296,5,2,5,2,5,4
goal_difference_only_a0.3_t400_b0,0.3,400.0,4884,0.5789819745381684,0.9750254006644187,0.5376740376740377,0.29599044787356915,0.601235428522437,94.95562960564872,480.5684155619829,1.1641532182693481e-10,-0.0005082240493944346,-0.000730633631584432,0.0011796190845978494,-0.00012877120111742801,5,2,5,2,5,5
goal_difference_only_a0.3_t500_b0,0.3,500.0,4884,0.5789448141428942,0.9749717068770789,0.5376740376740377,0.2958158883612343,0.6012530386583651,97.20188553679549,482.84663033570087,5.820766091346741e-11,-0.0005453844446685618,-0.0007843274189242022,0.0010050595722629896,-0.00011116106518938018,5,2,5,2,5,5
goal_difference_only_a0.3_t650_b0,0.3,650.0,4884,0.5789083775649781,0.9749194454037919,0.5374692874692875,0.2962885946833103,0.6014490429541804,100.661235181741,485.373622387905,1.1641532182693481e-10,-0.0005818210225846387,-0.0008365888922111653,0.0014777658943390115,8.484323062596388e-05,5,2,5,2,5,6
goal_difference_only_a0.3_t800_b0,0.3,800.0,4884,0.5788848763290912,0.9748860041286187,0.5370597870597871,0.2962637502095679,0.601389237052896,103.32414040639296,487.2104055222817,5.820766091346741e-11,-0.0006053222584715412,-0.0008700301673844058,0.001452921420596609,2.5037329341559555e-05,5,2,5,2,6,6
