candidate_key,alpha,tau,matches,brier_1x2,log_loss_1x2,accuracy_1x2,ranking_score,pairwise_accuracy,maximum_abs_match_delta,maximum_abs_rating_change,maximum_total_elo_error,brier_delta_vs_base,log_loss_delta_vs_base,ranking_delta_vs_base,pairwise_delta_vs_base,ranking_evaluable_folds,ranking_no_regression_folds,ranking_practical_no_regression_folds,ranking_both_improved_folds,brier_win_folds,log_loss_win_folds
goal_difference_only_a0.175_t150_b0,0.175,150.0,4884,0.5792999169660733,0.97548547528101,0.538083538083538,0.2954529213847707,0.6015382588862813,92.67549669499054,462.6113520758188,1.1641532182693481e-10,-0.00019028162148948535,-0.0002705590149930659,0.0006420925957993928,0.0001740591627268362,5,2,5,2,4,4
goal_difference_only_a0.175_t200_b0,0.175,200.0,4884,0.5792591576338603,0.9754255559308772,0.538083538083538,0.2953257023589961,0.6015122126422797,92.79872704157384,464.28859678999515,1.1641532182693481e-10,-0.00023104095370252153,-0.0003304783651258969,0.0005148735700247764,0.0001480129187252377,5,2,5,2,4,4
goal_difference_only_a0.175_t250_b0,0.175,250.0,4884,0.5792270334397506,0.9753785067166287,0.5376740376740377,0.2953269215140958,0.6014219124745511,93.01578868493527,465.657823162991,1.1641532182693481e-10,-0.00026316514781221656,-0.0003775275793743704,0.000516092725124484,5.7712750996641304e-05,5,2,5,2,5,4
goal_difference_only_a0.175_t300_b0,0.175,300.0,4884,0.5792013974496676,0.9753410612780057,0.5378787878787878,0.29572383740775554,0.601554929792288,93.30403696308471,466.80824709418334,1.1641532182693481e-10,-0.00028880113789520045,-0.00041497301799742203,0.000913008618784239,0.0001907300687334912,5,2,5,2,5,5
goal_difference_only_a0.175_t400_b0,0.175,400.0,4884,0.5791636628989062,0.9752861425381307,0.5378787878787878,0.29571738918050894,0.6014107162051509,93.98901384704038,468.63736273405925,1.1641532182693481e-10,-0.0003265356886565929,-0.000469891757872376,0.0009065603915376363,4.651648159637034e-05,5,2,5,2,6,6
goal_difference_only_a0.175_t500_b0,0.175,500.0,4884,0.5791376255958789,0.975248418537103,0.5376740376740377,0.29593191532445656,0.6015075614397589,94.70224485612587,470.0226891476964,1.1641532182693481e-10,-0.0003525729916838971,-0.0005076157589001262,0.0011210865354852606,0.0001433617162044376,5,2,5,2,6,6
goal_difference_only_a0.175_t650_b0,0.175,650.0,4884,0.5791112537289735,0.9752103787668949,0.5376740376740377,0.29592915690657295,0.6015331176331079,95.69027573693258,471.5601386875244,1.1641532182693481e-10,-0.0003789448585892474,-0.0005456555291082354,0.0011183281176016524,0.00016891790955342323,5,2,5,2,6,6
goal_difference_only_a0.175_t800_b0,0.175,800.0,4884,0.5790936649908217,0.9751851232572147,0.5378787878787878,0.295849833270199,0.6015097275215768,96.53527960872827,472.67794040638955,1.1641532182693481e-10,-0.0003965335967410777,-0.0005709110387883687,0.0010390044812276789,0.00014552779802234905,5,2,5,2,6,6
goal_difference_only_a0.2_t100_b0,0.2,100.0,4884,0.5793338771228242,0.9755372288813896,0.5384930384930385,0.2952134992891214,0.6014944621975238,92.63845321147606,461.64803870441165,1.1641532182693481e-10,-0.00015632146473854025,-0.00021880541461349878,0.0004026705001500819,0.00013026247396930035,5,2,5,2,4,4
goal_difference_only_a0.2_t150_b0,0.2,150.0,4884,0.5792759251967634,0.9754515036285316,0.5378787878787878,0.29540509984943447,0.601489566939416,92.68117453927654,464.15889605649136,1.1641532182693481e-10,-0.0002142733907993799,-0.00030453066747149204,0.0005942710604631696,0.0001253672158615382,5,2,5,2,4,4
