candidate_model,baseline_model,competition,metric,method,matches,clusters,mean_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UCL,brier_1x2,team_season,1384,478,1.0027303329345707e-18,2.6088369216804393e-19,1.8639213502954845e-18,False,True
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UCL,brier_1x2,calendar_month,1384,65,1.0027303329345707e-18,0.0,2.5005342018764046e-18,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UCL,brier_1x2,conservative_envelope,1384,,1.0027303329345707e-18,-5.704291588995696e-20,2.687133518691043e-18,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UCL,log_loss_1x2,tie_or_match,1384,390,1.4439316794257817e-18,-8.266892828535086e-20,4.065463784831706e-18,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UCL,log_loss_1x2,team_season,1384,478,1.4439316794257817e-18,3.208419540132266e-19,2.819343264215538e-18,False,True
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UCL,log_loss_1x2,calendar_month,1384,65,1.4439316794257817e-18,0.0,3.747441688215259e-18,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UCL,log_loss_1x2,conservative_envelope,1384,,1.4439316794257817e-18,-8.266892828535086e-20,4.065463784831706e-18,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UEL,brier_1x2,tie_or_match,1427,441,-1.0051157054800625e-06,-1.639896837451727e-05,1.25374081476963e-05,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UEL,brier_1x2,team_season,1427,538,-1.0051157054800625e-06,-8.128460153003785e-06,5.311468939336103e-06,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UEL,brier_1x2,calendar_month,1427,57,-1.0051157054800625e-06,-2.1033471311526584e-05,1.900685075355464e-05,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UEL,brier_1x2,conservative_envelope,1427,,-1.0051157054800625e-06,-2.1033471311526584e-05,1.900685075355464e-05,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UEL,log_loss_1x2,tie_or_match,1427,441,-2.6183874242025217e-06,-2.7721605856290342e-05,1.797042872383054e-05,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UEL,log_loss_1x2,team_season,1427,538,-2.6183874242025217e-06,-1.3977150607183717e-05,6.767299393938042e-06,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UEL,log_loss_1x2,calendar_month,1427,57,-2.6183874242025217e-06,-3.565481414186627e-05,2.8836287474537688e-05,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UEL,log_loss_1x2,conservative_envelope,1427,,-2.6183874242025217e-06,-3.565481414186627e-05,2.8836287474537688e-05,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UECL,brier_1x2,tie_or_match,2073,792,0.0,0.0,0.0,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UECL,brier_1x2,team_season,2073,864,0.0,0.0,0.0,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UECL,brier_1x2,calendar_month,2073,48,0.0,0.0,0.0,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UECL,brier_1x2,conservative_envelope,2073,,0.0,0.0,0.0,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UECL,log_loss_1x2,tie_or_match,2073,792,0.0,0.0,0.0,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UECL,log_loss_1x2,team_season,2073,864,0.0,0.0,0.0,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UECL,log_loss_1x2,calendar_month,2073,48,0.0,0.0,0.0,False,False
ABLATION_NO_PROGRESSION,CURRENT_PRODUCTION,UECL,log_loss_1x2,conservative_envelope,2073,,0.0,0.0,0.0,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,ALL,brier_1x2,tie_or_match,4884,1612,0.0007142245518065205,5.396483982969084e-05,0.0014502800403120633,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,ALL,brier_1x2,team_season,4884,1413,0.0007142245518065205,0.0002758924572952123,0.0011661258921356141,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,ALL,brier_1x2,calendar_month,4884,65,0.0007142245518065205,2.9373284837819244e-06,0.0016876795121796783,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,ALL,brier_1x2,conservative_envelope,4884,,0.0007142245518065205,2.9373284837819244e-06,0.0016876795121796783,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,ALL,log_loss_1x2,tie_or_match,4884,1612,0.0016014945098157085,-3.676567006526131e-05,0.003413152601536981,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,ALL,log_loss_1x2,team_season,4884,1413,0.0016014945098157085,0.00048154983357490876,0.002765614880551831,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,ALL,log_loss_1x2,calendar_month,4884,65,0.0016014945098157085,2.3697251491316237e-05,0.003737043547731673,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,ALL,log_loss_1x2,conservative_envelope,4884,,0.0016014945098157085,-3.676567006526131e-05,0.003737043547731673,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UCL,brier_1x2,tie_or_match,1384,390,0.0009231397277430597,-0.00022717530618300582,0.0021832293422800802,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UCL,brier_1x2,team_season,1384,478,0.0009231397277430597,0.00015984243422819064,0.0016318290276591536,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UCL,brier_1x2,calendar_month,1384,65,0.0009231397277430597,-0.00032575961354615405,0.0026713438204555686,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UCL,brier_1x2,conservative_envelope,1384,,0.0009231397277430597,-0.00032575961354615405,0.0026713438204555686,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UCL,log_loss_1x2,tie_or_match,1384,390,0.0024311366596217717,-0.00038010048120830174,0.005561095043899152,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UCL,log_loss_1x2,team_season,1384,478,0.0024311366596217717,0.0005442985895881743,0.004212903863148792,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UCL,log_loss_1x2,calendar_month,1384,65,0.0024311366596217717,-0.0007054937220540127,0.0068925504301957435,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UCL,log_loss_1x2,conservative_envelope,1384,,0.0024311366596217717,-0.0007054937220540127,0.0068925504301957435,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UEL,brier_1x2,tie_or_match,1427,441,0.0013417066012457635,-0.0006065024172086582,0.0036955190818274163,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UEL,brier_1x2,team_season,1427,538,0.0013417066012457635,-1.1471294239754006e-05,0.0026567259645807534,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UEL,brier_1x2,calendar_month,1427,57,0.0013417066012457635,-0.0006668345220493632,0.0034192462179205405,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UEL,brier_1x2,conservative_envelope,1427,,0.0013417066012457635,-0.0006668345220493632,0.0036955190818274163,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UEL,log_loss_1x2,tie_or_match,1427,441,0.0026907188580897875,-0.0023551608043299067,0.008535786088889745,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UEL,log_loss_1x2,team_season,1427,538,0.0026907188580897875,-0.0006999099939575647,0.006029261373404581,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UEL,log_loss_1x2,calendar_month,1427,57,0.0026907188580897875,-0.0017506836089290225,0.007220060808739517,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UEL,log_loss_1x2,conservative_envelope,1427,,0.0026907188580897875,-0.0023551608043299067,0.008535786088889745,False,False
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UECL,brier_1x2,tie_or_match,2073,792,0.0001428036699705482,3.041622673550251e-05,0.0002933599630364843,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UECL,brier_1x2,team_season,2073,864,0.0001428036699705482,6.146479931279973e-05,0.0002353901893969792,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UECL,brier_1x2,calendar_month,2073,48,0.0001428036699705482,3.158387080902655e-05,0.0003295132404472248,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UECL,brier_1x2,conservative_envelope,2073,,0.0001428036699705482,3.041622673550251e-05,0.0003295132404472248,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UECL,log_loss_1x2,tie_or_match,2073,792,0.00029780522842704323,6.597667646033777e-05,0.0006142758144846585,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UECL,log_loss_1x2,team_season,2073,864,0.00029780522842704323,0.0001301575513219494,0.0004934363908725196,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UECL,log_loss_1x2,calendar_month,2073,48,0.00029780522842704323,6.832107832586814e-05,0.000694328837224888,False,True
ABLATION_NO_SINGLE_MATCH_DRAW,CURRENT_PRODUCTION,UECL,log_loss_1x2,conservative_envelope,2073,,0.00029780522842704323,6.597667646033777e-05,0.000694328837224888,False,True
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,ALL,brier_1x2,tie_or_match,4884,1612,2.2003067113058115e-05,-0.0002016285860342491,0.00021677356804310547,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,ALL,brier_1x2,team_season,4884,1413,2.2003067113058115e-05,-0.00013403650818233267,0.00018627532049524112,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,ALL,brier_1x2,calendar_month,4884,65,2.2003067113058115e-05,-0.00015265579938186557,0.00021413730099858422,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,ALL,brier_1x2,conservative_envelope,4884,,2.2003067113058115e-05,-0.0002016285860342491,0.00021677356804310547,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,ALL,log_loss_1x2,tie_or_match,4884,1612,4.090848985878428e-05,-0.00026548972429712303,0.0003013409431149855,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,ALL,log_loss_1x2,team_season,4884,1413,4.090848985878428e-05,-0.00017365711347810294,0.000262118000385577,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,ALL,log_loss_1x2,calendar_month,4884,65,4.090848985878428e-05,-0.00020817963552661163,0.0003060785561005439,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,ALL,log_loss_1x2,conservative_envelope,4884,,4.090848985878428e-05,-0.00026548972429712303,0.0003060785561005439,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UCL,brier_1x2,tie_or_match,1384,390,9.84401135769488e-05,-0.00018648247165245371,0.00038002231092207676,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UCL,brier_1x2,team_season,1384,478,9.84401135769488e-05,-0.00014728434141079896,0.00034773035038651774,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UCL,brier_1x2,calendar_month,1384,65,9.84401135769488e-05,-0.0003129152841717834,0.0005044139889012932,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UCL,brier_1x2,conservative_envelope,1384,,9.84401135769488e-05,-0.0003129152841717834,0.0005044139889012932,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UCL,log_loss_1x2,tie_or_match,1384,390,0.00015484127550974261,-0.00022803595103741266,0.0005328753258464357,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UCL,log_loss_1x2,team_season,1384,478,0.00015484127550974261,-0.00017983454691434207,0.0004918702225704026,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UCL,log_loss_1x2,calendar_month,1384,65,0.00015484127550974261,-0.000408834990475679,0.0007062816612835437,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UCL,log_loss_1x2,conservative_envelope,1384,,0.00015484127550974261,-0.000408834990475679,0.0007062816612835437,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UEL,brier_1x2,tie_or_match,1427,441,-0.00024504064721097435,-0.0008311451887840725,0.0001688086404283182,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UEL,brier_1x2,team_season,1427,538,-0.00024504064721097435,-0.0005982581131210922,0.00013597305302284792,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UEL,brier_1x2,calendar_month,1427,57,-0.00024504064721097435,-0.0007351124684508609,0.00019582781695745297,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UEL,brier_1x2,conservative_envelope,1427,,-0.00024504064721097435,-0.0008311451887840725,0.00019582781695745297,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UEL,log_loss_1x2,tie_or_match,1427,441,-0.0002694543342938568,-0.001088773621753725,0.0002872850751130056,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UEL,log_loss_1x2,team_season,1427,538,-0.0002694543342938568,-0.0007605910807865412,0.00025051440896743513,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UEL,log_loss_1x2,calendar_month,1427,57,-0.0002694543342938568,-0.0009633141592883094,0.0003692998995973277,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UEL,log_loss_1x2,conservative_envelope,1427,,-0.0002694543342938568,-0.001088773621753725,0.0003692998995973277,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UECL,brier_1x2,tie_or_match,2073,792,0.00015479733051603428,-0.00015583187483848176,0.00048054828128978413,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UECL,brier_1x2,team_season,2073,864,0.00015479733051603428,-7.530066590412501e-05,0.00038587709278010615,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UECL,brier_1x2,calendar_month,2073,48,0.00015479733051603428,-6.546782745897031e-05,0.0003930251189167003,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UECL,brier_1x2,conservative_envelope,2073,,0.00015479733051603428,-0.00015583187483848176,0.00048054828128978413,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UECL,log_loss_1x2,tie_or_match,2073,792,0.00017848918195955242,-0.00024509199056480945,0.0006150531317246895,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UECL,log_loss_1x2,team_season,2073,864,0.00017848918195955242,-0.0001402651133206526,0.0004937271888991472,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UECL,log_loss_1x2,calendar_month,2073,48,0.00017848918195955242,-0.0001230661144528182,0.0005142288576048138,False,False
ABLATION_NO_CUP_DOUBLE_BONUS,CURRENT_PRODUCTION,UECL,log_loss_1x2,conservative_envelope,2073,,0.00017848918195955242,-0.00024509199056480945,0.0006150531317246895,False,False
