team_seasons,changed_team_seasons,mean_abs_end_delta,median_abs_end_delta,p90_abs_end_delta,p95_abs_end_delta,maximum_positive_end_delta,maximum_negative_end_delta,mean_abs_rank_change,maximum_rank_gain,maximum_rank_loss
1413,1405,14.2038869960739,7.828325179779199,35.07270518365183,49.13479516243824,131.42065098761714,-65.69219821522984,2.738853503184713,15,-22
