competition,matches,mean_brier_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
ALL,4884,6.964403669417838e-05,-1.5307483039825438e-05,0.0001550270071542376,False,False
UCL,1384,7.977612278370301e-05,-0.00011880777173698481,0.00027810828906358167,False,False
UECL,2073,3.606037825589816e-05,-9.33449619114055e-05,0.00016526495712715987,False,False
UEL,1427,0.000108604174602134,-2.365293507074828e-05,0.00024302257891617714,False,False
