power_carry,reserve_decay,ucl_trophy_base,distance_from_reference,matches,brier,log_loss,carried_clubs,trophy_bonus_total,mean_reserve,max_reserve,mean_rating_change,rating_change_std,max_abs_rating_change,start_end_rank_correlation
0.25,0.75,20.0,1.0,6340,0.16266034611415198,0.6194329131649895,1146,309.0,0.39076112057428947,35.0,-0.7370412264027036,30.247365020075787,127.91296938412597,0.9348257623118367
0.25,0.75,30.0,0.75,6340,0.16266081801755772,0.6194371897242126,1146,463.5,0.5861416808614343,52.5,-0.5419851022920064,30.54908505154866,131.83316881811004,0.9349166098869325
0.25,0.5,40.0,0.25,6340,0.16266205289004146,0.6194288506325306,1146,618.0,0.5513003608834504,60.0,-0.5769235515695063,30.75713756439275,138.30779906293014,0.9347723776543063
0.25,0.5,50.0,0.5,6340,0.16266309439440507,0.6194306729478698,1146,772.5,0.689125451104313,75.0,-0.43936269426315744,31.069879156764372,144.85103173277912,0.9348060942801152
0.25,0.5,30.0,0.5,6340,0.16266347814672366,0.6194330950122808,1146,463.5,0.41347527066258777,45.0,-0.7144788065424704,30.46674752939124,131.76390748928895,0.9347723776543063
0.25,0.25,60.0,1.0,6340,0.1626645867215026,0.6194303310230665,1146,927.0,0.6222117264438731,75.0,-0.5057925594112878,31.284825164370318,154.21494709128524,0.9345466635759762
0.25,0.25,50.0,0.75,6340,0.16266624409611877,0.6194357072531947,1146,772.5,0.5185097720365609,62.5,-0.6093488010638812,30.97679321429823,144.7396482817095,0.9346103505358371
0.25,0.5,60.0,0.75,6340,0.1626665545113157,0.6194385485575405,1146,917.0,0.821653931155684,80.0,-0.3070928157889516,31.383473416385264,154.91106459080288,0.9348266988847759
0.25,0.5,20.0,0.75,6340,0.162667416348585,0.6194434194370555,1146,309.0,0.2756501804417252,30.0,-0.8520284952880912,30.199323226250872,127.91296938412597,0.9347452170390715
0.25,0.25,40.0,0.5,6340,0.1626684603908566,0.6194423994022767,1146,618.0,0.4148078176292488,50.0,-0.7129037884563499,30.687987851397285,138.21771521673327,0.9346365745781327
0.25,0.75,40.0,0.5,6340,0.16266884012136892,0.6194607319374023,1146,618.0,0.7815222411485789,70.0,-0.3469151036343884,30.880445160480367,139.15393039350442,0.9348622886564628
0.25,0.25,30.0,0.75,6340,0.16267124026079302,0.6194504092096008,1146,463.5,0.31110586322193656,37.5,-0.816457529273755,30.418956525054227,131.69562781866136,0.9346880860897846
0.25,1.0,30.0,1.0,6340,0.16267397162339325,0.6195062094376476,1146,463.5,0.8982257964010771,60.0,-0.2297767972416485,30.730313473493325,134.34753372773935,0.934985916284428
0.25,0.25,20.0,1.0,6340,0.1626745882334233,0.6194597384158342,1146,309.0,0.2074039088146244,25.0,-0.920010031526511,30.17022863395819,127.91296938412597,0.9346871495168456
0.25,0.0,0.0,1.75,6340,0.16268300594407856,0.6194823620059619,1146,0.0,0.0,0.0,-1.1271113540042146,29.735684023344113,127.91296938412597,0.9347873628213326
0.25,0.75,50.0,0.75,6340,0.16268415720857357,0.6195034870405373,1146,765.0,0.9729303438086051,80.0,-0.1558038834716875,31.22543825352021,152.41221434610407,0.9349400242104107
0.25,0.75,60.0,1.0,6340,0.16269643143465168,0.6195404908440326,1146,886.3125,1.139765040215515,80.0,0.010771170297194807,31.526111179617395,155.62261490934975,0.9348248257388978
0.25,1.0,40.0,0.75,6340,0.16271814318067596,0.6196404948073679,1146,618.0,1.1976343952014363,80.0,0.06938387498786348,31.162662471843063,150.51161037508928,0.9349269121892629
0.25,1.0,50.0,1.0,6340,0.16275478222591197,0.6197630846280238,1146,730.0,1.4506012397826593,80.0,0.32212792135063184,31.5162316550959,146.7450995441136,0.9350833198700976
0.25,1.0,60.0,1.25,6340,0.16279171388782068,0.6198970184586651,1146,828.0,1.6812894222606973,80.0,0.5518288719964084,31.845907679588713,156.34888652388577,0.9351095439123932
0.0,1.0,20.0,1.5,6340,0.1635730414817025,0.6216829834358546,1146,309.0,0.5988171976007182,40.0,0.5988171976007177,29.63620004109999,127.91296938412597,0.937691675505574
0.0,1.0,30.0,1.25,6340,0.1635790637306694,0.6217196157726155,1146,463.5,0.8982257964010771,60.0,0.8982257964010764,30.017708865475697,134.0115545786474,0.9377918888100608
0.0,0.75,40.0,0.75,6340,0.16357934939151386,0.6216895410424161,1146,618.0,0.7815222411485789,70.0,0.7815222411485787,30.169712083139828,140.50681468257994,0.9376392274209828
0.0,0.5,60.0,1.0,6340,0.16358157842376247,0.6216784304054283,1146,917.0,0.821653931155684,80.0,0.821653931155684,30.683010060127902,155.54290163286578,0.9375296483871044
0.0,0.75,30.0,1.0,6340,0.1635836773825485,0.6216927523093205,1146,463.5,0.5861416808614343,52.5,0.586141680861434,29.839512306022982,133.9478766275413,0.937532458105922
0.0,0.75,50.0,1.0,6340,0.16358388767938478,0.6217085304947612,1146,765.0,0.9729303438086051,80.0,0.9729303438086043,30.51511216574422,147.06443466365135,0.9375802233258176
0.0,0.5,50.0,0.75,6340,0.16358625326614817,0.621687997795066,1146,772.5,0.689125451104313,75.0,0.6891254511043122,30.367926782929693,146.96362579904962,0.9374603419896089
0.0,0.75,60.0,1.25,6340,0.16358710353524045,0.6217285302788634,1146,886.3125,1.139765040215515,80.0,1.1397650402155146,30.81839459509421,156.2411972709749,0.9375952084928437
0.0,0.5,40.0,0.5,6340,0.16359374495896847,0.6217042601502812,1146,618.0,0.5513003608834504,60.0,0.5513003608834502,30.054644201705933,140.42469518874873,0.9374434836767047
0.0,0.75,20.0,1.25,6340,0.16359717746456695,0.6217182695999102,1146,309.0,0.39076112057428947,35.0,0.39076112057428924,29.540333861417082,127.91296938412597,0.9376008279304783
0.0,0.5,30.0,0.75,6340,0.1636041021805565,0.6217272357738212,1146,463.5,0.41347527066258777,45.0,0.41347527066258705,29.764383984291122,133.8852256884254,0.9374697077190003
0.0,0.25,60.0,1.25,6340,0.16360758493305463,0.6217297079385049,1146,927.0,0.6222117264438731,75.0,0.6222117264438726,30.596128178066422,154.86119445886175,0.9373442069451567
0.0,1.0,40.0,1.0,6340,0.1636131506576699,0.621830961808303,1146,618.0,1.1976343952014363,80.0,1.1976343952014359,30.45295202403539,142.79614305534983,0.9378452734675912
0.0,0.25,50.0,1.0,6340,0.16361358467925408,0.6217440853694551,1146,772.5,0.5185097720365609,62.5,0.5185097720365606,30.285449011262102,146.86323075522864,0.937366684695696
0.0,0.5,20.0,1.0,6340,0.16361737096273063,0.6217569428647985,1146,309.0,0.2756501804417252,30.0,0.2756501804417245,29.497803612638847,127.91296938412597,0.9375839696175741
0.0,0.25,40.0,0.75,6340,0.1636201946502053,0.6217598371424676,1146,618.0,0.4148078176292488,50.0,0.41480781762924823,29.994423969382076,140.34358184112295,0.937432244801435
0.0,0.25,30.0,1.0,6340,0.16362741879385137,0.6217769650758882,1146,463.5,0.31110586322193656,37.5,0.3111058632219357,29.723633119821955,133.8238092214865,0.9374172596344088
0.0,0.25,20.0,1.25,6340,0.1636352609052999,0.6217954709985503,1146,309.0,0.2074039088146244,25.0,0.20740390881462395,29.473637809592596,127.91296938412597,0.937474390583696
0.0,1.0,50.0,1.25,6340,0.16364319822623374,0.6219452067851494,1146,730.0,1.4506012397826593,80.0,1.4506012397826589,30.81391577018866,147.16495892176147,0.9378087471229652
0.0,0.0,0.0,2.0,6340,0.16365281343435142,0.6218366241900113,1146,0.0,0.0,0.0,-6.02676093720453e-16,29.03815628863108,127.91296938412597,0.9375849061905133
0.0,1.0,60.0,1.5,6340,0.1636766606799224,0.6220800630802586,1146,828.0,1.6812894222606973,80.0,1.6812894222606967,31.152540901077288,156.95544575411645,0.9379276918862347
