competition,matches,mean_brier_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
ALL,4884,-0.0026115253138283704,-0.004017023192555599,-0.0012858682732033878,True,False
UCL,1384,-0.002941980296412279,-0.005941508313315721,0.00018767705347817398,False,False
UECL,2073,-0.001190991609282852,-0.0031609974116643728,0.0008154608432718572,False,False
UEL,1427,-0.004354634405367774,-0.00664682574457725,-0.002080849724119148,True,False
