win_bonus_base,ucl_prestige,uel_prestige,uecl_prestige,distance_from_reference,matches,brier,log_loss,mean_rating_change,rating_change_std,max_abs_rating_change,max_abs_match_delta,max_abs_prestige_delta,start_end_rank_correlation
6.0,1.0,0.65,0.4,0.04999999999999999,6340,0.16385175891232276,0.6223100359071426,-5.840428421261297e-17,31.95299566863839,138.8205635786819,29.596679721883962,5.2229434803324635,0.9287764376979976
6.0,1.0,0.7,0.4,0.09999999999999992,6340,0.16385333301535768,0.6223154908767727,1.8373443188929144e-16,32.04433070390106,139.5981380604985,29.596679721883962,5.2229434803324635,0.928729609051041
6.0,1.0,0.75,0.4,0.14999999999999997,6340,0.16385523389959955,0.6223216977180885,1.8117420586323373e-16,32.13570621560734,140.3717532860785,29.869056851214577,5.2229434803324635,0.9286762243935106
6.0,1.0,0.55,0.45,0.09999999999999998,6340,0.16386043858291321,0.6223239006965231,-1.8219712753985656e-16,31.839612724153092,137.25337764313315,29.596679721883962,5.2229434803324635,0.928533865306763
6.0,1.0,0.6,0.45,0.050000000000000044,6340,0.16386135524421316,0.6223278483733363,5.430013287626148e-16,31.93073577211093,138.03899010989107,29.596679721883962,5.2229434803324635,0.9284514468881196
6.0,1.0,0.65,0.45,0.0,6340,0.16386260295126331,0.6223325571146177,1.2146681142345988e-16,32.02190642659412,138.8205635786819,29.596679721883962,5.2229434803324635,0.9283343752707284
6.0,1.0,0.7,0.45,0.04999999999999993,6340,0.16386417951503895,0.6223380222032294,3.620614847824877e-16,32.11312111185564,139.5981380604985,29.596679721883962,5.2229434803324635,0.9283053415096152
6.0,1.0,0.75,0.45,0.09999999999999998,6340,0.16386608275975667,0.6223442389647986,2.980023743457321e-16,32.20437636922189,140.3717532860785,29.869056851214577,5.2229434803324635,0.9281376949535111
6.0,1.0,0.6,0.5,0.10000000000000003,6340,0.1638723965248583,0.6223508254877009,5.442848389325033e-16,31.99991253028654,138.03899010989107,29.596679721883962,5.2229434803324635,0.9280627691183806
6.0,1.0,0.65,0.5,0.04999999999999999,6340,0.16387364675494864,0.6223555444689413,1.7988418098101363e-16,32.0909633100615,138.8205635786819,29.596679721883962,5.2229434803324635,0.9279897164291285
6.0,1.0,0.7,0.5,0.09999999999999992,6340,0.1638752257417091,0.6223610195993747,2.4239936051544765e-16,32.18205820780327,139.5981380604985,29.596679721883962,5.2229434803324635,0.92793445862572
6.0,1.0,0.75,0.5,0.14999999999999997,6340,0.16387713130970719,0.6223672462053979,4.2023803366488083e-16,32.27319377072249,140.3717532860785,29.869056851214577,5.2229434803324635,0.9278314356024157
6.0,1.0,0.65,0.55,0.10000000000000003,6340,0.16388488899621995,0.6223789953258344,5.450470043550279e-16,32.160162346932125,138.8205635786819,29.596679721883962,5.2229434803324635,0.9275570197312506
6.0,1.0,0.7,0.55,0.14999999999999997,6340,0.16388647036865356,0.6223844804219814,6.067933919140507e-16,32.25113802242107,139.5981380604985,29.596679721883962,5.2229434803324635,0.9274708550208507
6.0,1.0,0.75,0.55,0.2,6340,0.16388837822317784,0.6223907167976992,7.233807397213884e-16,32.342154453599576,140.3717532860785,29.869056851214577,5.2229434803324635,0.9274146606445027
8.0,1.0,0.55,0.35,0.2,6340,0.16393029078939855,0.6224958801540245,1.2248973310008269e-16,32.57471714912347,140.25830735935517,31.40552050908929,6.979004557575397,0.9273631491328507
8.0,1.0,0.6,0.35,0.15000000000000008,6340,0.16393311841566835,0.6225048470753971,1.1888687349957474e-16,32.694695069871486,141.28591911009062,31.40552050908929,6.979004557575397,0.9272545066719116
8.0,1.0,0.65,0.35,0.10000000000000003,6340,0.16393651958480843,0.6225151345949044,-3.0262793194175284e-16,32.81475001578873,142.3066291302746,31.40552050908929,6.979004557575397,0.9271084012934073
8.0,1.0,0.7,0.35,0.14999999999999997,6340,0.16394048923301252,0.622526731937262,3.6078476892631845e-16,32.9348744215987,143.32052956078405,31.40552050908929,6.979004557575397,0.9268639557562945
8.0,1.0,0.75,0.35,0.2,6340,0.16394502233943078,0.6225396284593023,-2.9749428270414157e-16,33.055061049100736,144.327711643268,31.40552050908929,6.979004557575397,0.9267927762129207
8.0,1.0,0.55,0.4,0.14999999999999997,6340,0.16394510258476494,0.6225267522733552,-7.251853150372531e-16,32.66552550688982,140.25830735935517,31.40552050908929,6.979004557575397,0.9270625092193902
8.0,1.0,0.6,0.4,0.10000000000000003,6340,0.1639479343304484,0.6225357366103044,-4.2537173882276954e-16,32.78529937327096,141.28591911009062,31.40552050908929,6.979004557575397,0.9269098478303119
8.0,1.0,0.65,0.4,0.04999999999999999,6340,0.16395133938425768,0.6225460410813539,-3.0468663695882913e-16,32.905150447132286,142.3066291302746,31.40552050908929,6.979004557575397,0.9266298125215121
8.0,1.0,0.7,0.4,0.09999999999999992,6340,0.16395531268349928,0.6225576549136154,-3.0519478452069725e-16,33.025071179910135,143.32052956078405,31.40552050908929,6.979004557575397,0.9264893265806425
8.0,1.0,0.75,0.4,0.14999999999999997,6340,0.16395984920843587,0.622570567466302,-7.24149363935967e-16,33.145054349398286,144.327711643268,31.40552050908929,6.979004557575397,0.9263741281091297
8.0,1.0,0.55,0.45,0.09999999999999998,6340,0.16396026608009742,0.6225584462116895,6.329705685478603e-17,32.75659102385866,140.25830735935517,31.40552050908929,6.979004557575397,0.9264911997265209
8.0,1.0,0.6,0.45,0.050000000000000044,6340,0.1639631018582718,0.6225674477892289,-1.8193637128575832e-16,32.876162055789194,141.28591911009062,31.40552050908929,6.979004557575397,0.9263141874410254
8.0,1.0,0.65,0.45,0.0,6340,0.163966510711575,0.6225777690410469,-5.996130045987534e-17,32.99581047066948,142.3066291302746,31.40552050908929,6.979004557575397,0.926073488195669
8.0,1.0,0.7,0.45,0.04999999999999993,6340,0.16397048757841629,0.6225893991966266,-1.8220358633191068e-16,33.115528736548185,143.32052956078405,31.40552050908929,6.979004557575397,0.9259264462442257
8.0,1.0,0.75,0.45,0.09999999999999998,6340,0.16397502744016143,0.6226023276175368,-5.386299008678057e-16,33.23530964712017,144.327711643268,31.40552050908929,6.979004557575397,0.9258215500750431
8.0,1.0,0.6,0.5,0.10000000000000003,6340,0.16397861789809348,0.6225999744747773,-6.649634260841121e-16,32.96727415181602,141.28591911009062,31.40552050908929,6.979004557575397,0.925156583288261
8.0,1.0,0.65,0.5,0.04999999999999999,6340,0.16398203046708568,0.6226103123397217,-7.238953460753105e-16,33.08672112938862,142.3066291302746,31.40552050908929,6.979004557575397,0.924882167417096
8.0,1.0,0.7,0.5,0.09999999999999992,6340,0.1639860108194479,0.6226219586551217,-1.850376539570074e-16,33.20623814319005,143.32052956078405,31.40552050908929,6.979004557575397,0.9247660323726438
8.0,1.0,0.75,0.5,0.14999999999999997,6340,0.16399055393763912,0.6226349027848765,-1.025767795067703e-15,33.325818002722,144.327711643268,31.40552050908929,6.979004557575397,0.9247192037256874
8.0,1.0,0.65,0.55,0.10000000000000003,6340,0.16399789558533767,0.622643664941714,-2.3881621281276707e-16,33.177873742125094,142.3066291302746,31.40552050908929,6.979004557575397,0.9241197970446442
8.0,1.0,0.7,0.55,0.14999999999999997,6340,0.16400187934247767,0.6226553272564541,-5.89386024643626e-17,33.29719072625983,143.32052956078405,31.40552050908929,6.979004557575397,0.9239661990826271
8.0,1.0,0.75,0.55,0.2,6340,0.16400642563807674,0.6226682869386497,-8.399679197678935e-16,33.41657075030869,144.327711643268,31.40552050908929,6.979004557575397,0.9239034486957053
10.0,1.0,0.55,0.35,0.2,6340,0.16403530409317263,0.6227448650912434,-7.574985678035837e-16,33.4405663501617,143.21219378188948,33.22134288474629,8.742458653880604,0.9254984324110433
10.0,1.0,0.6,0.35,0.15000000000000008,6340,0.16404079181137768,0.6227606035627685,-4.527987336592587e-16,33.588327851903145,144.47282317183772,33.22134288474629,8.742458653880604,0.9252324456963305
10.0,1.0,0.65,0.35,0.10000000000000003,6340,0.16404715234126363,0.6227783557542825,-6.042659631307612e-16,33.736200409583674,145.72309198148537,33.22134288474629,8.742458653880604,0.9250020487533045
10.0,1.0,0.7,0.35,0.14999999999999997,6340,0.16405437604693743,0.6227981014020129,-2.1372833522500239e-16,33.88417086134003,146.96317483182418,33.22134288474629,8.742458653880604,0.9246869679139259
10.0,1.0,0.55,0.4,0.14999999999999997,6340,0.16405458796850825,0.6227852939389129,-8.179812130108228e-16,33.55265703435914,143.21219378188948,33.22134288474629,8.742458653880604,0.9243436379770963
10.0,1.0,0.6,0.4,0.10000000000000003,6340,0.1640600810960478,0.622801057497331,-1.2405190519693284e-15,33.70011575993948,144.47282317183772,33.22134288474629,8.742458653880604,0.9242087714738616
10.0,1.0,0.75,0.35,0.2,6340,0.16406245339893244,0.6228198205567058,5.609144949432517e-17,34.03222675075556,148.1932441329019,33.22134288474629,8.742458653880604,0.9244313383576713
10.0,1.0,0.65,0.4,0.04999999999999999,6340,0.1640664465881959,0.6228188338957071,-1.085227686359152e-15,33.847685858456515,145.72309198148537,33.22134288474629,8.742458653880604,0.9241385285034269
10.0,1.0,0.7,0.4,0.09999999999999992,6340,0.16407367481174573,0.6228386028759134,-6.980387324324122e-16,33.99535420333157,146.96317483182418,33.22134288474629,8.742458653880604,0.9239474676238444
10.0,1.0,0.55,0.45,0.09999999999999998,6340,0.16407441230172662,0.6228269889145273,-9.39669356892726e-16,33.665137839145615,143.21219378188948,33.22134288474629,8.742458653880604,0.9232609596594622
10.0,1.0,0.6,0.45,0.050000000000000044,6340,0.16407991068079825,0.6228427772493635,-4.571637027620137e-16,33.81229596897962,144.47282317183772,33.22134288474629,8.742458653880604,0.9230314992893756
10.0,1.0,0.75,0.4,0.14999999999999997,6340,0.1640817562399142,0.6228603444942903,-4.899849912496573e-16,34.143108371577966,148.1932441329019,33.22134288474629,8.742458653880604,0.9236425385840861
10.0,1.0,0.65,0.45,0.0,6340,0.16408628098155764,0.6228605775540403,-9.079036754839186e-16,33.95956577457861,145.72309198148537,33.22134288474629,8.742458653880604,0.9229659391836363
10.0,1.0,0.7,0.45,0.04999999999999993,6340,0.16409351357345342,0.6228803695759999,-3.9874627728418225e-16,34.10693416438178,146.96317483182418,33.22134288474629,8.742458653880604,0.9228160875133756
10.0,1.0,0.6,0.5,0.10000000000000003,6340,0.16410027464675395,0.6228857512260739,-2.767844036437953e-16,33.92485218759478,144.47282317183772,33.22134288474629,8.742458653880604,0.9220677657350109
10.0,1.0,0.75,0.45,0.09999999999999998,6340,0.1641015989323566,0.6229021333771048,-1.878585803168859e-16,34.25438874858787,148.1932441329019,33.22134288474629,8.742458653880604,0.9227701954393582
10.0,1.0,0.65,0.5,0.04999999999999999,6340,0.16410664960567073,0.6229035751434888,-5.445586246112649e-16,34.0718238851125,145.72309198148537,33.22134288474629,8.742458653880604,0.9219413283882283
10.0,1.0,0.7,0.5,0.09999999999999992,6340,0.1641138864195449,0.6229233899233484,-2.7831530512145343e-16,34.2188944904602,146.96317483182418,33.22134288474629,8.742458653880604,0.9218373687919851
10.0,1.0,0.75,0.5,0.14999999999999997,6340,0.16412197556687252,0.6229451756329673,2.3520037970787335e-16,34.36605164677544,148.1932441329019,33.22134288474629,8.742458653880604,0.9217886669991503
10.0,1.0,0.65,0.55,0.10000000000000003,6340,0.16412754662657783,0.6229478153102994,-7.890364579618938e-16,34.18444452870686,145.72309198148537,33.22134288474629,8.742458653880604,0.9211414950982115
10.0,1.0,0.7,0.55,0.14999999999999997,6340,0.1641347875191573,0.6229676525708785,-3.3931272444344743e-16,34.33121953613869,146.96317483182418,33.22134288474629,8.742458653880604,0.9211414950982115
10.0,1.0,0.75,0.55,0.2,6340,0.16414288031565855,0.6229894599213419,5.325738186922833e-17,34.47808143685765,148.1932441329019,33.22134288474629,8.742458653880604,0.9210497109501768
12.0,1.0,0.55,0.35,0.2,6340,0.16415346896967659,0.6230252402846105,5.790916607540816e-17,34.29902427936122,146.11689906663105,35.04405367639038,10.513216102917113,0.9226390752278801
12.0,1.0,0.6,0.35,0.15000000000000008,6340,0.16416232553202106,0.6230494082206175,8.402351907343233e-16,34.473791854309574,147.60210507148815,35.04405367639038,10.513216102917113,0.9225323059128193
