competition,matches,mean_brier_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
ALL,4884,-0.00013846378006247825,-0.00030785353774888136,3.399461975987319e-05,False,False
UCL,1384,0.0,0.0,0.0,False,False
UECL,2073,-0.00036939480472591687,-0.0007809324802127096,2.5729289437856153e-05,False,False
UEL,1427,6.271781946158506e-05,-6.683663958652229e-05,0.00019476101673676941,False,False
