season,matches,continuous_scale_multiplier,continuous_elo_scale,baseline_brier_1x2,fitted_brier_1x2,baseline_log_loss_1x2,fitted_log_loss_1x2
2018/19,735,1.1818251283310948,987.487573806062,0.5805546756140106,0.5778984248394957,0.9745162389663372,0.9717756162537707
2019/20,721,1.147058125297507,958.4376046937728,0.5816442578085153,0.580450164043941,0.9775239280921819,0.975883494756428
2020/21,540,0.9930192159410693,829.7286229454124,0.5296327831930847,0.5296165556343816,0.9005782988482076,0.9005736856054677
2021/22,816,1.0101841374878675,844.0709704945418,0.5762709483211054,0.5762482105003246,0.9711081738467205,0.9710994381449626
2022/23,804,1.1366296979732649,949.7240123439715,0.5922543302028854,0.5913092841522392,0.9933671776809765,0.9921284518369914
2023/24,806,1.011660746728293,845.3047683224374,0.5642390493784643,0.5642300486728727,0.9534484792111946,0.9534361672618191
2024/25,957,1.0347741668348374,864.6174522349913,0.5692229584595572,0.5692265373377908,0.9607593419315186,0.9606661812952328
2025/26,961,1.1564917954572163,966.3200162577009,0.5849804940716918,0.5841121001753373,0.9829940088682141,0.9814212995449795
