competition,matches,candidate_brier_1x2,baseline_brier_1x2,brier_difference,candidate_log_loss_1x2,baseline_log_loss_1x2,log_loss_difference
ALL,4884,0.5749338500235222,0.5753369751000866,-0.00040312507656434205,0.9694010720583369,0.9700148774103575,-0.0006138053520205723
UCL,1384,0.5568427550632409,0.557582577709277,-0.0007398226460360049,0.9429861767448374,0.9440446123447988,-0.0010584355999612677
UECL,2073,0.5826623886482027,0.5830279635056479,-0.0003655748574452809,0.9804444292474143,0.9810644548879995,-0.0006200256405852494
UEL,1427,0.5812525710158604,0.5813836934071305,-0.00013112239127004112,0.9789773409167296,0.9791508779286349,-0.00017353701190529723
