fold,test_season,candidate_key,family,weight,cap,favorite_damping,matches,brier_1x2,log_loss_1x2,max_abs_match_delta,max_pair_sum_error,max_abs_rating_change,start_end_rank_correlation,max_reserve,reserve_added,trophy_added,ranking_score,pairwise_accuracy
1,2020/21,margin_favorite_damped_log_w0.25_c1.75_d2,FAVORITE_DAMPED_LOG,0.25,1.75,2.0,1456,0.5788107827083413,0.9736811186376966,109.3897660715971,9.094947017729282e-13,500.3890823688412,0.9414694433877391,0.0,0.0,0.0,0.3590284544292878,0.628068304081162
1,2020/21,margin_favorite_damped_log_w0.25_c2_d0.5,FAVORITE_DAMPED_LOG,0.25,2.0,0.5,1456,0.5788156632056691,0.9736833295756747,109.70196166521079,9.094947017729282e-13,503.82606756985524,0.9409682345368957,0.0,0.0,0.0,0.35931734370875856,0.6281861310087403
1,2020/21,margin_favorite_damped_log_w0.25_c2_d1,FAVORITE_DAMPED_LOG,0.25,2.0,1.0,1456,0.5788125945793513,0.973680496791568,109.57325589336443,9.094947017729282e-13,502.41388572941173,0.9411926967740539,0.0,0.0,0.0,0.35899154218535473,0.6279502050531266
1,2020/21,margin_favorite_damped_log_w0.25_c2_d2,FAVORITE_DAMPED_LOG,0.25,2.0,2.0,1456,0.5788107827083413,0.9736811186376966,109.3897660715971,9.094947017729282e-13,500.3890823688412,0.9414694433877391,0.0,0.0,0.0,0.3590284544292878,0.628068304081162
1,2020/21,margin_favorite_damped_log_w0.5_c1.25_d0.5,FAVORITE_DAMPED_LOG,0.5,1.25,0.5,1456,0.5789061243161333,0.9738044508779828,109.6817549438136,9.094947017729282e-13,503.76830395543834,0.9401307830576985,0.0,0.0,0.0,0.3591494229250555,0.6283038218860902
1,2020/21,margin_favorite_damped_log_w0.5_c1.25_d1,FAVORITE_DAMPED_LOG,0.5,1.25,1.0,1456,0.5788896643179781,0.9737797635535773,109.68514755876971,9.094947017729282e-13,503.62151661315124,0.9401298816029309,0.0,0.0,0.0,0.35902356688197895,0.6282253159511142
1,2020/21,margin_favorite_damped_log_w0.5_c1.25_d2,FAVORITE_DAMPED_LOG,0.5,1.25,2.0,1456,0.5788633231750393,0.9737427295519823,109.69256076767384,9.094947017729282e-13,503.1827253579261,0.9402001950748117,0.0,0.0,0.0,0.3583541044221735,0.6282253839762284
1,2020/21,margin_favorite_damped_log_w0.5_c1.5_d0.5,FAVORITE_DAMPED_LOG,0.5,1.5,0.5,1456,0.578724748125596,0.9735292583434271,130.52298409840816,9.094947017729282e-13,529.5286892729882,0.9354576415419203,0.0,0.0,0.0,0.36016212281341986,0.6286188660027084
1,2020/21,margin_favorite_damped_log_w0.5_c1.5_d1,FAVORITE_DAMPED_LOG,0.5,1.5,1.0,1456,0.5786557294738374,0.9734306805979664,130.35854753895825,9.094947017729282e-13,528.6390552081971,0.9357947856250416,0.0,0.0,0.0,0.3602603898455623,0.628540019942161
1,2020/21,margin_favorite_damped_log_w0.5_c1.5_d2,FAVORITE_DAMPED_LOG,0.5,1.5,2.0,1456,0.5785785373091953,0.973326987963956,130.10417059827162,9.094947017729282e-13,524.7697696665682,0.9363275453927549,0.0,0.0,0.0,0.3591408689811116,0.6283829400470946
1,2020/21,margin_favorite_damped_log_w0.5_c1.75_d0.5,FAVORITE_DAMPED_LOG,0.5,1.75,0.5,1456,0.5785723962291204,0.9733094021233061,135.16894323076264,4.547473508864641e-13,533.9434356857882,0.9344344903805761,0.0,0.0,0.0,0.361759522260287,0.6290510567957623
1,2020/21,margin_favorite_damped_log_w0.5_c1.75_d1,FAVORITE_DAMPED_LOG,0.5,1.75,1.0,1456,0.5785264157216845,0.9732484511838327,135.31799752213442,9.094947017729282e-13,530.8973676343801,0.9348194115663858,0.0,0.0,0.0,0.3613971046657564,0.6288151988652628
1,2020/21,margin_favorite_damped_log_w0.5_c1.75_d2,FAVORITE_DAMPED_LOG,0.5,1.75,2.0,1456,0.5784872299533831,0.9732000279105394,135.53318105584884,9.094947017729282e-13,526.504507510215,0.9355108273732148,0.0,0.0,0.0,0.3606025586320948,0.6287367609554011
1,2020/21,margin_favorite_damped_log_w0.5_c2_d0.5,FAVORITE_DAMPED_LOG,0.5,2.0,0.5,1456,0.5785463733367081,0.9732759080534238,135.16894323076264,9.094947017729282e-13,533.95589076845,0.9343804030945139,0.0,0.0,0.0,0.362183764268591,0.6292869827513761
1,2020/21,margin_favorite_damped_log_w0.5_c2_d1,FAVORITE_DAMPED_LOG,0.5,2.0,1.0,1456,0.5785150308858534,0.9732343273814505,135.31799752213442,9.094947017729282e-13,530.8977618738763,0.9348194115663858,0.0,0.0,0.0,0.36193516886049665,0.6290510567957623
1,2020/21,margin_favorite_damped_log_w0.5_c2_d2,FAVORITE_DAMPED_LOG,0.5,2.0,2.0,1456,0.5784824426816122,0.9731942643492608,135.53318105584884,9.094947017729282e-13,526.5046902406543,0.9355036157350732,0.0,0.0,0.0,0.3609737272443392,0.6288546559080935
1,2020/21,margin_favorite_damped_log_w0.75_c1.25_d0.5,FAVORITE_DAMPED_LOG,0.75,1.25,0.5,1456,0.5789060382237844,0.9738043366339584,109.6817549438136,9.094947017729282e-13,503.76834901314123,0.9401307830576985,0.0,0.0,0.0,0.3591494229250555,0.6283038218860902
1,2020/21,margin_favorite_damped_log_w0.75_c1.25_d1,FAVORITE_DAMPED_LOG,0.75,1.25,1.0,1456,0.5789060382237844,0.9738043366339584,109.6817549438136,9.094947017729282e-13,503.76834901314123,0.9401307830576985,0.0,0.0,0.0,0.3591494229250555,0.6283038218860902
1,2020/21,margin_favorite_damped_log_w0.75_c1.25_d2,FAVORITE_DAMPED_LOG,0.75,1.25,2.0,1456,0.5788944889887655,0.9737863812800475,109.68227697994834,4.547473508864641e-13,503.7580026503988,0.9400559623119792,0.0,0.0,0.0,0.35901313013131125,0.6282645689186022
1,2020/21,margin_favorite_damped_log_w0.75_c1.5_d0.5,FAVORITE_DAMPED_LOG,0.75,1.5,0.5,1456,0.5786870806175096,0.9734677287838202,132.8278535071853,4.547473508864641e-13,534.4226485164531,0.931863541383084,0.0,0.0,0.0,0.3605679909075199,0.6288154709657199
1,2020/21,margin_favorite_damped_log_w0.75_c1.5_d1,FAVORITE_DAMPED_LOG,0.75,1.5,1.0,1456,0.5786230000586635,0.9733811569478403,132.8236538234904,4.547473508864641e-13,534.3569711703688,0.9320591570676758,0.0,0.0,0.0,0.36029087371547036,0.6287762860233461
1,2020/21,margin_favorite_damped_log_w0.75_c1.5_d2,FAVORITE_DAMPED_LOG,0.75,1.5,2.0,1456,0.578559098332447,0.9732919668702505,132.7780998018144,9.094947017729282e-13,533.2549191484986,0.9324891509918708,0.0,0.0,0.0,0.35936996268407345,0.6287764220735745
1,2020/21,margin_favorite_damped_log_w0.75_c1.75_d0.5,FAVORITE_DAMPED_LOG,0.75,1.75,0.5,1456,0.5787020199107716,0.97348268636612,154.00541994482703,4.547473508864641e-13,556.8129751793972,0.9288535839137201,0.0,0.0,0.0,0.3618086773415082,0.629483451664159
1,2020/21,margin_favorite_damped_log_w0.75_c1.75_d1,FAVORITE_DAMPED_LOG,0.75,1.75,1.0,1456,0.5785815338646059,0.9733104576379388,153.7316222412569,9.094947017729282e-13,555.0336769204246,0.9294025698672519,0.0,0.0,0.0,0.36155512794531286,0.6290902417381361
1,2020/21,margin_favorite_damped_log_w0.75_c1.75_d2,FAVORITE_DAMPED_LOG,0.75,1.75,2.0,1456,0.5784395926332564,0.9731170120400054,153.29475346570834,9.094947017729282e-13,548.3380213081095,0.9300209678378969,0.0,0.0,0.0,0.36091144635395894,0.6290907859390502
1,2020/21,margin_favorite_damped_log_w0.75_c2_d0.5,FAVORITE_DAMPED_LOG,0.75,2.0,0.5,1456,0.5786037073376037,0.9733382999006617,160.90686576548995,9.094947017729282e-13,562.0621580988527,0.9282973863220465,0.0,0.0,0.0,0.36220917810120007,0.6295227726567613
1,2020/21,margin_favorite_damped_log_w0.75_c2_d1,FAVORITE_DAMPED_LOG,0.75,2.0,1.0,1456,0.5784812409612144,0.9731679604717128,160.46154279991305,9.094947017729282e-13,557.386050905357,0.9285074252829216,0.0,0.0,0.0,0.3632295781291966,0.6295225685814185
1,2020/21,margin_favorite_damped_log_w0.75_c2_d2,FAVORITE_DAMPED_LOG,0.75,2.0,2.0,1456,0.5783599847315227,0.9730047298112269,159.77335910002282,9.094947017729282e-13,550.7434059545128,0.9292898880212888,0.0,0.0,0.0,0.3608347381002136,0.6289726869110146
1,2020/21,margin_favorite_damped_log_w1_c1.25_d0.5,FAVORITE_DAMPED_LOG,1.0,1.25,0.5,1456,0.5789060382237844,0.9738043366339584,109.6817549438136,9.094947017729282e-13,503.76834901314123,0.9401307830576985,0.0,0.0,0.0,0.3591494229250555,0.6283038218860902
1,2020/21,margin_favorite_damped_log_w1_c1.25_d1,FAVORITE_DAMPED_LOG,1.0,1.25,1.0,1456,0.5789060382237844,0.9738043366339584,109.6817549438136,9.094947017729282e-13,503.76834901314123,0.9401307830576985,0.0,0.0,0.0,0.3591494229250555,0.6283038218860902
1,2020/21,margin_favorite_damped_log_w1_c1.25_d2,FAVORITE_DAMPED_LOG,1.0,1.25,2.0,1456,0.5789060382237844,0.9738043366339584,109.6817549438136,9.094947017729282e-13,503.76834901314123,0.9401307830576985,0.0,0.0,0.0,0.3591494229250555,0.6283038218860902
1,2020/21,margin_favorite_damped_log_w1_c1.5_d0.5,FAVORITE_DAMPED_LOG,1.0,1.5,0.5,1456,0.5787574196701027,0.9735646817279618,132.81481033653176,9.094947017729282e-13,534.6836944689594,0.931741844989444,0.0,0.0,0.0,0.3616991812696704,0.6291298348311953
1,2020/21,margin_favorite_damped_log_w1_c1.5_d1,FAVORITE_DAMPED_LOG,1.0,1.5,1.0,1456,0.5787213265749284,0.9735111164633324,132.82246354451894,9.094947017729282e-13,534.4018223223818,0.9318392021043559,0.0,0.0,0.0,0.3617238086703189,0.6293265078193211
1,2020/21,margin_favorite_damped_log_w1_c1.5_d2,FAVORITE_DAMPED_LOG,1.0,1.5,2.0,1456,0.5786544047533428,0.9734172901293668,132.83911824187456,9.094947017729282e-13,533.2591751832149,0.9319131213953078,0.0,0.0,0.0,0.3603182767457293,0.6288942490011529
1,2020/21,margin_favorite_damped_log_w1_c1.75_d0.5,FAVORITE_DAMPED_LOG,1.0,1.75,0.5,1456,0.5786986280673849,0.9734772547246213,154.65818750609827,4.547473508864641e-13,562.0365417009427,0.9257724115177072,0.0,0.0,0.0,0.36314377493964367,0.6299559838265291
1,2020/21,margin_favorite_damped_log_w1_c1.75_d1,FAVORITE_DAMPED_LOG,1.0,1.75,1.0,1456,0.5786183076125025,0.97336608991831,154.65818750609827,4.547473508864641e-13,561.3477626973925,0.9257940464321323,0.0,0.0,0.0,0.3631927207296973,0.6297986998561199
1,2020/21,margin_favorite_damped_log_w1_c1.75_d2,FAVORITE_DAMPED_LOG,1.0,1.75,2.0,1456,0.5785016565754258,0.9731992079439263,154.4191420364119,9.094947017729282e-13,559.791298476968,0.926544056798862,0.0,0.0,0.0,0.3622106023754545,0.6290516009966763
1,2020/21,margin_favorite_damped_log_w1_c2_d0.5,FAVORITE_DAMPED_LOG,1.0,2.0,0.5,1456,0.5788559190072429,0.9736982718664116,177.85942294960623,9.094947017729282e-13,583.1165103360127,0.9231699116033455,0.0,0.0,0.0,0.36324729736872075,0.6297198537955726
1,2020/21,margin_favorite_damped_log_w1_c2_d1,FAVORITE_DAMPED_LOG,1.0,2.0,1.0,1456,0.578676584445143,0.9734413793114365,177.46253811430847,4.547473508864641e-13,579.7234974716455,0.9234421509431922,0.0,0.0,0.0,0.3626533931855428,0.6291694279242547
1,2020/21,margin_favorite_damped_log_w1_c2_d2,FAVORITE_DAMPED_LOG,1.0,2.0,2.0,1456,0.5784579121805171,0.9731411682530726,176.81113326002873,9.094947017729282e-13,570.7923510922974,0.9240623518233726,0.0,0.0,0.0,0.360789513240709,0.6283045021372329
1,2020/21,margin_log_w0.125_c1.25,LOG,0.125,1.25,0.0,1456,0.5790464506495878,0.9740268897134546,97.27995488351112,4.547473508864641e-13,488.8542639019904,0.9437384050380503,0.0,0.0,0.0,0.359069401540521,0.6279107480102958
1,2020/21,margin_log_w0.125_c1.5,LOG,0.125,1.5,0.0,1456,0.5790457981277805,0.9740260698807884,97.27995488351112,4.547473508864641e-13,488.8542831874231,0.9437384050380503,0.0,0.0,0.0,0.359069401540521,0.6279107480102958
1,2020/21,margin_log_w0.125_c1.75,LOG,0.125,1.75,0.0,1456,0.5790457981277805,0.9740260698807884,97.27995488351112,4.547473508864641e-13,488.8542831874231,0.9437384050380503,0.0,0.0,0.0,0.359069401540521,0.6279107480102958
1,2020/21,margin_log_w0.125_c2,LOG,0.125,2.0,0.0,1456,0.5790457981277805,0.9740260698807884,97.27995488351112,4.547473508864641e-13,488.8542831874231,0.9437384050380503,0.0,0.0,0.0,0.359069401540521,0.6279107480102958
1,2020/21,margin_log_w0.25_c1.25,LOG,0.25,1.25,0.0,1456,0.5789514841891878,0.9738775441779323,107.48616268327785,9.094947017729282e-13,501.5103405614409,0.9411413138522948,0.0,0.0,0.0,0.3585912072760109,0.6279106799851815
1,2020/21,margin_log_w0.25_c1.5,LOG,0.25,1.5,0.0,1456,0.578825673247241,0.9736966182793568,109.87101872065195,4.547473508864641e-13,505.7294072333991,0.9408158886811535,0.0,0.0,0.0,0.3587386498302213,0.6280289150634454
1,2020/21,margin_log_w0.25_c1.75,LOG,0.25,1.75,0.0,1456,0.5788244185830101,0.9736950378824857,109.87101872065195,4.547473508864641e-13,505.72944520822875,0.9408158886811535,0.0,0.0,0.0,0.3591710292559965,0.6281074890235359
1,2020/21,margin_log_w0.25_c2,LOG,0.25,2.0,0.0,1456,0.5788244185830101,0.9736950378824857,109.87101872065195,4.547473508864641e-13,505.72944520822875,0.9408158886811535,0.0,0.0,0.0,0.3591710292559965,0.6281074890235359
1,2020/21,margin_log_w0.5_c1.25,LOG,0.5,1.25,0.0,1456,0.5789060382237844,0.9738043366339584,109.6817549438136,9.094947017729282e-13,503.76834901314123,0.9401307830576985,0.0,0.0,0.0,0.3591494229250555,0.6283038218860902
1,2020/21,margin_log_w0.5_c1.5,LOG,0.5,1.5,0.0,1456,0.57876887306828,0.973593945462873,130.59649652312626,9.094947017729282e-13,530.2330578827157,0.9354873895492547,0.0,0.0,0.0,0.3603338027324637,0.6288154709657199
1,2020/21,margin_log_w0.5_c1.75,LOG,0.5,1.75,0.0,1456,0.5786724124472633,0.9734506952127119,135.39608056751925,4.547473508864641e-13,538.2144053676088,0.9338611651483165,0.0,0.0,0.0,0.3618050826216926,0.6294835877143875
1,2020/21,margin_log_w0.5_c2,LOG,0.5,2.0,0.0,1456,0.5786072085077927,0.9733607832336479,135.4735134699935,9.094947017729282e-13,538.0944356048831,0.9337845414930614,0.0,0.0,0.0,0.36240236525214853,0.6298374766478081
1,2020/21,margin_log_w0.75_c1.25,LOG,0.75,1.25,0.0,1456,0.5789060382237844,0.9738043366339584,109.6817549438136,9.094947017729282e-13,503.76834901314123,0.9401307830576985,0.0,0.0,0.0,0.3591494229250555,0.6283038218860902
1,2020/21,margin_log_w0.75_c1.5,LOG,0.75,1.5,0.0,1456,0.5787572499997888,0.9735644559565222,132.81481033653176,9.094947017729282e-13,534.6839127358426,0.931741844989444,0.0,0.0,0.0,0.3616991812696704,0.6291298348311953
1,2020/21,margin_log_w0.75_c1.75,LOG,0.75,1.75,0.0,1456,0.5787855483972129,0.9736034432991194,154.12676607525293,9.094947017729282e-13,557.8244726007522,0.9286390376790064,0.0,0.0,0.0,0.3608800655494396,0.6294444027720137
1,2020/21,margin_log_w0.75_c2,LOG,0.75,2.0,0.0,1456,0.5787882127796878,0.9736016589927663,161.26713464846202,9.094947017729282e-13,568.0881062987089,0.9278439545738913,0.0,0.0,0.0,0.3625087446459275,0.6298768656655247
1,2020/21,margin_log_w1_c1.25,LOG,1.0,1.25,0.0,1456,0.5789060382237844,0.9738043366339584,109.6817549438136,9.094947017729282e-13,503.76834901314123,0.9401307830576985,0.0,0.0,0.0,0.3591494229250555,0.6283038218860902
1,2020/21,margin_log_w1_c1.5,LOG,1.0,1.5,0.0,1456,0.5787572499997888,0.9735644559565222,132.81481033653176,9.094947017729282e-13,534.6839127358426,0.931741844989444,0.0,0.0,0.0,0.3616991812696704,0.6291298348311953
1,2020/21,margin_log_w1_c1.75,LOG,1.0,1.75,0.0,1456,0.578844923345164,0.9736780495766839,154.65818750609827,9.094947017729282e-13,562.8183745341921,0.9252639910287221,0.0,0.0,0.0,0.3640193751614565,0.6301525207644264
1,2020/21,margin_log_w1_c2,LOG,1.0,2.0,0.0,1456,0.5789896827692551,0.9738902855667951,178.03386767419832,9.094947017729282e-13,586.6117615644634,0.9224875103441935,0.0,0.0,0.0,0.3636428750532138,0.6300736066787647
1,2020/21,margin_none,NONE,0.0,1.0,0.0,1456,0.5793457676897097,0.97447146324626,92.66612426482762,9.094947017729282e-13,471.46926628802817,0.9465157871773467,0.0,0.0,0.0,0.3569395830211434,0.6269279952956955
1,2020/21,margin_sqrt_w0.25_c1.25,SQRT,0.25,1.25,0.0,1456,0.5790019121978205,0.9739568906493844,101.56813797624878,4.547473508864641e-13,494.6667254087906,0.9430821459671619,0.0,0.0,0.0,0.3590055774570427,0.6277928530576031
1,2020/21,margin_sqrt_w0.25_c1.5,SQRT,0.25,1.5,0.0,1456,0.5789314961025518,0.9738595072913389,101.56813797624878,9.094947017729282e-13,494.66888029470374,0.942740494610202,0.0,0.0,0.0,0.35986599068470715,0.6280681000058193
1,2020/21,margin_sqrt_w0.25_c1.75,SQRT,0.25,1.75,0.0,1456,0.5789314961025518,0.9738595072913389,101.56813797624878,9.094947017729282e-13,494.66888029470374,0.942740494610202,0.0,0.0,0.0,0.35986599068470715,0.6280681000058193
1,2020/21,margin_sqrt_w0.25_c2,SQRT,0.25,2.0,0.0,1456,0.5789314961025518,0.9738595072913389,101.56813797624878,9.094947017729282e-13,494.66888029470374,0.942740494610202,0.0,0.0,0.0,0.35986599068470715,0.6280681000058193
1,2020/21,margin_sqrt_w0.5_c1.25,SQRT,0.5,1.25,0.0,1456,0.5789294819538754,0.9738424312055065,107.56993966396331,4.547473508864641e-13,502.5024096171171,0.9407852392190518,0.0,0.0,0.0,0.3588979545336568,0.6282252479259999
1,2020/21,margin_sqrt_w0.5_c1.5,SQRT,0.5,1.5,0.0,1456,0.5787880679117222,0.9736319853024104,120.8379021214867,9.094947017729282e-13,516.9673526767708,0.9388993958450149,0.0,0.0,0.0,0.3591769055450633,0.6286973719376844
1,2020/21,margin_sqrt_w0.5_c1.75,SQRT,0.5,1.75,0.0,1456,0.578674561615501,0.9734735515809441,120.8379021214867,4.547473508864641e-13,516.9367387711543,0.9387434441702021,0.0,0.0,0.0,0.3612379675580116,0.6290509207455337
1,2020/21,margin_sqrt_w0.5_c2,SQRT,0.5,2.0,0.0,1456,0.5786655096218799,0.9734621515156844,120.8379021214867,4.547473508864641e-13,516.9380780979393,0.9387668819941621,0.0,0.0,0.0,0.36157317714019066,0.6291688837233407
1,2020/21,margin_sqrt_w0.75_c1.25,SQRT,0.75,1.25,0.0,1456,0.5789060382237844,0.9738043366339584,109.6817549438136,9.094947017729282e-13,503.76834901314123,0.9401307830576985,0.0,0.0,0.0,0.3591494229250555,0.6283038218860902
1,2020/21,margin_sqrt_w0.75_c1.5,SQRT,0.75,1.5,0.0,1456,0.578780528734972,0.9736137949370535,130.49546294750328,9.094947017729282e-13,529.2090901228319,0.9358876354661154,0.0,0.0,0.0,0.3599520743389835,0.6285401559923894
1,2020/21,margin_sqrt_w0.75_c1.75,SQRT,0.75,1.75,0.0,1456,0.5786977659557678,0.9734872121894863,139.7616456397857,9.094947017729282e-13,538.448370266083,0.934486774757103,0.0,0.0,0.0,0.3620845475132657,0.6293261676937498
1,2020/21,margin_sqrt_w0.75_c2,SQRT,0.75,2.0,0.0,1456,0.5785802320551582,0.9733213465317364,139.7616456397857,4.547473508864641e-13,538.5588152277362,0.933914350979611,0.0,0.0,0.0,0.3637952313348709,0.6299156424572129
1,2020/21,margin_sqrt_w1_c1.25,SQRT,1.0,1.25,0.0,1456,0.5789060382237844,0.9738043366339584,109.6817549438136,9.094947017729282e-13,503.76834901314123,0.9401307830576985,0.0,0.0,0.0,0.3591494229250555,0.6283038218860902
1,2020/21,margin_sqrt_w1_c1.5,SQRT,1.0,1.5,0.0,1456,0.5787561655720243,0.9735699456771949,130.78590802551844,9.094947017729282e-13,532.1800052410651,0.9341117695737381,0.0,0.0,0.0,0.3615956786604005,0.6293264397942068
1,2020/21,margin_sqrt_w1_c1.75,SQRT,1.0,1.75,0.0,1456,0.5787748148181011,0.973594708612088,152.16409256222286,9.094947017729282e-13,553.6591278768174,0.9308286713097595,0.0,0.0,0.0,0.3619660619649874,0.629483451664159
1,2020/21,margin_sqrt_w1_c2,SQRT,1.0,2.0,0.0,1456,0.5787247926416255,0.9735137525772369,158.34143913145468,9.094947017729282e-13,559.1837828054709,0.9305483188770037,0.0,0.0,0.0,0.36361621912582054,0.6301517724881694
1,2020/21,margin_sqrt_w1.5_c1.25,SQRT,1.5,1.25,0.0,1456,0.5789060382237844,0.9738043366339584,109.6817549438136,9.094947017729282e-13,503.76834901314123,0.9401307830576985,0.0,0.0,0.0,0.3591494229250555,0.6283038218860902
1,2020/21,margin_sqrt_w1.5_c1.5,SQRT,1.5,1.5,0.0,1456,0.5787572499997888,0.9735644559565222,132.81481033653176,9.094947017729282e-13,534.6839127358426,0.931741844989444,0.0,0.0,0.0,0.3616991812696704,0.6291298348311953
