team_id,team_name,country,country_code,domestic_league
1,Arsenal,England,ENG,Premier League
2,Como,Italy,ITA,Serie A
3,Galatasaray,Turkey,TUR,Super Lig
4,Sporting CP,Portugal,POR,Primeira Liga
5,Shakhtar Donetsk,Ukraine,UKR,Ukrainian Premier League
6,Slavia Praha,Czechia,CZE,Czech First League
7,Benfica,Portugal,POR,Primeira Liga
8,AZ Alkmaar,Netherlands,NED,Eredivisie
9,Omonia Nicosia,Cyprus,CYP,Cypriot First Division
10,Pafos,Cyprus,CYP,Cypriot First Division
