competition,matches,model_brier,baseline_brier,brier_difference,log_loss_difference
UCL,1384,0.16075459474927145,0.1653243971733391,-0.004569802424067654,-0.01060930046735431
UECL,2073,0.16679167426594715,0.16942231463797994,-0.002630640372032783,-0.0062845952089107815
UEL,1427,0.16911248063048107,0.17439438089926382,-0.005281900268782752,-0.010636617696920814
