power_carry,matches,brier,log_loss,carried_clubs,trophy_bonus_total,mean_reserve,max_reserve,mean_rating_change,rating_change_std,max_abs_rating_change,start_end_rank_correlation
0.85,6340,0.16129914645971125,0.6159545030541498,1146,0.0,0.0,0.0,-25.03622662277632,127.76673220106083,506.3378533270459,0.9079742727110884
0.9,6340,0.16133760549853052,0.6160244183661903,1146,0.0,0.0,0.0,-28.121299068066083,130.60547560688696,524.0660739526552,0.9028078167866452
0.75,6340,0.16134656628761795,0.6161143434462127,1146,0.0,0.0,0.0,-19.747939429885648,123.05341569557467,475.47174151175454,0.9167934924018678
1.0,6340,0.1615992453967802,0.6166250857126259,1146,0.0,0.0,0.0,-35.37638088932441,137.57064459530346,565.2982603387491,0.8884669986807688
0.5,6340,0.16187739763522468,0.6174798411384222,1146,0.0,0.0,0.0,-10.28031405799282,115.09677284531797,475.01845433796007,0.9286396980488845
0.25,6340,0.1626878922670263,0.6194798106604835,1146,0.0,0.0,0.0,-4.181745247391479,110.47153696315503,475.01845433796007,0.9344342748232806
0.0,6340,0.16365366165641396,0.6218224943700301,1146,0.0,0.0,0.0,4.216029330026928e-15,107.88739302150175,475.01845433796007,0.937453785979035
