variance_penalty,candidates,best_relative_loss_score,minimum_brier,minimum_log_loss
0.0,22,-0.00038179479459438115,0.5690563279437865,0.9599555691836373
0.25,22,-0.0003632109512753945,0.5690661022483113,0.9599747735507311
0.5,140,-0.00032871361069780614,0.5690869728853549,0.9600058235685783
0.75,22,-0.0002842911410803617,0.5691144165213837,0.9600448481465294
