metric,method,matches,clusters,mean_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
brier_1x2,tie_or_match,4884,1612,-1.0503935474832483e-05,-0.0003286436284484372,0.0003758191866718077,False,False
brier_1x2,team_season,4884,1413,-1.0503935474832483e-05,-0.00025687712560115407,0.0002294197593305989,False,False
brier_1x2,calendar_month,4884,65,-1.0503935474832483e-05,-0.0003808675602290075,0.0003942443489537897,False,False
brier_1x2,conservative_envelope,4884,,-1.0503935474832483e-05,-0.0003808675602290075,0.0003942443489537897,False,False
log_loss_1x2,tie_or_match,4884,1612,-3.227727371845606e-05,-0.00044870835135064983,0.0004851122118135505,False,False
log_loss_1x2,team_season,4884,1413,-3.227727371845606e-05,-0.0003621153775653831,0.0003003097074359464,False,False
log_loss_1x2,calendar_month,4884,65,-3.227727371845606e-05,-0.0005338949904668214,0.0005085389912137949,False,False
log_loss_1x2,conservative_envelope,4884,,-3.227727371845606e-05,-0.0005338949904668214,0.0005085389912137949,False,False
