metric,seasons,mean_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
same_season_spearman,6,-0.002020873747918502,-0.003998359007183298,-0.0005303583043087349,False,True
same_season_pairwise_accuracy,6,-0.0013294371069386135,-0.0021828244432535756,-0.0004917151035682318,False,True
forward_spearman,6,0.00029310550223142956,-0.0011229321528859748,0.0016228793070824181,False,False
forward_pairwise_accuracy,6,-4.756344613452793e-05,-0.0006780430959525593,0.0005205363166906896,False,False
