season,team_id,club_id,uefa_team_id,team_name,uefa_team_name,country,country_code,identity_method,identity_source,identity_verified
2026/27,AO-UEFA-2609552,AO-UEFA-2609552,2609552,FC Ballkani,Ballkani,Kosovo,KOS,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2608290,AO-UEFA-2608290,2608290,FC Drita,Drita,Kosovo,KOS,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2608311,AO-UEFA-2608311,2608311,KF Dukagjini,Dukagjini,Kosovo,KOS,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2611789,AO-UEFA-2611789,2611789,KF Malisheva,Malisheva,Kosovo,KOS,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-79556,AO-UEFA-79556,79556,FK Auda,Auda,Latvia,LAT,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2606320,AO-UEFA-2606320,2606320,FK Liepaja,Liepāja,Latvia,LAT,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2609104,AO-UEFA-2609104,2609104,RFS Riga,RFS,Latvia,LAT,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-2607924,AO-UEFA-2607924,2607924,Riga FC,Riga,Latvia,LAT,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-57482,AO-UEFA-57482,57482,FC Vaduz,Vaduz,Liechtenstein,LIE,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2607108,AO-UEFA-2607108,2607108,FC Hegelmann,Hegelmann,Lithuania,LIT,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2608927,AO-UEFA-2608927,2608927,FK Panevezys,Panevėžys,Lithuania,LIT,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2605907,AO-UEFA-2605907,2605907,Kauno Zalgiris,Kauno Žalgiris,Lithuania,LIT,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2602334,AO-UEFA-2602334,2602334,Zalgiris Vilnius,Žalgiris,Lithuania,LIT,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-2605351,AO-UEFA-2605351,2605351,Atert Bissen,Atert Bissen,Luxembourg,LUX,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52309,AO-UEFA-52309,52309,Differdange 03,Differdange,Luxembourg,LUX,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-2603092,AO-UEFA-2603092,2603092,UNA Strassen,UNA Strassen,Luxembourg,LUX,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2603085,AO-UEFA-2603085,2603085,US Mondorf-les-Bains,Mondorf,Luxembourg,LUX,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50092,AO-UEFA-50092,50092,Floriana,Floriana,Malta,MLT,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50060,AO-UEFA-50060,50060,Hamrun Spartans,Hamrun Spartans ,Malta,MLT,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-79948,AO-UEFA-79948,79948,Marsaxlokk,Marsaxlokk,Malta,MLT,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52641,AO-UEFA-52641,52641,Valletta FC,Valletta,Malta,MLT,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2600714,AO-UEFA-2600714,2600714,Milsami Orhei,Milsami,Moldova,MOL,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-2607112,AO-UEFA-2607112,2607112,Petrocub Hîncesti,Petrocub,Moldova,MOL,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-69606,AO-UEFA-69606,69606,Sheriff Tiraspol,Sheriff,Moldova,MOL,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-59036,AO-UEFA-59036,59036,Zimbru Chisinau,Zimbru,Moldova,MOL,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-2600105,AO-UEFA-2600105,2600105,Decic Tuzi,Dečić,Montenegro,MON,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-89562,AO-UEFA-89562,89562,Mornar Bar,Mornar,Montenegro,MON,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-2600104,AO-UEFA-2600104,2600104,OFK Petrovac,Petrovac,Montenegro,MON,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-73936,AO-UEFA-73936,73936,Sutjeska Niksic,Sutjeska,Montenegro,MON,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-52327,AO-UEFA-52327,52327,AZ Alkmaar,AZ Alkmaar,Netherlands,NED,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50143,AO-UEFA-50143,50143,Ajax,Ajax,Netherlands,NED,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52818,AO-UEFA-52818,52818,FC Twente Enschede,Twente,Netherlands,NED,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-52749,AO-UEFA-52749,52749,Feyenoord,Feyenoord,Netherlands,NED,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52330,AO-UEFA-52330,52330,NEC Nijmegen,N.E.C.,Netherlands,NED,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50062,AO-UEFA-50062,50062,PSV Eindhoven,PSV,Netherlands,NED,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-75807,AO-UEFA-75807,75807,Shkendija Tetovo,Shkëndija,North Macedonia,MAC,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-59871,AO-UEFA-59871,59871,Sileks Kratovo,Sileks,North Macedonia,MAC,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-53080,AO-UEFA-53080,53080,Vardar Skopje,Vardar,North Macedonia,MAC,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-52377,AO-UEFA-52377,52377,Coleraine,Coleraine,Northern Ireland,NIR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50056,AO-UEFA-50056,50056,Glentoran,Glentoran,Northern Ireland,NIR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-85009,AO-UEFA-85009,85009,Larne FC,Larne,Northern Ireland,NIR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50134,AO-UEFA-50134,50134,Linfield Belfast,Linfield,Northern Ireland,NIR,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-59333,AO-UEFA-59333,59333,Bodø/Glimt,Bodø/Glimt,Norway,NOR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52314,AO-UEFA-52314,52314,Lillestrøm SK,Lillestrøm,Norway,NOR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52770,AO-UEFA-52770,52770,SK Brann Bergen,Brann,Norway,NOR,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-53001,AO-UEFA-53001,53001,Tromsø IL,Tromsø,Norway,NOR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52319,AO-UEFA-52319,52319,Viking Stavanger,Viking,Norway,NOR,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-50145,AO-UEFA-50145,50145,GKS Katowice,Katowice,Poland,POL,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50063,AO-UEFA-50063,50063,Górnik Zabrze,Górnik Zabrze,Poland,POL,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2600277,AO-UEFA-2600277,2600277,Jagiellonia Bialystok,Jagiellonia,Poland,POL,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-64227,AO-UEFA-64227,64227,Lech Poznan,Lech Poznań,Poland,POL,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-60566,AO-UEFA-60566,60566,Raków Czestochowa,Raków,Poland,POL,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50147,AO-UEFA-50147,50147,Benfica,Benfica,Portugal,POR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50064,AO-UEFA-50064,50064,FC Porto,Porto,Portugal,POR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52336,AO-UEFA-52336,52336,Sporting Braga,Braga,Portugal,POR,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-50149,AO-UEFA-50149,50149,Sporting CP Lisbon,Sporting CP,Portugal,POR,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-2603107,AO-UEFA-2603107,2603107,União Torreense,Torreense,Portugal,POR,VERIFIED_UEFA_ID_OVERRIDE,https://www.uefa.com/uefaeuropaleague/clubs/2603107--torreense/,True
2026/27,AO-UEFA-88131,AO-UEFA-88131,88131,CFR Cluj,CFR Cluj,Romania,ROM,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50065,AO-UEFA-50065,50065,FCSB,FCSB,Romania,ROM,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-53025,AO-UEFA-53025,53025,Universitatea Cluj,U. Cluj,Romania,ROM,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-2606501,AO-UEFA-2606501,2606501,Universitatea Craiova,U. Craiova,Romania,ROM,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-64516,AO-UEFA-64516,64516,AC Virtus,Virtus,San Marino,SMA,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-64508,AO-UEFA-64508,64508,La Fiorita,La Fiorita,San Marino,SMA,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-64514,AO-UEFA-64514,64514,Tre Fiori,Tre Fiori,San Marino,SMA,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50050,AO-UEFA-50050,50050,Celtic,Celtic,Scotland,SCO,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50121,AO-UEFA-50121,50121,Glasgow Rangers,Rangers,Scotland,SCO,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-50120,AO-UEFA-50120,50120,Hearts FC,Hearts,Scotland,SCO,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-52821,AO-UEFA-52821,52821,Hibernian,Hibernian,Scotland,SCO,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-53035,AO-UEFA-53035,53035,Motherwell,Motherwell,Scotland,SCO,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50162,AO-UEFA-50162,50162,Partizan Belgrade,Partizan,Serbia,SRB,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-50069,AO-UEFA-50069,50069,Red Star Belgrade,Crvena Zvezda,Serbia,SRB,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-52810,AO-UEFA-52810,52810,Vojvodina Novi Sad,Vojvodina,Serbia,SRB,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-77924,AO-UEFA-77924,77924,Zeleznicar Pancevo,Ž. Pančevo,Serbia,SRB,VERIFIED_UEFA_ID_OVERRIDE,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50156,AO-UEFA-50156,50156,DAC Dunajska Streda,DAC 1904,Slovakia,SVK,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-61601,AO-UEFA-61601,61601,MSK Zilina,Žilina,Slovakia,SVK,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52797,AO-UEFA-52797,52797,Slovan Bratislava,S. Bratislava,Slovakia,SVK,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52904,AO-UEFA-52904,52904,Spartak Trnava,Spartak Trnava,Slovakia,SVK,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-77916,AO-UEFA-77916,77916,NK Aluminij,Aluminij,Slovenia,SLO,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2607248,AO-UEFA-2607248,2607248,NK Bravo,Bravo,Slovenia,SLO,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-59030,AO-UEFA-59030,59030,NK Celje,Celje,Slovenia,SLO,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-69617,AO-UEFA-69617,69617,NK Koper,Koper,Slovenia,SLO,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-50124,AO-UEFA-50124,50124,Atlético Madrid,Atleti,Spain,ESP,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-53043,AO-UEFA-53043,53043,Celta de Vigo,Celta,Spain,ESP,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-50080,AO-UEFA-50080,50080,FC Barcelona,Barcelona,Spain,ESP,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-87960,AO-UEFA-87960,87960,Getafe,Getafe,Spain,ESP,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52265,AO-UEFA-52265,52265,Real Betis,Real Betis,Spain,ESP,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50051,AO-UEFA-50051,50051,Real Madrid,Real Madrid,Spain,ESP,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50123,AO-UEFA-50123,50123,Real Sociedad,Real Sociedad,Spain,ESP,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-70691,AO-UEFA-70691,70691,Villarreal,Villarreal,Spain,ESP,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-91862,AO-UEFA-91862,91862,GAIS Göteborg,GAIS,Sweden,SWE,VERIFIED_UEFA_ID_OVERRIDE,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52343,AO-UEFA-52343,52343,Hammarby IF,Hammarby,Sweden,SWE,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50066,AO-UEFA-50066,50066,IFK Göteborg,IFK Göteborg,Sweden,SWE,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-74233,AO-UEFA-74233,74233,Mjällby AIF,Mjällby,Sweden,SWE,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-8538,AO-UEFA-8538,8538,FC Lugano,Lugano,Switzerland,SUI,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-51151,AO-UEFA-51151,51151,FC Sankt Gallen,St. Gallen,Switzerland,SUI,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-52824,AO-UEFA-52824,52824,FC Sion,Sion,Switzerland,SUI,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-80409,AO-UEFA-80409,80409,FC Thun,Thun,Switzerland,SUI,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50157,AO-UEFA-50157,50157,Besiktas,Beşiktaş,Türkiye,TUR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52692,AO-UEFA-52692,52692,Fenerbahçe,Fenerbahçe,Türkiye,TUR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-50067,AO-UEFA-50067,50067,Galatasaray,Galatasaray,Türkiye,TUR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2600288,AO-UEFA-2600288,2600288,Istanbul Basaksehir,Başakşehir,Türkiye,TUR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52731,AO-UEFA-52731,52731,Trabzonspor,Trabzonspor,Türkiye,TUR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-52723,AO-UEFA-52723,52723,Dynamo Kyiv,Dynamo Kyiv,Ukraine,UKR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2612107,AO-UEFA-2612107,2612107,LNZ Cherkasy,LNZ Cherkasy,Ukraine,UKR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2613172,AO-UEFA-2613172,2613172,Polissya Zhytomyr,Polissya,Ukraine,UKR,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-52707,AO-UEFA-52707,52707,Shakhtar Donetsk,Shakhtar,Ukraine,UKR,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-53071,AO-UEFA-53071,53071,Caernarfon Town,Caernarfon,Wales,WAL,HISTORICAL_UEFA_REGISTRY_EXACT,/Users/buycell/Desktop/Akil Oyunu Elo/data/club_identity/club_registry.csv,True
2026/27,AO-UEFA-64275,AO-UEFA-64275,64275,Connah's Quay,Connah's Quay,Wales,WAL,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-2606314,AO-UEFA-2606314,2606314,Penybont,Penybont,Wales,WAL,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
2026/27,AO-UEFA-60457,AO-UEFA-60457,60457,The New Saints,The New Saints,Wales,WAL,CURRENT_UEFA_FIXTURE_EXACT,UEFA_2026_27_MATCH_FEED,True
