arm,teams,spearman_vs_realized,pairwise_accuracy_vs_realized,opta_spearman_vs_realized,spearman_difference_vs_opta,ci_95_lower,ci_95_upper,opta_reliably_better
BASELINE,236,0.4166196469150405,0.6440524485656332,0.4866178392787856,-0.06954542618755352,-0.11934630296371883,-0.02189727345901798,True
BOOST_BLIND,236,0.41337157155834603,0.6417705013039698,0.4866178392787856,-0.07272197276312102,-0.12052737119283212,-0.02720805030769024,True
BOOST_DOMESTIC_FORM,236,0.4166196469150405,0.6440524485656332,0.4866178392787856,-0.06954542618755352,-0.11934630296371883,-0.02189727345901798,True
