model,matches,brier_1x2,log_loss_1x2,accuracy_1x2,delta_brier_1x2_vs_ao,delta_log_loss_1x2_vs_ao,delta_accuracy_1x2_vs_ao,delta_brier_1x2_vs_current_ml,delta_log_loss_1x2_vs_current_ml,delta_accuracy_1x2_vs_current_ml
CURRENT_AO,4884,0.5692874200821828,0.960299027153101,0.5542588042588042,0.0,0.0,0.0,0.003743537522128193,0.005157195138358106,-0.002866502866502918
CURRENT_ML_BLEND,4884,0.5655438825600546,0.9551418320147429,0.5571253071253072,-0.003743537522128193,-0.005157195138358106,0.002866502866502918,0.0,0.0,0.0
AO_POISSON_BLEND,4884,0.5667415616520065,0.9567940242461811,0.5567158067158067,-0.0025458584301762954,-0.0035050029069199073,0.002457002457002422,0.0011976790919518976,0.0016521922314381987,-0.00040950040950049615
AO_POISSON_RHO0_CONTROL,4884,0.5666474657316769,0.956597602617364,0.5565110565110565,-0.002639954350505902,-0.0037014245357369635,0.0022522522522522292,0.001103583171622291,0.0014557706026211426,-0.0006142506142506887
ML_POISSON_ENSEMBLE,4884,0.5648373058504988,0.9538700581174241,0.5556920556920557,-0.004450114231683955,-0.0064289690356769125,0.001433251433251459,-0.0007065767095557618,-0.0012717738973188064,-0.001433251433251459
