baseline_model,candidate_model,scope,metric,method,matches,clusters,mean_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
CURRENT_AO,ML_POISSON_ENSEMBLE,competition:UEL,brier_1x2,calendar_month,1427,57,-0.0006068224185207377,-0.003888013244295001,0.002720699855609012,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,competition:UEL,brier_1x2,conservative_envelope,1427,,-0.0006068224185207377,-0.00421357591020153,0.0032167885470884765,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,competition:UEL,log_loss_1x2,tie_or_match,1427,1155,6.675865021799556e-06,-0.005762193608275201,0.005768104921706693,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,competition:UEL,log_loss_1x2,team_season,1427,538,6.675865021799556e-06,-0.004282908166978562,0.004246298545610132,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,competition:UEL,log_loss_1x2,calendar_month,1427,57,6.675865021799556e-06,-0.005327289392235482,0.0056822691061844816,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,competition:UEL,log_loss_1x2,conservative_envelope,1427,,6.675865021799556e-06,-0.005762193608275201,0.005768104921706693,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:BOTH,brier_1x2,tie_or_match,1317,1028,-0.0014992028907940109,-0.0058255811161480875,0.002728288190416588,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:BOTH,brier_1x2,team_season,1317,441,-0.0014992028907940109,-0.004606799775972844,0.001431114765376717,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:BOTH,brier_1x2,calendar_month,1317,61,-0.0014992028907940109,-0.005057568382623311,0.001815111585050655,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:BOTH,brier_1x2,conservative_envelope,1317,,-0.0014992028907940109,-0.0058255811161480875,0.002728288190416588,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:BOTH,log_loss_1x2,tie_or_match,1317,1028,-0.0022890527255621657,-0.009039347582895015,0.0048482175232903175,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:BOTH,log_loss_1x2,team_season,1317,441,-0.0022890527255621657,-0.00704593906750161,0.002576040352226477,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:BOTH,log_loss_1x2,calendar_month,1317,61,-0.0022890527255621657,-0.008480725005248133,0.0033359040056633515,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:BOTH,log_loss_1x2,conservative_envelope,1317,,-0.0022890527255621657,-0.009039347582895015,0.0048482175232903175,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:NONE,brier_1x2,tie_or_match,1587,989,-0.0015802269373394336,-0.003680258558837182,0.0005034721332301182,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:NONE,brier_1x2,team_season,1587,880,-0.0015802269373394336,-0.0031223942011574446,-7.7084307627661e-05,True,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:NONE,brier_1x2,calendar_month,1587,58,-0.0015802269373394336,-0.003975921946972346,0.000369632669843149,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:NONE,brier_1x2,conservative_envelope,1587,,-0.0015802269373394336,-0.003975921946972346,0.0005034721332301182,False,False
CURRENT_AO,ML_POISSON_ENSEMBLE,coverage:NONE,log_loss_1x2,tie_or_match,1587,989,-0.002087363703891292,-0.005554275318916247,0.001116800491370502,False,False
