candidate_key,reserve_base,uel_multiplier,uecl_multiplier,stage_profile,reserve_decay,reserve_cap,matches,brier_1x2,log_loss_1x2,max_abs_match_delta,max_pair_sum_error,max_abs_rating_change,start_end_rank_correlation,max_reserve,reserve_added,trophy_added,ranking_score,pairwise_accuracy
reserve_b74.2721_uel0.5_uecl0.45_gentle_ascending_d1,74.27213309566253,0.5,0.45,GENTLE_ASCENDING,1.0,297.0885323826501,6340,0.5809378776167967,0.9779965282328287,96.55594177838955,9.094947017729282e-13,551.9630204563036,0.940260592544248,297.0885323826501,23787.670679997507,364.23175116199354,0.3023262290815831,0.6046312188207505
reserve_b74.2721_uel0.5_uecl0.45_knockout_ascending_d0.25,74.27213309566253,0.5,0.45,KNOCKOUT_ASCENDING,0.25,297.0885323826501,6340,0.5761335397801682,0.9706092884142014,95.01579057684327,9.094947017729282e-13,518.3463015477425,0.9354560758998712,207.23008735736008,15017.352898816509,500.3006628774546,0.3069855572189363,0.6060440534252399
reserve_b74.2721_uel0.5_uecl0.45_knockout_ascending_d0.5,74.27213309566253,0.5,0.45,KNOCKOUT_ASCENDING,0.5,297.0885323826501,6340,0.5762286793912484,0.9707585187739475,95.12621660906055,9.094947017729282e-13,518.3463015477425,0.9360536094350361,259.4516384466321,14998.032168803582,497.96782892817123,0.3069077391677556,0.6060701739324785
reserve_b74.2721_uel0.5_uecl0.45_knockout_ascending_d0.75,74.27213309566253,0.5,0.45,KNOCKOUT_ASCENDING,0.75,297.0885323826501,6340,0.5766971073481708,0.9715012958066213,95.4739469502681,9.094947017729282e-13,518.3463015477425,0.9379361210426869,297.0885323826501,14958.263755958018,460.00640752415035,0.3067058393504466,0.6058622218873317
reserve_b74.2721_uel0.5_uecl0.45_knockout_ascending_d1,74.27213309566253,0.5,0.45,KNOCKOUT_ASCENDING,1.0,297.0885323826501,6340,0.5782799747643543,0.9740581339850652,96.08362808792944,9.094947017729282e-13,557.8254456894688,0.9409659345007718,297.0885323826501,14608.620547284481,378.7454633599356,0.30526022888681564,0.6054075151709235
reserve_b74.2721_uel0.5_uecl0.45_late_balanced_d0.25,74.27213309566253,0.5,0.45,LATE_BALANCED,0.25,297.0885323826501,6340,0.5756264082543252,0.9699110425544679,94.97781887480296,9.094947017729282e-13,512.0873430632041,0.9370651082092962,202.3373352694915,6924.224308257216,500.2437162231653,0.3079029274925804,0.6064312024973034
reserve_b74.2721_uel0.5_uecl0.45_late_balanced_d0.5,74.27213309566253,0.5,0.45,LATE_BALANCED,0.5,297.0885323826501,6340,0.5755887090222123,0.9698822481970345,95.16422250288849,9.094947017729282e-13,512.0873430632041,0.9371091271374353,253.3681808134028,6914.270157154157,497.7799281869693,0.3079294573278778,0.6064713257929195
reserve_b74.2721_uel0.5_uecl0.45_late_balanced_d0.75,74.27213309566253,0.5,0.45,LATE_BALANCED,0.75,297.0885323826501,6340,0.5757073044794424,0.970136148678514,95.42380676011949,9.094947017729282e-13,512.0873430632041,0.9376579588797652,297.0885323826501,6896.576339515105,459.68659393185527,0.30811031656779686,0.6065713580291939
reserve_b74.2721_uel0.5_uecl0.45_late_balanced_d1,74.27213309566253,0.5,0.45,LATE_BALANCED,1.0,297.0885323826501,6340,0.576365548796014,0.9713563393898283,96.23279309939402,9.094947017729282e-13,554.9383548776864,0.9383669445946865,297.0885323826501,6591.391543019487,384.03148907433547,0.3080652502674747,0.6065780415427467
reserve_b74.2721_uel0.5_uecl0.45_late_strict_d0.25,74.27213309566253,0.5,0.45,LATE_STRICT,0.25,297.0885323826501,6340,0.5756154816732797,0.9698975394659709,94.9584820589952,9.094947017729282e-13,499.1431382240587,0.9370529327610875,181.952604702195,4969.512395237826,500.75677913946004,0.3078432482029949,0.6063444647903057
reserve_b74.2721_uel0.5_uecl0.45_late_strict_d0.5,74.27213309566253,0.5,0.45,LATE_STRICT,0.5,297.0885323826501,6340,0.5755432635422226,0.9698138145507749,95.05346465055128,9.094947017729282e-13,499.1431382240587,0.9370688545010527,227.8322482678185,4964.671564371253,498.4038538026649,0.30780603544825275,0.6063777458694882
reserve_b74.2721_uel0.5_uecl0.45_late_strict_d0.75,74.27213309566253,0.5,0.45,LATE_STRICT,0.75,297.0885323826501,6340,0.5755597528303095,0.9699037212588083,95.21205511042346,9.094947017729282e-13,499.1431382240587,0.9374846928860262,297.0885323826501,4956.1066139018,494.48238461367606,0.30780561460018874,0.6063711236947884
reserve_b74.2721_uel0.5_uecl0.45_late_strict_d1,74.27213309566253,0.5,0.45,LATE_STRICT,1.0,297.0885323826501,6340,0.5759155903320828,0.9706394776347983,95.89831301305523,9.094947017729282e-13,534.0723656030782,0.9380016811484259,297.0885323826501,4767.863155873848,421.2157368397854,0.30800504012652463,0.6064174859561774
