fold,test_season,candidate_key,reserve_base,uel_multiplier,uecl_multiplier,stage_profile,reserve_decay,reserve_cap,matches,brier_1x2,log_loss_1x2,max_abs_match_delta,max_pair_sum_error,max_abs_rating_change,start_end_rank_correlation,max_reserve,reserve_added,trophy_added,ranking_score,pairwise_accuracy
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_knockout_ascending_d0.5,74.27213309566253,0.5,0.25,KNOCKOUT_ASCENDING,0.5,297.0885323826501,1456,0.5798357350648707,0.975139222546451,92.73970559335359,4.547473508864641e-13,515.3262159609401,0.9443468870062508,171.57055179795083,3619.871749477442,98.55548913371427,0.3580443920635571,0.6268100323178887
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_knockout_ascending_d0.75,74.27213309566253,0.5,0.25,KNOCKOUT_ASCENDING,0.75,297.0885323826501,1456,0.5799271120019047,0.9752556867565544,92.73970559335359,4.547473508864641e-13,515.3262159609401,0.944147665502588,171.57055179795083,3621.5776089565425,98.40846646698928,0.3580443920635571,0.6268100323178887
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_knockout_ascending_d1,74.27213309566253,0.5,0.25,KNOCKOUT_ASCENDING,1.0,297.0885323826501,1456,0.5800347494195288,0.9753949926302184,92.73970559335359,4.547473508864641e-13,515.3262159609401,0.9440971840355966,171.57055179795083,3623.2729212881145,98.26106168306694,0.3580443920635571,0.6268100323178887
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_late_balanced_d0.25,74.27213309566253,0.5,0.25,LATE_BALANCED,0.25,297.0885323826501,1456,0.5794721890293377,0.9746320941628477,92.66612426482762,9.094947017729282e-13,509.38546287560393,0.9459857317739367,169.29855989168408,1515.5356670619035,98.88183165957732,0.357130079057738,0.6270460943237309
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_late_balanced_d0.5,74.27213309566253,0.5,0.25,LATE_BALANCED,0.5,297.0885323826501,1456,0.5795657244927164,0.9747548805660036,92.66612426482762,9.094947017729282e-13,509.38546287560393,0.9461218514438602,169.29855989168408,1518.056508172042,98.75595089592693,0.357130079057738,0.6270460943237309
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_late_balanced_d0.75,74.27213309566253,0.5,0.25,LATE_BALANCED,0.75,297.0885323826501,1456,0.5796740961634874,0.9748981607244159,92.66612426482762,9.094947017729282e-13,509.38546287560393,0.9460921034365258,169.29855989168408,1520.5626346515078,98.6296139096292,0.357130079057738,0.6270460943237309
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_late_balanced_d1,74.27213309566253,0.5,0.25,LATE_BALANCED,1.0,297.0885323826501,1456,0.5797969220728996,0.9750616025310859,92.66612426482762,9.094947017729282e-13,509.38546287560393,0.946106526712809,169.29855989168408,1523.051385260263,98.50291095530078,0.357130079057738,0.6270460943237309
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_late_strict_d0.25,74.27213309566253,0.5,0.25,LATE_STRICT,0.25,297.0885323826501,1456,0.5794419689065707,0.9745965509563732,92.66612426482762,9.094947017729282e-13,496.2418264801204,0.9462264201969137,157.58108099557748,1086.7050608896589,98.91040899316349,0.3569374463581299,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_late_strict_d0.5,74.27213309566253,0.5,0.25,LATE_STRICT,0.5,297.0885323826501,1456,0.5795221024342013,0.9747030144361435,92.66612426482762,9.094947017729282e-13,496.2418264801204,0.9463436093167154,157.58108099557748,1088.2989394043548,98.79232219534501,0.3569374463581299,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_late_strict_d0.75,74.27213309566253,0.5,0.25,LATE_STRICT,0.75,297.0885323826501,1456,0.579614045352281,0.9748258636988176,92.66612426482762,9.094947017729282e-13,496.2418264801204,0.9463832733264943,157.58108099557748,1089.8847853929387,98.67385233064948,0.3569374463581299,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_late_strict_d1,74.27213309566253,0.5,0.25,LATE_STRICT,1.0,297.0885323826501,1456,0.5797175075869102,0.9749648360245737,92.66612426482762,9.094947017729282e-13,496.65489457314607,0.9464454737054658,157.58108099557748,1091.461153267654,98.55506693978697,0.3569374463581299,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_semifinal_heavy_d0.25,74.27213309566253,0.5,0.25,SEMIFINAL_HEAVY,0.25,297.0885323826501,1456,0.5794652353774261,0.9746259847610209,92.66612426482762,4.547473508864641e-13,503.2128729749236,0.9461335703558403,170.78114310714622,1309.74383757954,98.91921708353726,0.3569967315451573,0.6270460262986167
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_semifinal_heavy_d0.5,74.27213309566253,0.5,0.25,SEMIFINAL_HEAVY,0.5,297.0885323826501,1456,0.5795597605781289,0.9747513607810077,92.66612426482762,4.547473508864641e-13,503.2128729749236,0.9462480551113387,170.78114310714622,1311.5503852000475,98.79605673511304,0.3569967315451573,0.6270460262986167
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_semifinal_heavy_d0.75,74.27213309566253,0.5,0.25,SEMIFINAL_HEAVY,0.75,297.0885323826501,1456,0.579668282207268,0.9748961428905489,92.66612426482762,9.094947017729282e-13,503.2128729749236,0.9462913249401885,170.78114310714622,1313.3461626870294,98.67247516382173,0.3569967315451573,0.6270460262986167
1,2020/21,reserve_b74.2721_uel0.5_uecl0.25_semifinal_heavy_d1,74.27213309566253,0.5,0.25,SEMIFINAL_HEAVY,1.0,297.0885323826501,1456,0.5797904112586737,0.9750599822821333,92.66612426482762,4.547473508864641e-13,505.9875468575515,0.9462633798423896,170.78114310714622,1315.1292376915108,98.54856213110553,0.3569967315451573,0.6270460262986167
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_flat_d0.25,74.27213309566253,0.5,0.45,FLAT,0.25,297.0885323826501,1456,0.5809976970509521,0.9768257273344436,92.95952579533602,4.547473508864641e-13,538.9238437992874,0.9380123643535939,172.2273166149849,10102.087458912783,98.10903140568726,0.35328967694009467,0.6244901617794676
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_flat_d0.5,74.27213309566253,0.5,0.45,FLAT,0.5,297.0885323826501,1456,0.5810637590782903,0.9768950247763379,92.95952579533602,4.547473508864641e-13,538.9238437992874,0.937878047593206,181.3991578428966,10094.096222821194,97.90143963854551,0.35328967694009467,0.6244901617794676
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_flat_d0.75,74.27213309566253,0.5,0.45,FLAT,0.75,297.0885323826501,1456,0.581172873862821,0.9770259641018813,92.95952579533602,9.094947017729282e-13,538.9238437992874,0.9382909138768145,209.8432690974263,10086.244297007119,97.69257403618694,0.35328967694009467,0.6244901617794676
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_flat_d1,74.27213309566253,0.5,0.45,FLAT,1.0,297.0885323826501,1456,0.5813244405002749,0.9772181793439527,92.95952579533602,4.547473508864641e-13,538.9238437992874,0.9377130813707161,238.3014341508648,10078.530629073748,97.48254362318586,0.35328967694009467,0.6244901617794676
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_gentle_ascending_d0.25,74.27213309566253,0.5,0.45,GENTLE_ASCENDING,0.25,297.0885323826501,1456,0.5801314376762983,0.9755746088461902,92.81313591765758,9.094947017729282e-13,530.3235132185912,0.9423708981554433,192.06431703579625,6058.170137840225,98.46779790920058,0.35582345456671083,0.6256697915575364
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_gentle_ascending_d0.5,74.27213309566253,0.5,0.45,GENTLE_ASCENDING,0.5,297.0885323826501,1456,0.5802092729730228,0.9756674538254381,92.81313591765758,9.094947017729282e-13,530.3235132185912,0.9423339385099674,192.06431703579625,6058.813288690786,98.28388511074787,0.35582345456671083,0.6256697915575364
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_gentle_ascending_d0.75,74.27213309566253,0.5,0.45,GENTLE_ASCENDING,0.75,297.0885323826501,1456,0.5803138058122395,0.9757977642560796,92.81313591765758,9.094947017729282e-13,530.3235132185912,0.9425403716517715,192.06431703579625,6059.462946789444,98.09923237542719,0.35582345456671083,0.6256697915575364
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_gentle_ascending_d1,74.27213309566253,0.5,0.45,GENTLE_ASCENDING,1.0,297.0885323826501,1456,0.5804444359049155,0.975965051442512,92.81313591765758,9.094947017729282e-13,534.7044164334857,0.9422564133999449,192.06431703579625,6060.11411123765,97.91398794595133,0.35582345456671083,0.6256697915575364
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_knockout_ascending_d0.25,74.27213309566253,0.5,0.45,KNOCKOUT_ASCENDING,0.25,297.0885323826501,1456,0.5797610057663002,0.9750459366166152,92.73970559335359,4.547473508864641e-13,515.3262159609401,0.9442269935221461,171.57055179795083,3618.158160907361,98.7020311181529,0.3580443920635571,0.6268100323178887
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_knockout_ascending_d0.5,74.27213309566253,0.5,0.45,KNOCKOUT_ASCENDING,0.5,297.0885323826501,1456,0.5798357350648707,0.975139222546451,92.73970559335359,4.547473508864641e-13,515.3262159609401,0.9443468870062508,171.57055179795083,3619.871749477442,98.55548913371427,0.3580443920635571,0.6268100323178887
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_knockout_ascending_d0.75,74.27213309566253,0.5,0.45,KNOCKOUT_ASCENDING,0.75,297.0885323826501,1456,0.5799271120019047,0.9752556867565544,92.73970559335359,4.547473508864641e-13,515.3262159609401,0.944147665502588,171.57055179795083,3621.5776089565425,98.40846646698928,0.3580443920635571,0.6268100323178887
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_knockout_ascending_d1,74.27213309566253,0.5,0.45,KNOCKOUT_ASCENDING,1.0,297.0885323826501,1456,0.5800347494195288,0.9753949926302184,92.73970559335359,4.547473508864641e-13,515.3262159609401,0.9440971840355966,171.57055179795083,3623.2729212881145,98.26106168306694,0.3580443920635571,0.6268100323178887
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_late_balanced_d0.25,74.27213309566253,0.5,0.45,LATE_BALANCED,0.25,297.0885323826501,1456,0.5794721890293377,0.9746320941628477,92.66612426482762,9.094947017729282e-13,509.38546287560393,0.9459857317739367,169.29855989168408,1515.5356670619035,98.88183165957732,0.357130079057738,0.6270460943237309
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_late_balanced_d0.5,74.27213309566253,0.5,0.45,LATE_BALANCED,0.5,297.0885323826501,1456,0.5795657244927164,0.9747548805660036,92.66612426482762,9.094947017729282e-13,509.38546287560393,0.9461218514438602,169.29855989168408,1518.056508172042,98.75595089592693,0.357130079057738,0.6270460943237309
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_late_balanced_d0.75,74.27213309566253,0.5,0.45,LATE_BALANCED,0.75,297.0885323826501,1456,0.5796740961634874,0.9748981607244159,92.66612426482762,9.094947017729282e-13,509.38546287560393,0.9460921034365258,169.29855989168408,1520.5626346515078,98.6296139096292,0.357130079057738,0.6270460943237309
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_late_balanced_d1,74.27213309566253,0.5,0.45,LATE_BALANCED,1.0,297.0885323826501,1456,0.5797969220728996,0.9750616025310859,92.66612426482762,9.094947017729282e-13,509.38546287560393,0.946106526712809,169.29855989168408,1523.051385260263,98.50291095530078,0.357130079057738,0.6270460943237309
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_late_strict_d0.25,74.27213309566253,0.5,0.45,LATE_STRICT,0.25,297.0885323826501,1456,0.5794419689065707,0.9745965509563732,92.66612426482762,9.094947017729282e-13,496.2418264801204,0.9462264201969137,157.58108099557748,1086.7050608896589,98.91040899316349,0.3569374463581299,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_late_strict_d0.5,74.27213309566253,0.5,0.45,LATE_STRICT,0.5,297.0885323826501,1456,0.5795221024342013,0.9747030144361435,92.66612426482762,9.094947017729282e-13,496.2418264801204,0.9463436093167154,157.58108099557748,1088.2989394043548,98.79232219534501,0.3569374463581299,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_late_strict_d0.75,74.27213309566253,0.5,0.45,LATE_STRICT,0.75,297.0885323826501,1456,0.579614045352281,0.9748258636988176,92.66612426482762,9.094947017729282e-13,496.2418264801204,0.9463832733264943,157.58108099557748,1089.8847853929387,98.67385233064948,0.3569374463581299,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_late_strict_d1,74.27213309566253,0.5,0.45,LATE_STRICT,1.0,297.0885323826501,1456,0.5797175075869102,0.9749648360245737,92.66612426482762,9.094947017729282e-13,496.65489457314607,0.9464454737054658,157.58108099557748,1091.461153267654,98.55506693978697,0.3569374463581299,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_semifinal_heavy_d0.25,74.27213309566253,0.5,0.45,SEMIFINAL_HEAVY,0.25,297.0885323826501,1456,0.5794652353774261,0.9746259847610209,92.66612426482762,4.547473508864641e-13,503.2128729749236,0.9461335703558403,170.78114310714622,1309.74383757954,98.91921708353726,0.3569967315451573,0.6270460262986167
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_semifinal_heavy_d0.5,74.27213309566253,0.5,0.45,SEMIFINAL_HEAVY,0.5,297.0885323826501,1456,0.5795597605781289,0.9747513607810077,92.66612426482762,4.547473508864641e-13,503.2128729749236,0.9462480551113387,170.78114310714622,1311.5503852000475,98.79605673511304,0.3569967315451573,0.6270460262986167
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_semifinal_heavy_d0.75,74.27213309566253,0.5,0.45,SEMIFINAL_HEAVY,0.75,297.0885323826501,1456,0.579668282207268,0.9748961428905489,92.66612426482762,9.094947017729282e-13,503.2128729749236,0.9462913249401885,170.78114310714622,1313.3461626870294,98.67247516382173,0.3569967315451573,0.6270460262986167
1,2020/21,reserve_b74.2721_uel0.5_uecl0.45_semifinal_heavy_d1,74.27213309566253,0.5,0.45,SEMIFINAL_HEAVY,1.0,297.0885323826501,1456,0.5797904112586737,0.9750599822821333,92.66612426482762,4.547473508864641e-13,505.9875468575515,0.9462633798423896,170.78114310714622,1315.1292376915108,98.54856213110553,0.3569967315451573,0.6270460262986167
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_flat_d0.25,74.27213309566253,0.65,0.25,FLAT,0.25,297.0885323826501,1456,0.5812502021076501,0.9771803830906818,92.9607425666246,9.094947017729282e-13,556.9442298533511,0.9353359451482803,172.2273166149849,11925.875890159765,108.24478394685933,0.3530889266428224,0.6246079887070459
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_flat_d0.5,74.27213309566253,0.65,0.25,FLAT,0.5,297.0885323826501,1456,0.5813043660929992,0.9772250655324025,92.9607425666246,9.094947017729282e-13,556.9442298533511,0.9353792149771302,181.64745955414577,11914.078905202103,108.01520964302011,0.3530889266428224,0.6246079887070459
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_flat_d0.75,74.27213309566253,0.65,0.25,FLAT,0.75,297.0885323826501,1456,0.5814093332202889,0.9773420432804194,92.9607425666246,9.094947017729282e-13,556.9442298533511,0.9350673116275047,210.21695230575335,11902.487176948063,107.7840952130064,0.3530889266428224,0.6246079887070459
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_flat_d1,74.27213309566253,0.65,0.25,FLAT,1.0,297.0885323826501,1456,0.5815644646234099,0.9775309345020425,92.9607425666246,9.094947017729282e-13,556.9442298533511,0.9345192271287405,238.80113140026413,11891.101516976436,107.55155935681513,0.3530889266428224,0.6246079887070459
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_gentle_ascending_d0.25,74.27213309566253,0.65,0.25,GENTLE_ASCENDING,0.25,297.0885323826501,1456,0.5802497519005597,0.9757378885047028,92.81357214599674,9.094947017729282e-13,546.8398517423693,0.9410024898180683,192.06431703579625,7089.790134978277,108.74101656960976,0.35501983423083217,0.6255125756122415
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_gentle_ascending_d0.5,74.27213309566253,0.65,0.25,GENTLE_ASCENDING,0.5,297.0885323826501,1456,0.5803233100468671,0.9758195844444864,92.81357214599674,9.094947017729282e-13,546.8398517423693,0.9411963025931248,192.06431703579625,7089.648621146034,108.54466625560516,0.35501983423083217,0.6255125756122415
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_gentle_ascending_d0.75,74.27213309566253,0.65,0.25,GENTLE_ASCENDING,0.75,297.0885323826501,1456,0.5804265284211887,0.9759428745265049,92.81357214599674,9.094947017729282e-13,546.8398517423693,0.9410286320063318,192.06431703579625,7089.525834782991,108.34733660298386,0.35501983423083217,0.6255125756122415
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_gentle_ascending_d1,74.27213309566253,0.65,0.25,GENTLE_ASCENDING,1.0,297.0885323826501,1456,0.5805588034010983,0.9761072736914831,92.81357214599674,9.094947017729282e-13,546.8398517423693,0.9409330778009551,192.06431703579625,7089.416537894956,108.14919466915963,0.35501983423083217,0.6255125756122415
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_knockout_ascending_d0.25,74.27213309566253,0.65,0.25,KNOCKOUT_ASCENDING,0.25,297.0885323826501,1456,0.5798223303135019,0.9751295300022299,92.73988048983443,4.547473508864641e-13,527.9097973830903,0.9434751802458808,171.57055179795083,4202.138725696531,108.9916475543061,0.35699728917666285,0.6264562794346965
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_knockout_ascending_d0.5,74.27213309566253,0.65,0.25,KNOCKOUT_ASCENDING,0.5,297.0885323826501,1456,0.5798976641357885,0.9752204890633919,92.73988048983443,4.547473508864641e-13,527.9097973830903,0.9435671286321866,171.57055179795083,4203.772696128984,108.83697844990638,0.35699728917666285,0.6264562794346965
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_knockout_ascending_d0.75,74.27213309566253,0.65,0.25,KNOCKOUT_ASCENDING,0.75,297.0885323826501,1456,0.5799909867165226,0.9753365148068076,92.73988048983443,4.547473508864641e-13,527.9097973830903,0.9434030638644644,171.57055179795083,4205.401528224177,108.68165165638928,0.35699728917666285,0.6264562794346965
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_knockout_ascending_d1,74.27213309566253,0.65,0.25,KNOCKOUT_ASCENDING,1.0,297.0885323826501,1456,0.5801019110306578,0.975477273764644,92.73988048983443,4.547473508864641e-13,527.9097973830903,0.9434039653192323,171.57055179795083,4207.022209911024,108.52577844919995,0.35699728917666285,0.6264562794346965
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_late_balanced_d0.25,74.27213309566253,0.65,0.25,LATE_BALANCED,0.25,297.0885323826501,1456,0.5794913430532089,0.9746566232328965,92.66612426482762,9.094947017729282e-13,520.7171400204941,0.9459866332287044,169.29855989168408,1701.3433257298248,109.21757823769082,0.35707843866264566,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_late_balanced_d0.5,74.27213309566253,0.65,0.25,LATE_BALANCED,0.5,297.0885323826501,1456,0.5795946377690138,0.9747914062119869,92.66612426482762,9.094947017729282e-13,520.7171400204941,0.946106526712809,169.29855989168408,1704.090224326283,109.08931459182085,0.35707843866264566,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_late_balanced_d0.75,74.27213309566253,0.65,0.25,LATE_BALANCED,0.75,297.0885323826501,1456,0.5797137823424307,0.9749481352519107,92.66612426482762,9.094947017729282e-13,520.7171400204941,0.946012775416968,169.29855989168408,1706.822216893373,108.96042083674371,0.35707843866264566,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_late_balanced_d1,74.27213309566253,0.65,0.25,LATE_BALANCED,1.0,297.0885323826501,1456,0.5798483905637377,0.9751264789661634,92.66612426482762,9.094947017729282e-13,520.7171400204941,0.9460893990722228,169.29855989168408,1709.536423926406,108.83099892849644,0.35707843866264566,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_late_strict_d0.25,74.27213309566253,0.65,0.25,LATE_STRICT,0.25,297.0885323826501,1456,0.579452774120213,0.9746110881525067,92.66612426482762,9.094947017729282e-13,503.67169409313806,0.9462038838277212,157.58108099557748,1187.249395772989,109.21816546434228,0.3569374463581299,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_late_strict_d0.5,74.27213309566253,0.65,0.25,LATE_STRICT,0.5,297.0885323826501,1456,0.5795395686531847,0.9747259719929782,92.66612426482762,9.094947017729282e-13,503.67169409313806,0.9463724558692818,157.58108099557748,1188.9682861961137,109.09261416641682,0.3569374463581299,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_late_strict_d0.75,74.27213309566253,0.65,0.25,LATE_STRICT,0.75,297.0885323826501,1456,0.5796387636072554,0.9748580964315791,92.66612426482762,9.094947017729282e-13,503.67169409313806,0.9463913864194038,157.58108099557748,1190.6794980314123,108.9665352270552,0.3569374463581299,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_late_strict_d1,74.27213309566253,0.65,0.25,LATE_STRICT,1.0,297.0885323826501,1456,0.579750068093044,0.975007200553828,92.66612426482762,9.094947017729282e-13,503.67169409313806,0.9463706529597466,157.58108099557748,1192.3815258361083,108.84000288027426,0.3569374463581299,0.6270067733311286
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_semifinal_heavy_d0.25,74.27213309566253,0.65,0.25,SEMIFINAL_HEAVY,0.25,297.0885323826501,1456,0.579480905911265,0.9746465297821418,92.66612426482762,4.547473508864641e-13,512.7093602530913,0.9460948078008291,170.78114310714622,1460.13948915784,109.27791423239748,0.3571498407867472,0.627085347291219
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_semifinal_heavy_d0.5,74.27213309566253,0.65,0.25,SEMIFINAL_HEAVY,0.5,297.0885323826501,1456,0.579584334370725,0.9747832396535455,92.66612426482762,4.547473508864641e-13,512.7093602530913,0.9462147012849337,170.78114310714622,1462.0890694247582,109.15017391562182,0.3571498407867472,0.627085347291219
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_semifinal_heavy_d0.75,74.27213309566253,0.65,0.25,SEMIFINAL_HEAVY,0.75,297.0885323826501,1456,0.5797025768880357,0.9749405576459145,92.66612426482762,9.094947017729282e-13,512.7093602530913,0.946192164915741,170.78114310714622,1464.0277506078592,109.02185443641605,0.3571498407867472,0.627085347291219
1,2020/21,reserve_b74.2721_uel0.65_uecl0.25_semifinal_heavy_d1,74.27213309566253,0.65,0.25,SEMIFINAL_HEAVY,1.0,297.0885323826501,1456,0.5798352389226163,0.9751181351023978,92.66612426482762,4.547473508864641e-13,512.7093602530913,0.9462624783876219,170.78114310714622,1465.9534819258884,108.89305498451023,0.3571498407867472,0.627085347291219
1,2020/21,reserve_b74.2721_uel0.65_uecl0.45_flat_d0.25,74.27213309566253,0.65,0.45,FLAT,0.25,297.0885323826501,1456,0.5812502021076501,0.9771803830906818,92.9607425666246,9.094947017729282e-13,556.9442298533511,0.9353359451482803,172.2273166149849,11925.875890159765,108.24478394685933,0.3530889266428224,0.6246079887070459
1,2020/21,reserve_b74.2721_uel0.65_uecl0.45_flat_d0.5,74.27213309566253,0.65,0.45,FLAT,0.5,297.0885323826501,1456,0.5813043660929992,0.9772250655324025,92.9607425666246,9.094947017729282e-13,556.9442298533511,0.9353792149771302,181.64745955414577,11914.078905202103,108.01520964302011,0.3530889266428224,0.6246079887070459
1,2020/21,reserve_b74.2721_uel0.65_uecl0.45_flat_d0.75,74.27213309566253,0.65,0.45,FLAT,0.75,297.0885323826501,1456,0.5814093332202889,0.9773420432804194,92.9607425666246,9.094947017729282e-13,556.9442298533511,0.9350673116275047,210.21695230575335,11902.487176948063,107.7840952130064,0.3530889266428224,0.6246079887070459
