competition,matches,candidate_brier_1x2,baseline_brier_1x2,brier_difference,candidate_log_loss_1x2,baseline_log_loss_1x2,log_loss_difference
ALL,4884,0.5773187913027753,0.5753369751000866,0.0019818162026888153,0.9730191617561353,0.9700148774103575,0.003004284345777791
UCL,1384,0.5583745699733069,0.557582577709277,0.0007919922640299798,0.9449581947814164,0.9440446123447988,0.0009135824366176204
UECL,2073,0.5845156436995601,0.5830279635056479,0.0014876801939121107,0.9836758333437707,0.9810644548879995,0.002611378455770967
UEL,1427,0.5852373107852208,0.5813836934071305,0.003853617378090313,0.9847536383446731,0.9791508779286349,0.005602760416038353
