candidate,season,matches,log_loss,brier,decisive_accuracy,mean_season_spearman,stage
home_advantage_0,2021/22,816,0.6549938641954458,0.17364151570225558,0.6560509554140127,0.3591599685618706,home_advantage
home_advantage_0,2022/23,804,0.6723195883852181,0.18262164568176378,0.6328502415458938,0.32117079215004285,home_advantage
home_advantage_0,2023/24,806,0.6488246116604893,0.1749887429384538,0.6866141732283465,0.36926808245999737,home_advantage
home_advantage_0,2024/25,957,0.6640355448647655,0.1882608351288959,0.6219354838709678,0.3937095377924807,home_advantage
home_advantage_0,2025/26,961,0.674768060621016,0.19160516749184725,0.6023316062176166,0.31365644714775043,home_advantage
home_advantage_10,2021/22,816,0.6502346293511438,0.17144165346623985,0.6656050955414012,0.3591599685618706,home_advantage
home_advantage_10,2022/23,804,0.6677241644904789,0.1804551291694142,0.6360708534621579,0.32117079215004285,home_advantage
home_advantage_10,2023/24,806,0.6440209623997825,0.17281532016784346,0.7023622047244095,0.36926808245999737,home_advantage
home_advantage_10,2024/25,957,0.6588502338359715,0.18579608440603027,0.6335483870967742,0.3937095377924807,home_advantage
home_advantage_10,2025/26,961,0.6701901887193485,0.18944643686764828,0.6152849740932642,0.31365644714775043,home_advantage
home_advantage_20,2021/22,816,0.6462509701615328,0.16961567970877958,0.6735668789808917,0.3591599685618706,home_advantage
home_advantage_20,2022/23,804,0.6639046220386211,0.1786512342872342,0.6312399355877617,0.32117079215004285,home_advantage
home_advantage_20,2023/24,806,0.6399855833053706,0.17101183624499722,0.7007874015748031,0.36926808245999737,home_advantage
home_advantage_20,2024/25,957,0.6544417587634347,0.1837004192436142,0.6425806451612903,0.3937095377924807,home_advantage
home_advantage_20,2025/26,961,0.6663921918411384,0.18765336099668894,0.6101036269430051,0.31365644714775043,home_advantage
home_advantage_30,2021/22,816,0.6430412866324323,0.16816389980817212,0.6815286624203821,0.3591599685618706,home_advantage
home_advantage_30,2022/23,804,0.6608593693287927,0.1772104539679171,0.6409017713365539,0.32117079215004285,home_advantage
home_advantage_30,2023/24,806,0.6367169490369081,0.16957855463420754,0.6913385826771653,0.36926808245999737,home_advantage
home_advantage_30,2024/25,957,0.6508085149054855,0.18197481834530999,0.6580645161290323,0.3937095377924807,home_advantage
home_advantage_30,2025/26,961,0.6633724257108469,0.18622633738480474,0.6062176165803109,0.31365644714775043,home_advantage
home_advantage_40,2021/22,816,0.6406029213092828,0.16708471546693404,0.6671974522292994,0.3591599685618706,home_advantage
