candidate,dev_log_loss,dev_brier,dev_accuracy,dev_spearman,season_log_loss_std,validation_log_loss
exposure_cap_0.80,0.6407968721879134,0.17113590084316382,0.6611711112378807,0.3612038482402609,0.009039315418639952,0.6425173181898755
exposure_cap_0.85,0.640830698408152,0.171148846621403,0.6578927421990663,0.36176347932731157,0.009559097607419529,0.6429107586541278
exposure_cap_0.75,0.6410127923204744,0.17123629732339207,0.6600744920376063,0.3586938648884505,0.00857690105022251,0.6425610763294455
exposure_cap_0.90,0.6411529010796284,0.1712942491634854,0.6589359926613635,0.36190714512454936,0.010043651285900521,0.6435690063237011
exposure_cap_0.95,0.641660817648297,0.17151934223361368,0.657272317965254,0.3614276519222074,0.010406589527865748,0.6443088978221133
exposure_cap_1.00,0.6421336863995837,0.171723327464482,0.6581307407493119,0.3609926901032612,0.010501603134154746,0.6449276420843325
