candidate,dev_log_loss,dev_brier,dev_accuracy,dev_spearman,season_log_loss_std,validation_log_loss
weights_decay_0.85,0.6423249913803205,0.1718008161965082,0.6558842481359742,0.36151543962126553,0.010635736487266775,0.6434364805343167
weights_decay_0.75,0.6423512894853123,0.17181716064734687,0.6586223866513191,0.36299095514605995,0.010579235894033905,0.643705562672507
weights_current,0.6423572349672795,0.1718198470171781,0.6590072117365893,0.3608270952410979,0.01067775869245593,0.6439587278400024
weights_decay_0.65,0.6428133000488591,0.17203649964535814,0.663106496175863,0.3607843323313088,0.010456350333438749,0.6445616457188976
weights_decay_1.00,0.6430715012072753,0.1721559642304124,0.6518142870037548,0.36080548134944207,0.01060341887555432,0.6439187791083432
weights_decay_0.55,0.6437629685920598,0.1724821580623352,0.6597810368335282,0.35932206600485456,0.010190296350230273,0.6459924277934127
weights_decay_0.45,0.6452071756362245,0.17315087775179464,0.6551475035062853,0.3600012930381272,0.009764271579703427,0.6479585843500093
