country_code,sportsdb_league_id,league_name,provider_season,schedule_matches,table_expected_matches,coverage_rate,unique_events,unique_teams,timestamps_valid,scores_valid,quality_status,quality_reason,error_detail,source_selection,source_provider,format_expectation_method
ISR,4644,Israeli Premier League,2016-2017,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/ISR/2016-2017.json,EXISTING_ACCEPTED,,
ISR,4644,Israeli Premier League,2017-2018,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/ISR/2017-2018.json,EXISTING_ACCEPTED,,
ISR,4644,Israeli Premier League,2018-2019,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/ISR/2018-2019.json,EXISTING_ACCEPTED,,
ISR,4644,Israeli Premier League,2019-2020,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/ISR/2019-2020.json,EXISTING_ACCEPTED,,
ISR,4644,Israeli Premier League,2020-2021,240,182.0,1.3186813186813189,240,14,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ISR,4644,Israeli Premier League,2021-2022,240,182.0,1.3186813186813189,240,14,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ISR,4644,Israeli Premier League,2022-2023,240,182.0,1.3186813186813189,240,14,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ISR,4644,Israeli Premier League,2023-2024,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/ISR/2023-2024.json,EXISTING_ACCEPTED,,
ISR,4644,Israeli Premier League,2024-2025,240,182.0,1.3186813186813189,240,14,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ISR,4644,Israeli Premier League,2025-2026,239,240.0,0.9958333333333332,239,14,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2013-2014,380,380.0,1.0,380,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2014-2015,380,380.0,1.0,380,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2015-2016,380,380.0,1.0,380,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2016-2017,380,380.0,1.0,380,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2017-2018,380,240.0,1.5833333333333333,380,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2018-2019,380,380.0,1.0,380,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2019-2020,381,380.0,1.0026315789473683,381,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2020-2021,380,380.0,1.0,380,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2021-2022,380,380.0,1.0,380,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2022-2023,381,380.0,1.0026315789473683,381,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2023-2024,380,380.0,1.0,380,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2024-2025,380,380.0,1.0,380,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
ITA,4332,Italian Serie A,2025-2026,380,380.0,1.0,380,20,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2013-2014,306,306.0,1.0,306,18,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2014-2015,306,306.0,1.0,306,18,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2015-2016,306,306.0,1.0,306,18,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2016-2017,306,306.0,1.0,306,18,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2017-2018,306,306.0,1.0,306,18,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2018-2019,308,306.0,1.0065359477124185,308,18,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2019-2020,232,232.0,1.0,232,18,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2020-2021,315,306.0,1.0294117647058822,315,24,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2021-2022,324,306.0,1.0588235294117647,324,24,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2022-2023,324,306.0,1.0588235294117647,324,24,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2023-2024,321,306.0,1.0490196078431373,321,24,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2024-2025,321,306.0,1.0490196078431373,321,24,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NED,4337,Dutch Eredivisie,2025-2026,317,306.0,1.0359477124183007,317,24,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2013,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/NOR/2013.json,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2014,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/NOR/2014.json,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2015,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/NOR/2015.json,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2016,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/NOR/2016.json,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2017,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/NOR/2017.json,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2018,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/NOR/2018.json,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2019,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/NOR/2019.json,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2020,241,210.0,1.1476190476190475,241,17,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2021,241,240.0,1.0041666666666669,241,17,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2022,242,240.0,1.0083333333333333,242,17,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2023,242,240.0,1.0083333333333333,242,17,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2024,242,240.0,1.0083333333333333,242,17,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
NOR,4358,Norwegian Eliteserien,2025,242,240.0,1.0083333333333333,242,17,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2013-2014,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POL/2013-2014.json,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2014-2015,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POL/2014-2015.json,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2015-2016,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POL/2015-2016.json,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2016-2017,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POL/2016-2017.json,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2017-2018,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POL/2017-2018.json,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2018-2019,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POL/2018-2019.json,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2019-2020,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POL/2019-2020.json,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2020-2021,240,240.0,1.0,240,16,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2021-2022,306,306.0,1.0,306,18,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2022-2023,306,306.0,1.0,306,18,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2023-2024,306,306.0,1.0,306,18,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2024-2025,306,306.0,1.0,306,18,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
POL,4422,Polish Ekstraklasa,2025-2026,306,306.0,1.0,306,18,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2013-2014,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POR/2013-2014.json,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2014-2015,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POR/2014-2015.json,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2015-2016,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POR/2015-2016.json,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2016-2017,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POR/2016-2017.json,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2017-2018,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POR/2017-2018.json,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2018-2019,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POR/2018-2019.json,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2019-2020,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/POR/2019-2020.json,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2020-2021,307,306.0,1.0032679738562091,307,19,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2021-2022,308,306.0,1.0065359477124185,308,19,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2022-2023,308,306.0,1.0065359477124185,308,19,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2023-2024,308,306.0,1.0065359477124185,308,19,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2024-2025,308,306.0,1.0065359477124185,308,19,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
POR,4344,Portuguese Primeira Liga,2025-2026,308,306.0,1.0065359477124185,308,19,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2013-2014,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2013-2014.json,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2014-2015,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2014-2015.json,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2015-2016,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2015-2016.json,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2016-2017,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2016-2017.json,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2017-2018,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2017-2018.json,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2018-2019,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2018-2019.json,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2019-2020,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2019-2020.json,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2020-2021,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2020-2021.json,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2021-2022,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2021-2022.json,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2022-2023,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2022-2023.json,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2023-2024,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2023-2024.json,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2024-2025,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2024-2025.json,EXISTING_ACCEPTED,,
SCO,4330,Scottish Premier League,2025-2026,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SCO/2025-2026.json,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2013-2014,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SUI/2013-2014.json,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2014-2015,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SUI/2014-2015.json,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2015-2016,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SUI/2015-2016.json,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2016-2017,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SUI/2016-2017.json,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2017-2018,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SUI/2017-2018.json,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2018-2019,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SUI/2018-2019.json,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2019-2020,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SUI/2019-2020.json,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2020-2021,182,180.0,1.011111111111111,182,11,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2021-2022,182,180.0,1.011111111111111,182,11,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2022-2023,182,180.0,1.011111111111111,182,11,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2023-2024,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SUI/2023-2024.json,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2024-2025,230,198.0,1.1616161616161615,230,13,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
SUI,4675,Swiss Super League,2025-2026,230,198.0,1.1616161616161615,230,13,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2013,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SWE/2013.json,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2014,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SWE/2014.json,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2015,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SWE/2015.json,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2016,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SWE/2016.json,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2017,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SWE/2017.json,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2018,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SWE/2018.json,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2019,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SWE/2019.json,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2020,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/SWE/2020.json,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2021,242,240.0,1.0083333333333333,242,17,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2022,242,240.0,1.0083333333333333,242,17,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2023,242,240.0,1.0083333333333333,242,17,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2024,242,240.0,1.0083333333333333,242,17,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
SWE,4347,Swedish Allsvenskan,2025,242,240.0,1.0083333333333333,242,17,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
TUR,4339,Turkish Super Lig,2013-2014,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/TUR/2013-2014.json,EXISTING_ACCEPTED,,
TUR,4339,Turkish Super Lig,2014-2015,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/TUR/2014-2015.json,EXISTING_ACCEPTED,,
TUR,4339,Turkish Super Lig,2015-2016,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/TUR/2015-2016.json,EXISTING_ACCEPTED,,
TUR,4339,Turkish Super Lig,2016-2017,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/TUR/2016-2017.json,EXISTING_ACCEPTED,,
TUR,4339,Turkish Super Lig,2017-2018,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/TUR/2017-2018.json,EXISTING_ACCEPTED,,
TUR,4339,Turkish Super Lig,2018-2019,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/TUR/2018-2019.json,EXISTING_ACCEPTED,,
TUR,4339,Turkish Super Lig,2019-2020,0,,,0,0,False,False,REJECTED,FETCH_OR_PARSE_ERROR:ValueError,Offline cache is missing: /Users/buycell/Desktop/Akil Oyunu Elo/data/domestic_league_matches_2013_2026/_source_cache/table/TUR/2019-2020.json,EXISTING_ACCEPTED,,
TUR,4339,Turkish Super Lig,2020-2021,420,420.0,1.0,420,21,True,True,ACCEPTED,ACCEPTED,,EXISTING_ACCEPTED,,
