candidate,season,competition,teams,ranking_score,pairwise_accuracy,top_quartile_precision,rank_percentile_mae,zero_exposure_teams,zero_exposure_rank_mae,zero_exposure_mean_overrank,zero_exposure_extreme_overrank_count
country_b20_g1.4_c220,2024/25,UEL,76,0.4770650697072325,0.6839622641509434,0.5789473684210527,0.239612188365651,9,0.25073099415204675,0.17397660818713448,3
country_b20_g1.4_c220,2024/25,UECL,164,0.3722402785021646,0.6481545961002786,0.4634146341463415,0.2511154074955384,31,0.28029110936270657,0.18636900078678206,7
country_b20_g1.4_c220,2025/26,UCL,82,0.43997499691093395,0.6716393442622951,0.42857142857142855,0.24226650803093397,1,0.006097560975609755,0.006097560975609755,0
country_b20_g1.4_c220,2025/26,UEL,77,0.4523369259009603,0.672755538282161,0.65,0.23545285882948222,6,0.2619047619047619,0.2619047619047619,2
country_b20_g1.4_c220,2025/26,UECL,164,0.34688792516063605,0.6329341317365269,0.4634146341463415,0.26141433670434266,23,0.2616648992576882,0.17457582184517498,5
country_b20_g1.4_c260,2021/22,UCL,80,0.4387349397432507,0.6644645340751043,0.4,0.24937500000000004,0,0.0,0.0,0
country_b20_g1.4_c260,2021/22,UEL,58,0.44533891126619307,0.6646216768916156,0.4666666666666667,0.24910820451843046,1,0.08620689655172412,0.08620689655172412,0
country_b20_g1.4_c260,2021/22,UECL,181,0.3619226258247131,0.6412859560067682,0.45652173913043476,0.25521198986599913,31,0.2498663339868116,0.1516663696310818,5
country_b20_g1.4_c260,2022/23,UCL,78,0.3509438663452381,0.6334201711946409,0.55,0.2544378698224853,2,0.08974358974358976,0.04807692307692307,0
country_b20_g1.4_c260,2022/23,UEL,57,0.39929918554151755,0.6483893077450309,0.4,0.24561403508771928,5,0.28947368421052627,0.21228070175438596,1
country_b20_g1.4_c260,2022/23,UECL,177,0.3541901544569286,0.6369705511460574,0.4888888888888889,0.2604615531935268,19,0.29869164436515017,0.19655069878085044,4
country_b20_g1.4_c260,2023/24,UCL,78,0.42137390237335615,0.6617538688282977,0.45,0.23405654174884938,2,0.32051282051282054,0.32051282051282054,1
country_b20_g1.4_c260,2023/24,UEL,57,0.6927320009189887,0.7759336099585062,0.6,0.17328408741151125,3,0.2280701754385965,0.17543859649122806,1
country_b20_g1.4_c260,2023/24,UECL,178,0.3493428316725499,0.6327758215962441,0.4444444444444444,0.2629402853175104,23,0.3259648265754764,0.19382022471910113,5
country_b20_g1.4_c260,2024/25,UCL,81,0.4445859086759712,0.6666666666666666,0.38095238095238093,0.24035970126505107,6,0.31584362139917693,0.28497942386831276,3
country_b20_g1.4_c260,2024/25,UEL,76,0.47854431980746076,0.6843553459119497,0.5789473684210527,0.23632271468144042,9,0.2361111111111111,0.1871345029239766,3
country_b20_g1.4_c260,2024/25,UECL,164,0.37610118723960084,0.6480675487465181,0.43902439024390244,0.25122694824509223,31,0.28206136900078677,0.19718725413060578,7
country_b20_g1.4_c260,2025/26,UCL,82,0.42931484595922165,0.6670491803278689,0.42857142857142855,0.24405116002379534,1,0.042682926829268296,0.042682926829268296,0
country_b20_g1.4_c260,2025/26,UEL,77,0.4419402143791915,0.6677030703458997,0.65,0.2405127340192276,6,0.3246753246753246,0.3246753246753246,4
country_b20_g1.4_c260,2025/26,UECL,164,0.3432589005656104,0.6315654405474764,0.43902439024390244,0.26342207019631175,23,0.27094379639448574,0.1918080593849417,5
country_b20_g1.4_c300,2021/22,UCL,80,0.43867586200171466,0.6648122392211405,0.45,0.24937500000000004,0,0.0,0.0,0
country_b20_g1.4_c300,2021/22,UEL,58,0.4428764087121209,0.6646216768916156,0.5333333333333333,0.2529726516052319,1,0.15517241379310345,0.15517241379310345,0
country_b20_g1.4_c300,2021/22,UECL,181,0.35513550024525603,0.6382543711223915,0.4782608695652174,0.2571044839901102,31,0.25646052397077174,0.1667260737836393,7
country_b20_g1.4_c300,2022/23,UCL,78,0.3464475337779554,0.6319315221436547,0.55,0.2555884286653518,2,0.07692307692307693,0.04807692307692307,0
country_b20_g1.4_c300,2022/23,UEL,57,0.41206500578246064,0.6538725154215216,0.4666666666666667,0.2406894429055094,5,0.3175438596491228,0.25087719298245614,2
country_b20_g1.4_c300,2022/23,UECL,177,0.35459612569407356,0.6367480157258364,0.4444444444444444,0.26119569727728303,19,0.3058281296461493,0.20963425512934886,6
country_b20_g1.4_c300,2023/24,UCL,78,0.413836614954995,0.6606484893146647,0.45,0.2360289283366206,2,0.4038461538461539,0.4038461538461539,1
country_b20_g1.4_c300,2023/24,UEL,57,0.692142831763038,0.7786998616874136,0.6,0.1665127731609726,3,0.21637426900584797,0.21637426900584797,1
country_b20_g1.4_c300,2023/24,UECL,178,0.3524213643598244,0.6346830985915493,0.4222222222222222,0.26357151874763285,23,0.3337811431362971,0.2101856375183195,5
