fold,train_seasons,test_season,selected_candidate,train_ranking_score,train_pairwise_accuracy,train_top_quartile_precision,pilot_guardrails_pass
1,2021/22|2022/23,2023/24,country_b15_g2.0_c180,0.3912348950138862,0.6480695543020843,0.4537842190016103,True
2,2021/22|2022/23|2023/24,2024/25,country_b15_g1.4_c180,0.42137262159662886,0.6612929547333983,0.4654857756307032,True
3,2021/22|2022/23|2023/24|2024/25,2025/26,country_b15_g1.6_c180,0.424685120869507,0.6619733548465125,0.47364075618526696,True
