competition,matches,mean_brier_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
ALL,4884,0.0002683234447239129,0.00015656457218715648,0.0003793763996389929,False,True
UCL,1384,0.0005641826540306219,0.00031693475388991236,0.0008192159540883145,False,True
UECL,2073,7.880480264601182e-05,-4.7828707664962325e-05,0.0002160180959930884,False,False
UEL,1427,0.00025669275050317267,2.6080927887113062e-05,0.00048668442940040367,False,True
