competition,matches,progression_brier,core_brier,brier_difference,progression_log_loss,core_log_loss,log_loss_difference
UCL,1384,0.1613244009348665,0.1607602182808359,0.0005641826540306039,0.6072725567877805,0.6059640968328376,0.0013084599549428866
UECL,2073,0.16687749865024878,0.1667986938476028,7.88048026459931e-05,0.6301091595901791,0.6299438210482057,0.00016533854197342546
UEL,1427,0.16935391308249753,0.16909722033199437,0.0002566927505031624,0.6305269153906304,0.6299934307301964,0.0005334846604340138
