match_id,competition,source_event_id,home_shots_on_goal,away_shots_on_goal,home_shots_off_goal,away_shots_off_goal,home_total_shots,away_total_shots,home_blocked_shots,away_blocked_shots,home_shots_insidebox,away_shots_insidebox,home_shots_outsidebox,away_shots_outsidebox,home_fouls,away_fouls,home_corner_kicks,away_corner_kicks,home_offsides,away_offsides,home_ball_possession,away_ball_possession,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_goalkeeper_saves,away_goalkeeper_saves,home_total_passes,away_total_passes,home_passes_accurate,away_passes_accurate,home_passes,away_passes,home_expected_goals,away_expected_goals,home_goals_prevented,away_goals_prevented,stats_covered,xg_raw_present,xg_covered,xg_zero_inconsistent_with_shots,xg_both_zero,xg_placeholder_suspected,xg_analysis_eligible,xg_quality_status
202526-0300,UEL,2292035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0306,UEL,2292033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0312,UEL,2292034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0605,UECL,2272278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0621,UECL,2291987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0623,UECL,2294458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0625,UECL,2291988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0655,UECL,2291986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0679,UECL,2291985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0298,UEL,2292036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0607,UECL,2291990,6,2,2,3,11,7,3,2,10,5,1,2,8,5,6,3,2,1,42,58,2,2,0,0,1,4,223,333,141,261,63,78,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0635,UECL,2291989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0671,UECL,2272279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0687,UECL,2294459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0601,UECL,2272282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0617,UECL,2272283,4,5,6,11,13,22,3,6,12,13,1,9,7,9,2,6,1,2,34,66,1,1,0,0,4,3,311,610,246,554,79,91,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0647,UECL,2291992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0699,UECL,2291991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0611,UECL,2291994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0653,UECL,2272281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0667,UECL,2272284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0669,UECL,2291993,1,3,2,4,6,11,3,4,4,4,2,7,13,24,7,10,4,2,48,52,3,3,0,0,2,1,357,385,271,312,76,81,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0052,UCL,2291186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0690,UECL,2291995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0032,UCL,2291189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0042,UCL,2291188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0694,UECL,2291996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0696,UECL,2291997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0036,UCL,2291190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0048,UCL,2291191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0050,UCL,2291192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0030,UCL,2291193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0044,UCL,2291187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0046,UCL,2291194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0034,UCL,2272360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0038,UCL,2291195,6,7,7,3,15,10,2,0,8,6,7,4,15,14,3,1,5,1,48,52,2,4,0,0,4,2,384,418,324,333,84,80,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0058,UCL,2272361,6,3,8,4,20,10,6,3,14,9,6,1,11,13,9,5,2,1,44,56,1,2,0,0,2,5,331,454,265,389,80,86,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0040,UCL,2291196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0054,UCL,2272362,4,5,5,3,11,10,2,2,5,6,6,4,19,11,2,2,2,3,37,63,5,6,0,0,4,3,345,595,274,510,79,86,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0056,UCL,2272363,5,8,10,4,17,14,2,2,8,10,9,4,11,11,8,4,1,1,59,41,4,1,1,1,5,3,472,318,377,231,80,73,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0638,UECL,2291999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0634,UECL,2292007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0640,UECL,2292000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0644,UECL,2308489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0652,UECL,2272295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0664,UECL,2292001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0672,UECL,2272308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0676,UECL,2292002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0301,UEL,2292038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0620,UECL,2292004,16,2,7,0,27,7,4,5,22,5,5,2,15,9,9,1,4,1,57,43,3,2,0,0,2,9,569,440,489,364,86,83,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0648,UECL,2292003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0307,UEL,2292039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0602,UECL,2272306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0658,UECL,2292006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0660,UECL,2272289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0674,UECL,2272298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0684,UECL,2292008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0698,UECL,2292005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0299,UEL,2292040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0618,UECL,2272299,5,2,13,4,28,10,10,4,17,5,11,5,9,12,12,1,2,0,66,34,0,2,0,0,2,5,648,328,570,262,88,80,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0668,UECL,2272293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0688,UECL,2292009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0686,UECL,2272305,6,4,7,4,13,10,0,2,12,7,1,3,7,10,4,8,0,1,70,30,0,3,0,0,4,2,615,251,556,188,90,75,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0309,UEL,2292041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0313,UEL,2292037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0606,UECL,2272301,6,3,4,6,0,0,1,2,0,0,0,0,19,17,11,3,2,2,51,49,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0612,UECL,2292016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0614,UECL,2292014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0622,UECL,2291998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0624,UECL,2292012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0626,UECL,2292011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0642,UECL,2272303,7,7,8,4,21,22,6,11,12,14,9,8,16,19,5,5,0,3,37,63,3,1,0,0,4,5,466,836,364,728,78,87,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0646,UECL,2272297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0650,UECL,2292013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0678,UECL,2272309,1,9,3,10,6,21,2,2,4,15,2,6,12,18,4,7,3,0,48,52,4,1,1,0,7,1,369,394,288,312,78,79,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0680,UECL,2292015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0608,UECL,2292017,9,3,5,4,16,8,2,1,13,6,3,2,12,13,4,3,1,5,57,43,2,1,0,0,3,4,465,357,366,255,79,71,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0666,UECL,2272294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0682,UECL,2272307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0616,UECL,2292018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0654,UECL,2272296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0670,UECL,2292019,7,3,14,3,26,10,5,4,20,6,6,4,6,7,6,5,2,0,64,36,0,1,0,0,1,3,586,328,503,235,86,72,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0604,UECL,2292010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0632,UECL,2272304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0636,UECL,2292021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0656,UECL,2292023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0662,UECL,2292022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0692,UECL,2292020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0303,UEL,2292042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0305,UEL,2292043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0311,UEL,2272327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0610,UECL,2292025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0628,UECL,2292024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0630,UECL,2272302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0700,UECL,2292026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0059,UCL,2298893,0,1,4,5,4,10,0,4,2,3,2,7,7,16,0,7,1,1,51,49,1,2,0,0,1,0,524,497,447,415,85,84,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0334,UEL,2299474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0067,UCL,2298895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0069,UCL,2298894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0073,UCL,2298896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0703,UECL,2299403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0061,UCL,2297598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0071,UCL,2298897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0332,UEL,2299480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0065,UCL,2298898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0063,UCL,2298899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0330,UEL,2299476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0075,UCL,2295589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0077,UCL,2295588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0316,UEL,2299478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0328,UEL,2299471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0717,UECL,2299404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0735,UECL,2299401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0747,UECL,2302803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0751,UECL,2299396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0755,UECL,2299389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0314,UEL,2299475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0318,UEL,2299479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0745,UECL,2299398,7,7,6,9,19,19,6,3,14,15,5,4,5,12,4,9,1,2,42,58,1,3,0,0,4,3,293,400,216,314,74,79,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0324,UEL,2299477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0707,UECL,2299392,4,3,8,3,16,8,4,2,8,5,8,3,15,6,10,2,2,2,56,44,1,1,0,0,0,2,439,360,351,269,80,75,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0709,UECL,2299385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0713,UECL,2308490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0741,UECL,2299391,4,4,5,3,11,11,2,4,7,3,4,8,15,12,7,6,0,3,51,49,2,3,0,0,3,4,528,510,471,439,89,86,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0320,UEL,2295170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0326,UEL,2299472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0336,UEL,2299470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0705,UECL,2299407,6,2,4,3,12,6,2,1,7,5,5,1,15,9,6,5,2,0,53,47,2,1,0,0,2,3,452,412,391,333,87,81,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0711,UECL,2299397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0721,UECL,2299387,8,0,4,5,14,7,2,2,10,4,4,3,15,10,6,2,3,1,57,43,3,1,0,0,0,4,495,371,423,307,85,83,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0729,UECL,2299383,8,2,5,6,14,10,1,2,8,9,6,1,12,11,5,6,3,2,57,43,2,1,1,0,2,5,532,382,466,292,88,76,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0739,UECL,2299402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0753,UECL,2299408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0757,UECL,2297642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0759,UECL,2299399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0715,UECL,2299388,6,4,7,4,15,13,2,5,7,7,8,6,10,16,3,5,1,4,49,51,2,2,0,0,3,3,444,462,379,396,85,86,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0322,UEL,2299473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0338,UEL,2299469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True,True,False,True,True,False,BOTH_ZERO_PLACEHOLDER
202526-0719,UECL,2299384,8,1,6,4,18,6,4,1,11,2,7,4,12,11,3,3,2,5,55,45,1,1,0,1,2,5,462,382,383,315,83,82,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0727,UECL,2299390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0731,UECL,2299386,4,10,4,4,15,16,7,2,10,10,5,6,14,12,2,2,1,3,51,49,2,0,0,0,5,4,365,364,320,322,88,88,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0723,UECL,2299393,4,5,6,7,13,14,3,2,12,10,1,4,11,16,5,6,1,0,38,62,1,2,0,0,5,0,384,630,314,552,82,88,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0749,UECL,2299405,3,8,1,4,4,16,0,4,4,11,0,5,5,15,2,3,0,0,33,67,1,1,0,0,4,2,327,694,287,640,88,92,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0701,UECL,2299406,7,3,6,2,21,7,8,2,16,3,5,4,5,3,10,3,1,0,62,38,1,0,0,0,1,5,552,343,478,279,87,81,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0725,UECL,2299394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0733,UECL,2299409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0737,UECL,2299395,4,5,8,1,14,6,2,0,8,3,6,3,6,20,8,2,2,0,55,45,0,6,0,0,4,4,437,363,366,275,84,76,0,0,0,0,True,True,True,True,True,True,False,ZERO_INCONSISTENT_WITH_SHOTS
202526-0743,UECL,2299400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
202526-0070,UCL,2298900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,NO_RAW_XG
