model,candidate_key,alpha,tau,base_bonus,complexity,matches,brier_1x2,log_loss_1x2,accuracy_1x2,multiclass_ece,ranking_score,pairwise_accuracy,minimum_start_end_rank_correlation,maximum_abs_rating_change,maximum_abs_match_delta,maximum_total_elo_error
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0_t300_b0,0.0,300.0,0.0,0,4884,0.5794901985875627,0.9757560342960031,0.5370597870597871,0.01809172831730752,0.29600367149453666,0.6016498133102078,0.9363783682617647,452.37534277047575,92.63575178498871,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0_t400_b0,0.0,400.0,0.0,0,4884,0.5794901985875627,0.9757560342960031,0.5370597870597871,0.01809172831730752,0.29600367149453666,0.6016498133102078,0.9363783682617647,452.37534277047575,92.63575178498871,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0_t500_b0,0.0,500.0,0.0,0,4884,0.5794901985875627,0.9757560342960031,0.5370597870597871,0.01809172831730752,0.29600367149453666,0.6016498133102078,0.9363783682617647,452.37534277047575,92.63575178498871,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.05_t150_b0,0.05,150.0,0.0,1,4884,0.5794317312155571,0.97567269258155,0.5370597870597871,0.018174613665348383,0.2961711722545209,0.6015654703372563,0.9360259646592136,455.1981555046043,92.64710747356068,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.05_t250_b0,0.05,250.0,0.0,1,4884,0.5794086445156199,0.9756388974957207,0.5370597870597871,0.018120100756756824,0.29626841950363275,0.6016048679144983,0.9359985757781866,456.08986844647984,92.74433375640203,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.05_t300_b0,0.05,300.0,0.0,1,4884,0.5794003731697964,0.9756268326193029,0.5370597870597871,0.018210277637998245,0.2962741344430036,0.6016371532407407,0.9358871943286756,456.42959955019523,92.82669040730185,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.05_t400_b0,0.05,400.0,0.0,1,4884,0.5793880046351595,0.975608836226631,0.5372645372645373,0.018147126795744054,0.29617198986799737,0.6016078670936202,0.935794072133183,456.9714894025251,93.02239808843206,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.05_t500_b0,0.05,500.0,0.0,1,4884,0.579379299142826,0.9755962061160943,0.5370597870597871,0.018072467363871716,0.2960716561418289,0.6015292484862189,0.935633390697823,457.3827679712542,93.22617837674218,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.1_t150_b0,0.1,150.0,0.0,1,4884,0.5793765269476655,0.9755941666203376,0.5372645372645373,0.01771152092411654,0.29627468909892757,0.6015863516315799,0.935633390697823,458.1005183101006,92.65846316213262,5.820766091346741e-11
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.1_t250_b0,0.1,250.0,0.0,1,4884,0.5793321948766235,0.975529206395793,0.5372645372645373,0.017654979370556368,0.2964771470292958,0.6016740138498053,0.9352709445055621,459.867698993761,92.85291572781531,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.1_t300_b0,0.1,300.0,0.0,1,4884,0.5793164208283499,0.9755061844743739,0.5374692874692875,0.017549667370771894,0.29667625936143743,0.601704154980888,0.9351294352869213,460.53855530146825,93.01762902961498,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.1_t400_b0,0.1,400.0,0.0,1,4884,0.5792929774869426,0.97547206827419,0.5372645372645373,0.017716446876569546,0.29689008607029843,0.6018356354868036,0.9351221315853141,461.6071770890312,93.40904439187538,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.1_t500_b0,0.1,500.0,0.0,1,4884,0.5792766057312544,0.9754483239085724,0.5376740376740377,0.017749275809198505,0.2968053531981559,0.6017827229152882,0.935041790867634,462.4174981835108,93.81660496849567,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.15_t150_b0,0.15,150.0,0.0,1,4884,0.5793246294657542,0.9755205004061284,0.5376740376740377,0.01768706392138723,0.29639189665742677,0.6017241573922503,0.934902107574395,461.0861172573991,92.66981885070457,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.15_t250_b0,0.15,250.0,0.0,1,4884,0.5792608405061034,0.9754269277712877,0.5374692874692875,0.017513885098004854,0.29658291653010116,0.6017742914460394,0.934470276216865,463.71096458364696,92.96149769922862,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.15_t300_b0,0.15,300.0,0.0,1,4884,0.5792383200216504,0.9753940423641665,0.5376740376740377,0.017446356216778588,0.2966384543569888,0.6017554956561281,0.9342301670265261,464.7038955229061,93.20856765192813,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.15_t400_b0,0.15,400.0,0.0,1,4884,0.579205050509802,0.9753456223120688,0.5374692874692875,0.01790552566281105,0.29676583548887003,0.6017437778501539,0.9339791022837761,466.2835526572783,93.79569069531873,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.15_t500_b0,0.15,500.0,0.0,1,4884,0.5791819985722328,0.9753122085827733,0.5378787878787878,0.017606267772584575,0.29691471675183345,0.6016617075087104,0.9335399672246388,467.48040007629106,94.40703156024914,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.2_t150_b0,0.2,150.0,0.0,1,4884,0.5792759251967636,0.9754515036285322,0.5378787878787878,0.017338186416275585,0.2966520999863568,0.6017301734016912,0.9342009522200969,464.15889605649136,92.68117453927654,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.2_t250_b0,0.2,250.0,0.0,1,4884,0.5791944564300948,0.9753318693050523,0.538083538083538,0.017230933314571407,0.29665359084605725,0.601628829453064,0.9335335764857325,467.6218747600833,93.07007967064193,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.2_t300_b0,0.2,300.0,0.0,1,4884,0.57916588308545,0.9752901196831266,0.5378787878787878,0.017577089729913127,0.29687568616965876,0.6016629222785482,0.9334331505886325,468.9273462659985,93.39950627424126,5.820766091346741e-11
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.2_t400_b0,0.2,400.0,0.0,1,4884,0.5791239654868559,0.9752291230122391,0.538083538083538,0.01776530040268326,0.29725582919225124,0.6016717314716287,0.9326918248754946,471.0017845443963,94.18233699876205,1.1641532182693481e-10
GOAL_DIFFERENCE_ONLY,goal_difference_only_a0.2_t500_b0,0.2,500.0,0.0,1,4884,0.5790952271301487,0.9751875011163719,0.5376740376740377,0.017641794340803367,0.29713075412563006,0.6017058182704131,0.9323695490420738,472.57234091984515,94.9974581520026,1.1641532182693481e-10
FULL_MODEL,full_model_a0_t150_b0,0.0,150.0,0.0,0,4884,0.5794901985875627,0.9757560342960031,0.5370597870597871,0.01809172831730752,0.29600367149453666,0.6016498133102078,0.9363783682617647,452.37534277047575,92.63575178498871,1.1641532182693481e-10
FULL_MODEL,full_model_a0_t150_b2,0.0,150.0,2.0,1,4884,0.5794874494008068,0.9757527154988126,0.5370597870597871,0.017946213621813624,0.2959667406726099,0.601630494757776,0.9362551182971419,459.04200943714204,92.63575178498871,1.1641532182693481e-10
FULL_MODEL,full_model_a0_t150_b4,0.0,150.0,4.0,1,4884,0.5794848000125521,0.9757495443705718,0.5370597870597871,0.017950704925990144,0.2961834731663018,0.601641942175392,0.9361884720199756,465.70867610380947,92.63575178498871,1.1641532182693481e-10
FULL_MODEL,full_model_a0_t150_b6,0.0,150.0,6.0,1,4884,0.5794822504818864,0.9757465209350152,0.5370597870597871,0.018023511566296873,0.29608908214541324,0.6016176074202557,0.9362642479241509,472.37534277047575,92.63575178498871,1.1641532182693481e-10
FULL_MODEL,full_model_a0_t150_b8,0.0,150.0,8.0,1,4884,0.5794798008664107,0.9757436452153214,0.5370597870597871,0.018000711514933126,0.29598221016089654,0.6016069827235104,0.9361711257286583,479.0420094371425,92.63575178498871,1.1641532182693481e-10
