favorite_relation,matches,ao_brier,clubelo_brier,ao_minus_clubelo_brier
same_favorite,145,0.17415481853865938,0.16140008311975082,0.012754735418908543
different_favorite,26,0.15424883386310603,0.13115278956595636,0.02309604429714969
