model,matches,brier,log_loss
clubelo_external,363,0.15874530376999352,0.6120742928121253
dynamic_carry_085_current,363,0.16324885776004214,0.625267041200833
dynamic_carry_050,363,0.1635169692790845,0.6253780215300657
dynamic_carry_100,363,0.16402716418688448,0.628347521625951
dynamic_season_reset,363,0.16607603722498596,0.6318318049851489
static_start_only,363,0.1787162160575546,0.6628387346736032
