match_id,fotmob_fetch_status,detail_identity_verified,detail_score_verified,detail_chronology_verified,xg_disposition
202122-0355,OK,True,True,True,ACCEPTED
202122-0357,OK,True,True,True,ACCEPTED
202122-0772,OK,True,True,True,ACCEPTED
202122-0774,OK,True,True,True,ACCEPTED
202122-0776,OK,True,True,True,ACCEPTED
202122-0780,OK,True,True,True,ACCEPTED
202122-0359,OK,True,True,True,ACCEPTED
202122-0361,OK,True,True,True,ACCEPTED
202122-0363,OK,True,True,True,ACCEPTED
202122-0365,OK,True,True,True,ACCEPTED
202122-0778,OK,True,True,True,ACCEPTED
202122-0782,OK,True,True,True,ACCEPTED
202122-0784,OK,True,True,True,ACCEPTED
202122-0786,OK,True,True,True,ACCEPTED
202122-0198,OK,True,True,True,ACCEPTED
202122-0200,OK,True,True,True,ACCEPTED
202122-0202,OK,True,True,True,ACCEPTED
202122-0204,OK,True,True,True,ACCEPTED
202122-0360,OK,True,True,True,ACCEPTED
202122-0362,OK,True,True,True,ACCEPTED
202122-0364,OK,True,True,True,ACCEPTED
202122-0366,OK,True,True,True,ACCEPTED
202122-0779,OK,True,True,True,ACCEPTED
202122-0781,OK,True,True,True,ACCEPTED
202122-0783,OK,True,True,True,ACCEPTED
202122-0785,OK,True,True,True,ACCEPTED
202122-0787,OK,True,True,True,ACCEPTED
202122-0352,OK,True,True,True,ACCEPTED
202122-0354,OK,True,True,True,ACCEPTED
202122-0356,OK,True,True,True,ACCEPTED
202122-0358,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202122-0773,OK,True,True,True,ACCEPTED
202122-0775,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202122-0777,OK,True,True,True,ACCEPTED
202122-0195,OK,True,True,True,ACCEPTED
202122-0197,OK,True,True,True,ACCEPTED
202122-0371,OK,True,True,True,ACCEPTED
202122-0379,OK,True,True,True,ACCEPTED
202122-0191,OK,True,True,True,ACCEPTED
202122-0193,OK,True,True,True,ACCEPTED
202122-0375,OK,True,True,True,ACCEPTED
202122-0792,OK,True,True,True,ACCEPTED
202122-0794,OK,True,True,True,ACCEPTED
202122-0798,OK,True,True,True,ACCEPTED
202122-0802,OK,True,True,True,ACCEPTED
202122-0367,OK,True,True,True,ACCEPTED
202122-0369,OK,True,True,True,ACCEPTED
202122-0373,OK,True,True,True,ACCEPTED
202122-0377,OK,True,True,True,ACCEPTED
202122-0788,OK,True,True,True,ACCEPTED
202122-0790,OK,True,True,True,ACCEPTED
202122-0796,OK,True,True,True,ACCEPTED
202122-0800,OK,True,True,True,ACCEPTED
202122-0203,OK,True,True,True,ACCEPTED
202122-0205,OK,True,True,True,ACCEPTED
202122-0199,OK,True,True,True,ACCEPTED
202122-0201,OK,True,True,True,ACCEPTED
202122-0368,OK,True,True,True,ACCEPTED
202122-0370,OK,True,True,True,ACCEPTED
202122-0374,OK,True,True,True,ACCEPTED
202122-0378,OK,True,True,True,ACCEPTED
202122-0789,OK,True,True,True,ACCEPTED
202122-0791,OK,True,True,True,ACCEPTED
202122-0797,OK,True,True,True,ACCEPTED
202122-0801,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202122-0372,OK,True,True,True,ACCEPTED
202122-0376,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202122-0380,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202122-0793,OK,True,True,True,ACCEPTED
202122-0795,OK,True,True,True,ACCEPTED
202122-0799,OK,True,True,True,ACCEPTED
202122-0803,OK,True,True,True,NO_PUBLIC_XG
202122-0208,OK,True,True,True,ACCEPTED
202122-0212,OK,True,True,True,ACCEPTED
202122-0206,OK,True,True,True,ACCEPTED
202122-0210,OK,True,True,True,ACCEPTED
202122-0381,OK,True,True,True,ACCEPTED
202122-0806,OK,True,True,True,ACCEPTED
202122-0383,OK,True,True,True,ACCEPTED
202122-0385,OK,True,True,True,ACCEPTED
202122-0387,OK,True,True,True,ACCEPTED
202122-0804,OK,True,True,True,ACCEPTED
202122-0808,OK,True,True,True,ACCEPTED
202122-0810,OK,True,True,True,ACCEPTED
202122-0207,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202122-0211,OK,True,True,True,ACCEPTED
202122-0209,OK,True,True,True,ACCEPTED
202122-0213,OK,True,True,True,ACCEPTED
202122-0382,OK,True,True,True,ACCEPTED
202122-0811,OK,True,True,True,ACCEPTED
202122-0384,OK,True,True,True,ACCEPTED
202122-0386,OK,True,True,True,ACCEPTED
202122-0388,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202122-0805,OK,True,True,True,ACCEPTED
202122-0807,OK,True,True,True,ACCEPTED
202122-0809,OK,True,True,True,ACCEPTED
202122-0214,OK,True,True,True,ACCEPTED
202122-0216,OK,True,True,True,ACCEPTED
202122-0389,OK,True,True,True,ACCEPTED
202122-0391,OK,True,True,True,ACCEPTED
202122-0812,OK,True,True,True,ACCEPTED
202122-0814,OK,True,True,True,ACCEPTED
202122-0217,OK,True,True,True,ACCEPTED
202122-0215,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202122-0390,OK,True,True,True,ACCEPTED
202122-0392,OK,True,True,True,ACCEPTED
202122-0813,OK,True,True,True,ACCEPTED
202122-0815,OK,True,True,True,ACCEPTED
202122-0393,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202122-0816,OK,True,True,True,ACCEPTED
202122-0218,OK,True,True,True,ACCEPTED
202223-0002,OK,True,True,True,NO_PUBLIC_XG
202223-0001,OK,True,True,True,NO_PUBLIC_XG
202223-0003,OK,True,True,True,NO_PUBLIC_XG
202223-0004,OK,True,True,True,NO_PUBLIC_XG
202223-0014,OK,True,True,True,NO_PUBLIC_XG
202223-0412,OK,True,True,True,NO_PUBLIC_XG
202223-0418,OK,True,True,True,NO_PUBLIC_XG
202223-0008,OK,True,True,True,NO_PUBLIC_XG
202223-0016,OK,True,True,True,NO_PUBLIC_XG
202223-0022,OK,True,True,True,NO_PUBLIC_XG
202223-0026,OK,True,True,True,NO_PUBLIC_XG
202223-0024,OK,True,True,True,NO_PUBLIC_XG
202223-0028,OK,True,True,True,NO_PUBLIC_XG
202223-0012,OK,True,True,True,NO_PUBLIC_XG
202223-0394,OK,True,True,True,NO_PUBLIC_XG
202223-0018,OK,True,True,True,NO_PUBLIC_XG
202223-0020,OK,True,True,True,NO_PUBLIC_XG
202223-0010,OK,True,True,True,NO_PUBLIC_XG
202223-0030,OK,True,True,True,NO_PUBLIC_XG
202223-0424,OK,True,True,True,NO_PUBLIC_XG
202223-0006,OK,True,True,True,NO_PUBLIC_XG
202223-0032,OK,True,True,True,NO_PUBLIC_XG
202223-0390,OK,True,True,True,NO_PUBLIC_XG
202223-0420,OK,True,True,True,NO_PUBLIC_XG
202223-0398,OK,True,True,True,NO_PUBLIC_XG
202223-0406,OK,True,True,True,NO_PUBLIC_XG
202223-0414,OK,True,True,True,NO_PUBLIC_XG
202223-0434,OK,True,True,True,NO_PUBLIC_XG
202223-0440,OK,True,True,True,NO_PUBLIC_XG
202223-0444,OK,True,True,True,NO_PUBLIC_XG
202223-0446,OK,True,True,True,NO_PUBLIC_XG
202223-0408,OK,True,True,True,NO_PUBLIC_XG
202223-0396,OK,True,True,True,NO_PUBLIC_XG
202223-0404,OK,True,True,True,NO_PUBLIC_XG
202223-0416,OK,True,True,True,NO_PUBLIC_XG
202223-0438,OK,True,True,True,NO_PUBLIC_XG
202223-0400,OK,True,True,True,NO_PUBLIC_XG
202223-0402,OK,True,True,True,NO_PUBLIC_XG
202223-0426,OK,True,True,True,NO_PUBLIC_XG
202223-0428,OK,True,True,True,NO_PUBLIC_XG
202223-0430,OK,True,True,True,NO_PUBLIC_XG
202223-0436,OK,True,True,True,NO_PUBLIC_XG
202223-0442,OK,True,True,True,NO_PUBLIC_XG
202223-0392,OK,True,True,True,NO_PUBLIC_XG
202223-0410,OK,True,True,True,NO_PUBLIC_XG
202223-0422,OK,True,True,True,NO_PUBLIC_XG
202223-0432,OK,True,True,True,NO_PUBLIC_XG
202223-0448,OK,True,True,True,NO_PUBLIC_XG
202223-0019,OK,True,True,True,NO_PUBLIC_XG
202223-0017,OK,True,True,True,NO_PUBLIC_XG
202223-0027,OK,True,True,True,NO_PUBLIC_XG
202223-0029,OK,True,True,True,NO_PUBLIC_XG
202223-0031,OK,True,True,True,NO_PUBLIC_XG
202223-0011,OK,True,True,True,NO_PUBLIC_XG
202223-0025,OK,True,True,True,NO_PUBLIC_XG
202223-0395,OK,True,True,True,NO_PUBLIC_XG
202223-0009,OK,True,True,True,NO_PUBLIC_XG
202223-0015,OK,True,True,True,NO_PUBLIC_XG
202223-0007,OK,True,True,True,NO_PUBLIC_XG
202223-0021,OK,True,True,True,NO_PUBLIC_XG
202223-0033,OK,True,True,True,NO_PUBLIC_XG
202223-0013,OK,True,True,True,NO_PUBLIC_XG
202223-0005,OK,True,True,True,NO_PUBLIC_XG
202223-0023,OK,True,True,True,NO_PUBLIC_XG
202223-0403,OK,True,True,True,NO_PUBLIC_XG
202223-0393,OK,True,True,True,NO_PUBLIC_XG
202223-0425,OK,True,True,True,NO_PUBLIC_XG
202223-0437,OK,True,True,True,NO_PUBLIC_XG
202223-0397,OK,True,True,True,NO_PUBLIC_XG
202223-0399,OK,True,True,True,NO_PUBLIC_XG
202223-0409,OK,True,True,True,NO_PUBLIC_XG
202223-0433,OK,True,True,True,NO_PUBLIC_XG
202223-0447,OK,True,True,True,NO_PUBLIC_XG
202223-0407,OK,True,True,True,NO_PUBLIC_XG
202223-0413,OK,True,True,True,NO_PUBLIC_XG
202223-0415,OK,True,True,True,NO_PUBLIC_XG
202223-0439,OK,True,True,True,NO_PUBLIC_XG
202223-0449,OK,True,True,True,NO_PUBLIC_XG
202223-0443,OK,True,True,True,NO_PUBLIC_XG
202223-0417,OK,True,True,True,NO_PUBLIC_XG
202223-0391,OK,True,True,True,NO_PUBLIC_XG
202223-0405,OK,True,True,True,NO_PUBLIC_XG
202223-0411,OK,True,True,True,NO_PUBLIC_XG
202223-0427,OK,True,True,True,NO_PUBLIC_XG
202223-0435,OK,True,True,True,NO_PUBLIC_XG
202223-0441,OK,True,True,True,NO_PUBLIC_XG
202223-0419,OK,True,True,True,NO_PUBLIC_XG
202223-0429,OK,True,True,True,NO_PUBLIC_XG
202223-0431,OK,True,True,True,NO_PUBLIC_XG
202223-0401,OK,True,True,True,NO_PUBLIC_XG
202223-0423,OK,True,True,True,NO_PUBLIC_XG
202223-0445,OK,True,True,True,NO_PUBLIC_XG
202223-0421,OK,True,True,True,NO_PUBLIC_XG
202223-0038,OK,True,True,True,ACCEPTED
202223-0044,OK,True,True,True,NO_PUBLIC_XG
202223-0052,OK,True,True,True,NO_PUBLIC_XG
202223-0046,OK,True,True,True,NO_PUBLIC_XG
202223-0054,OK,True,True,True,ACCEPTED
202223-0546,OK,True,True,True,NO_PUBLIC_XG
202223-0548,OK,True,True,True,NO_PUBLIC_XG
202223-0042,OK,True,True,True,NO_PUBLIC_XG
202223-0540,OK,True,True,True,NO_PUBLIC_XG
202223-0036,OK,True,True,True,NO_PUBLIC_XG
202223-0040,OK,True,True,True,NO_PUBLIC_XG
202223-0050,OK,True,True,True,NO_PUBLIC_XG
202223-0454,OK,True,True,True,NO_PUBLIC_XG
202223-0500,OK,True,True,True,NO_PUBLIC_XG
202223-0034,OK,True,True,True,NO_PUBLIC_XG
202223-0056,OK,True,True,True,NO_PUBLIC_XG
202223-0048,OK,True,True,True,NO_PUBLIC_XG
202223-0544,OK,True,True,True,NO_PUBLIC_XG
202223-0482,OK,True,True,True,NO_PUBLIC_XG
202223-0476,OK,True,True,True,NO_PUBLIC_XG
202223-0484,OK,True,True,True,NO_PUBLIC_XG
202223-0554,OK,True,True,True,NO_PUBLIC_XG
202223-0474,OK,True,True,True,NO_PUBLIC_XG
202223-0532,OK,True,True,True,NO_PUBLIC_XG
202223-0466,OK,True,True,True,NO_PUBLIC_XG
202223-0464,OK,True,True,True,NO_PUBLIC_XG
202223-0470,OK,True,True,True,NO_PUBLIC_XG
202223-0488,OK,True,True,True,NO_PUBLIC_XG
202223-0508,OK,True,True,True,NO_PUBLIC_XG
202223-0510,OK,True,True,True,NO_PUBLIC_XG
202223-0536,OK,True,True,True,NO_PUBLIC_XG
202223-0550,OK,True,True,True,NO_PUBLIC_XG
202223-0498,OK,True,True,True,NO_PUBLIC_XG
202223-0502,OK,True,True,True,NO_PUBLIC_XG
202223-0514,OK,True,True,True,NO_PUBLIC_XG
202223-0450,OK,True,True,True,NO_PUBLIC_XG
202223-0456,OK,True,True,True,NO_PUBLIC_XG
202223-0486,OK,True,True,True,NO_PUBLIC_XG
202223-0494,OK,True,True,True,NO_PUBLIC_XG
202223-0512,OK,True,True,True,NO_PUBLIC_XG
202223-0516,OK,True,True,True,NO_PUBLIC_XG
202223-0518,OK,True,True,True,NO_PUBLIC_XG
202223-0520,OK,True,True,True,NO_PUBLIC_XG
202223-0524,OK,True,True,True,NO_PUBLIC_XG
202223-0530,OK,True,True,True,NO_PUBLIC_XG
202223-0538,OK,True,True,True,NO_PUBLIC_XG
202223-0460,OK,True,True,True,NO_PUBLIC_XG
202223-0468,OK,True,True,True,NO_PUBLIC_XG
202223-0552,OK,True,True,True,NO_PUBLIC_XG
202223-0458,OK,True,True,True,NO_PUBLIC_XG
202223-0452,OK,True,True,True,NO_PUBLIC_XG
202223-0480,OK,True,True,True,NO_PUBLIC_XG
202223-0522,OK,True,True,True,NO_PUBLIC_XG
202223-0462,OK,True,True,True,NO_PUBLIC_XG
202223-0496,OK,True,True,True,NO_PUBLIC_XG
202223-0504,OK,True,True,True,NO_PUBLIC_XG
202223-0528,OK,True,True,True,NO_PUBLIC_XG
202223-0492,OK,True,True,True,NO_PUBLIC_XG
202223-0506,OK,True,True,True,NO_PUBLIC_XG
202223-0472,OK,True,True,True,NO_PUBLIC_XG
202223-0478,OK,True,True,True,NO_PUBLIC_XG
202223-0534,OK,True,True,True,NO_PUBLIC_XG
202223-0490,OK,True,True,True,NO_PUBLIC_XG
202223-0526,OK,True,True,True,NO_PUBLIC_XG
202223-0542,OK,True,True,True,NO_PUBLIC_XG
202223-0055,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202223-0555,OK,True,True,True,NO_PUBLIC_XG
202223-0041,OK,True,True,True,NO_PUBLIC_XG
202223-0049,OK,True,True,True,NO_PUBLIC_XG
202223-0543,OK,True,True,True,NO_PUBLIC_XG
202223-0053,OK,True,True,True,NO_PUBLIC_XG
202223-0541,OK,True,True,True,NO_PUBLIC_XG
202223-0037,OK,True,True,True,NO_PUBLIC_XG
202223-0047,OK,True,True,True,NO_PUBLIC_XG
202223-0553,OK,True,True,True,NO_PUBLIC_XG
202223-0043,OK,True,True,True,NO_PUBLIC_XG
202223-0039,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202223-0045,OK,True,True,True,NO_PUBLIC_XG
202223-0057,OK,True,True,True,NO_PUBLIC_XG
202223-0531,OK,True,True,True,NO_PUBLIC_XG
202223-0453,OK,True,True,True,NO_PUBLIC_XG
202223-0545,OK,True,True,True,NO_PUBLIC_XG
202223-0035,OK,True,True,True,NO_PUBLIC_XG
202223-0051,OK,True,True,True,NO_PUBLIC_XG
202223-0535,OK,True,True,True,NO_PUBLIC_XG
202223-0457,OK,True,True,True,NO_PUBLIC_XG
202223-0475,OK,True,True,True,NO_PUBLIC_XG
202223-0477,OK,True,True,True,NO_PUBLIC_XG
202223-0537,OK,True,True,True,NO_PUBLIC_XG
202223-0459,OK,True,True,True,NO_PUBLIC_XG
202223-0509,OK,True,True,True,NO_PUBLIC_XG
202223-0451,OK,True,True,True,NO_PUBLIC_XG
202223-0455,OK,True,True,True,NO_PUBLIC_XG
202223-0461,OK,True,True,True,NO_PUBLIC_XG
202223-0467,OK,True,True,True,NO_PUBLIC_XG
202223-0481,OK,True,True,True,NO_PUBLIC_XG
202223-0489,OK,True,True,True,NO_PUBLIC_XG
202223-0495,OK,True,True,True,NO_PUBLIC_XG
202223-0497,OK,True,True,True,NO_PUBLIC_XG
202223-0499,OK,True,True,True,NO_PUBLIC_XG
202223-0515,OK,True,True,True,NO_PUBLIC_XG
202223-0529,OK,True,True,True,NO_PUBLIC_XG
202223-0539,OK,True,True,True,NO_PUBLIC_XG
202223-0547,OK,True,True,True,NO_PUBLIC_XG
202223-0551,OK,True,True,True,NO_PUBLIC_XG
202223-0465,OK,True,True,True,NO_PUBLIC_XG
202223-0471,OK,True,True,True,NO_PUBLIC_XG
202223-0473,OK,True,True,True,NO_PUBLIC_XG
202223-0525,OK,True,True,True,NO_PUBLIC_XG
202223-0487,OK,True,True,True,NO_PUBLIC_XG
202223-0463,OK,True,True,True,NO_PUBLIC_XG
202223-0469,OK,True,True,True,NO_PUBLIC_XG
202223-0479,OK,True,True,True,NO_PUBLIC_XG
202223-0485,OK,True,True,True,NO_PUBLIC_XG
202223-0493,OK,True,True,True,NO_PUBLIC_XG
202223-0503,OK,True,True,True,NO_PUBLIC_XG
202223-0507,NOT_REQUESTED,False,False,False,IDENTITY_AMBIGUOUS
202223-0511,OK,True,True,True,NO_PUBLIC_XG
202223-0519,OK,True,True,True,NO_PUBLIC_XG
202223-0521,OK,True,True,True,NO_PUBLIC_XG
202223-0523,OK,True,True,True,NO_PUBLIC_XG
202223-0533,OK,True,True,True,NO_PUBLIC_XG
202223-0483,OK,True,True,True,NO_PUBLIC_XG
202223-0491,OK,True,True,True,NO_PUBLIC_XG
202223-0505,OK,True,True,True,NO_PUBLIC_XG
202223-0513,OK,True,True,True,NO_PUBLIC_XG
202223-0501,OK,True,True,True,NO_PUBLIC_XG
202223-0517,OK,True,True,True,NO_PUBLIC_XG
202223-0527,OK,True,True,True,NO_PUBLIC_XG
202223-0549,OK,True,True,True,NO_PUBLIC_XG
202223-0064,OK,True,True,True,NO_PUBLIC_XG
202223-0062,OK,True,True,True,NO_PUBLIC_XG
202223-0070,OK,True,True,True,ACCEPTED
202223-0074,OK,True,True,True,NO_PUBLIC_XG
202223-0076,OK,True,True,True,ACCEPTED
202223-0060,OK,True,True,True,NO_PUBLIC_XG
202223-0066,OK,True,True,True,NO_PUBLIC_XG
202223-0058,OK,True,True,True,NO_PUBLIC_XG
202223-0568,OK,True,True,True,NO_PUBLIC_XG
202223-0584,OK,True,True,True,NO_PUBLIC_XG
202223-0586,OK,True,True,True,NO_PUBLIC_XG
202223-0072,OK,True,True,True,ACCEPTED
202223-0582,OK,True,True,True,NO_PUBLIC_XG
202223-0068,OK,True,True,True,NO_PUBLIC_XG
202223-0215,OK,True,True,True,NO_PUBLIC_XG
202223-0564,OK,True,True,True,NO_PUBLIC_XG
202223-0612,OK,True,True,True,NO_PUBLIC_XG
202223-0556,OK,True,True,True,NO_PUBLIC_XG
202223-0566,OK,True,True,True,NO_PUBLIC_XG
202223-0217,OK,True,True,True,NO_PUBLIC_XG
202223-0219,OK,True,True,True,NO_PUBLIC_XG
202223-0558,OK,True,True,True,NO_PUBLIC_XG
202223-0560,OK,True,True,True,NO_PUBLIC_XG
202223-0574,OK,True,True,True,NO_PUBLIC_XG
202223-0576,OK,True,True,True,NO_PUBLIC_XG
202223-0580,OK,True,True,True,NO_PUBLIC_XG
202223-0588,OK,True,True,True,NO_PUBLIC_XG
202223-0590,OK,True,True,True,NO_PUBLIC_XG
202223-0592,OK,True,True,True,NO_PUBLIC_XG
202223-0608,OK,True,True,True,NO_PUBLIC_XG
202223-0618,OK,True,True,True,NO_PUBLIC_XG
202223-0596,OK,True,True,True,NO_PUBLIC_XG
202223-0600,OK,True,True,True,NO_PUBLIC_XG
202223-0594,OK,True,True,True,NO_PUBLIC_XG
202223-0598,OK,True,True,True,NO_PUBLIC_XG
202223-0602,OK,True,True,True,NO_PUBLIC_XG
202223-0604,OK,True,True,True,NO_PUBLIC_XG
202223-0614,OK,True,True,True,NO_PUBLIC_XG
202223-0227,OK,True,True,True,NO_PUBLIC_XG
202223-0572,OK,True,True,True,NO_PUBLIC_XG
202223-0223,OK,True,True,True,ACCEPTED
202223-0562,OK,True,True,True,NO_PUBLIC_XG
202223-0610,OK,True,True,True,NO_PUBLIC_XG
202223-0606,OK,True,True,True,NO_PUBLIC_XG
202223-0221,OK,True,True,True,NO_PUBLIC_XG
202223-0225,OK,True,True,True,NO_PUBLIC_XG
202223-0570,OK,True,True,True,NO_PUBLIC_XG
202223-0578,OK,True,True,True,NO_PUBLIC_XG
202223-0616,OK,True,True,True,NO_PUBLIC_XG
202223-0067,OK,True,True,True,NO_PUBLIC_XG
202223-0587,OK,True,True,True,NO_PUBLIC_XG
202223-0059,OK,True,True,True,NO_PUBLIC_XG
202223-0065,OK,True,True,True,NO_PUBLIC_XG
202223-0069,OK,True,True,True,NO_PUBLIC_XG
202223-0077,OK,True,True,True,ACCEPTED
202223-0061,OK,True,True,True,NO_PUBLIC_XG
202223-0063,OK,True,True,True,NO_PUBLIC_XG
202223-0569,OK,True,True,True,NO_PUBLIC_XG
202223-0071,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202223-0073,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202223-0075,OK,True,True,True,NO_PUBLIC_XG
202223-0222,OK,True,True,True,NO_PUBLIC_XG
202223-0571,OK,True,True,True,NO_PUBLIC_XG
202223-0581,OK,True,True,True,NO_PUBLIC_XG
202223-0617,OK,True,True,True,NO_PUBLIC_XG
202223-0228,OK,True,True,True,NO_PUBLIC_XG
202223-0557,OK,True,True,True,NO_PUBLIC_XG
202223-0218,OK,True,True,True,NO_PUBLIC_XG
202223-0224,OK,True,True,True,ACCEPTED
202223-0599,OK,True,True,True,NO_PUBLIC_XG
202223-0603,OK,True,True,True,NO_PUBLIC_XG
202223-0605,OK,True,True,True,NO_PUBLIC_XG
202223-0607,OK,True,True,True,NO_PUBLIC_XG
202223-0619,OK,True,True,True,NO_PUBLIC_XG
202223-0573,NOT_REQUESTED,False,False,False,IDENTITY_AMBIGUOUS
202223-0595,OK,True,True,True,NO_PUBLIC_XG
202223-0575,OK,True,True,True,NO_PUBLIC_XG
202223-0583,OK,True,True,True,NO_PUBLIC_XG
202223-0601,OK,True,True,True,NO_PUBLIC_XG
202223-0609,OK,True,True,True,NO_PUBLIC_XG
202223-0563,OK,True,True,True,NO_PUBLIC_XG
202223-0220,OK,True,True,True,NO_PUBLIC_XG
202223-0559,OK,True,True,True,NO_PUBLIC_XG
202223-0561,OK,True,True,True,NO_PUBLIC_XG
202223-0567,OK,True,True,True,NO_PUBLIC_XG
202223-0589,OK,True,True,True,NO_PUBLIC_XG
202223-0597,OK,True,True,True,NO_PUBLIC_XG
202223-0613,OK,True,True,True,NO_PUBLIC_XG
202223-0615,OK,True,True,True,NO_PUBLIC_XG
202223-0226,OK,True,True,True,NO_PUBLIC_XG
202223-0593,NOT_REQUESTED,False,False,False,IDENTITY_AMBIGUOUS
202223-0611,OK,True,True,True,NO_PUBLIC_XG
202223-0577,OK,True,True,True,NO_PUBLIC_XG
202223-0216,OK,True,True,True,NO_PUBLIC_XG
202223-0565,OK,True,True,True,NO_PUBLIC_XG
202223-0579,OK,True,True,True,NO_PUBLIC_XG
202223-0585,OK,True,True,True,NO_PUBLIC_XG
202223-0591,OK,True,True,True,NO_PUBLIC_XG
202223-0080,OK,True,True,True,ACCEPTED
202223-0084,OK,True,True,True,ACCEPTED
202223-0088,OK,True,True,True,ACCEPTED
202223-0078,OK,True,True,True,ACCEPTED
202223-0622,OK,True,True,True,NO_PUBLIC_XG
202223-0082,OK,True,True,True,ACCEPTED
202223-0086,OK,True,True,True,ACCEPTED
202223-0237,OK,True,True,True,NO_PUBLIC_XG
202223-0636,OK,True,True,True,NO_PUBLIC_XG
202223-0241,OK,True,True,True,NO_PUBLIC_XG
202223-0235,OK,True,True,True,ACCEPTED
202223-0239,OK,True,True,True,NO_PUBLIC_XG
202223-0243,OK,True,True,True,NO_PUBLIC_XG
202223-0245,OK,True,True,True,NO_PUBLIC_XG
202223-0620,OK,True,True,True,NO_PUBLIC_XG
202223-0630,OK,True,True,True,NO_PUBLIC_XG
202223-0646,OK,True,True,True,NO_PUBLIC_XG
202223-0648,OK,True,True,True,NO_PUBLIC_XG
202223-0650,OK,True,True,True,NO_PUBLIC_XG
202223-0656,OK,True,True,True,NO_PUBLIC_XG
202223-0638,OK,True,True,True,NO_PUBLIC_XG
202223-0247,OK,True,True,True,NO_PUBLIC_XG
202223-0624,OK,True,True,True,NO_PUBLIC_XG
202223-0229,OK,True,True,True,NO_PUBLIC_XG
202223-0628,OK,True,True,True,NO_PUBLIC_XG
202223-0662,OK,True,True,True,NO_PUBLIC_XG
202223-0654,OK,True,True,True,NO_PUBLIC_XG
202223-0231,OK,True,True,True,NO_PUBLIC_XG
202223-0632,OK,True,True,True,NO_PUBLIC_XG
202223-0642,OK,True,True,True,NO_PUBLIC_XG
202223-0658,OK,True,True,True,NO_PUBLIC_XG
202223-0634,OK,True,True,True,NO_PUBLIC_XG
202223-0644,OK,True,True,True,NO_PUBLIC_XG
202223-0233,OK,True,True,True,ACCEPTED
202223-0626,OK,True,True,True,NO_PUBLIC_XG
202223-0640,OK,True,True,True,NO_PUBLIC_XG
202223-0652,OK,True,True,True,NO_PUBLIC_XG
202223-0660,OK,True,True,True,NO_PUBLIC_XG
202223-0623,OK,True,True,True,NO_PUBLIC_XG
202223-0079,OK,True,True,True,ACCEPTED
202223-0083,OK,True,True,True,ACCEPTED
202223-0087,OK,True,True,True,ACCEPTED
202223-0081,OK,True,True,True,EXTRA_TIME_SCOPE_MISMATCH
202223-0085,OK,True,True,True,ACCEPTED
202223-0089,OK,True,True,True,ACCEPTED
202223-0230,OK,True,True,True,NO_PUBLIC_XG
202223-0248,OK,True,True,True,NO_PUBLIC_XG
202223-0238,OK,True,True,True,NO_PUBLIC_XG
202223-0232,OK,True,True,True,NO_PUBLIC_XG
202223-0234,OK,True,True,True,ACCEPTED
202223-0240,OK,True,True,True,NO_PUBLIC_XG
202223-0246,OK,True,True,True,NO_PUBLIC_XG
202223-0621,OK,True,True,True,NO_PUBLIC_XG
202223-0627,OK,True,True,True,NO_PUBLIC_XG
202223-0633,OK,True,True,True,NO_PUBLIC_XG
202223-0637,OK,True,True,True,NO_PUBLIC_XG
202223-0639,OK,True,True,True,NO_PUBLIC_XG
202223-0643,OK,True,True,True,NO_PUBLIC_XG
202223-0645,OK,True,True,True,NO_PUBLIC_XG
202223-0649,OK,True,True,True,NO_PUBLIC_XG
202223-0651,OK,True,True,True,NO_PUBLIC_XG
202223-0655,OK,True,True,True,NO_PUBLIC_XG
202223-0631,OK,True,True,True,NO_PUBLIC_XG
202223-0641,OK,True,True,True,NO_PUBLIC_XG
202223-0647,OK,True,True,True,NO_PUBLIC_XG
202223-0661,OK,True,True,True,NO_PUBLIC_XG
202223-0659,OK,True,True,True,NO_PUBLIC_XG
202223-0663,OK,True,True,True,NO_PUBLIC_XG
202223-0625,OK,True,True,True,NO_PUBLIC_XG
202223-0657,OK,True,True,True,NO_PUBLIC_XG
202223-0236,OK,True,True,True,ACCEPTED
202223-0242,OK,True,True,True,NO_PUBLIC_XG
202223-0244,OK,True,True,True,NO_PUBLIC_XG
202223-0629,OK,True,True,True,NO_PUBLIC_XG
202223-0635,OK,True,True,True,NO_PUBLIC_XG
202223-0653,OK,True,True,True,NO_PUBLIC_XG
202223-0098,OK,True,True,True,ACCEPTED
202223-0102,OK,True,True,True,ACCEPTED
202223-0099,OK,True,True,True,ACCEPTED
202223-0100,OK,True,True,True,ACCEPTED
202223-0101,OK,True,True,True,ACCEPTED
202223-0103,OK,True,True,True,ACCEPTED
202223-0104,OK,True,True,True,ACCEPTED
