model_arm,matches,single_match_ties,brier_1x2,log_loss_1x2,accuracy_1x2,delta_vs_baseline_brier_1x2,delta_vs_baseline_log_loss_1x2,delta_vs_baseline_accuracy_1x2
BASELINE_GLOBAL_DRAW,4884,224,0.5727502043662939,0.9659878634150513,0.5501638001638002,0.0,0.0,0.0
WALK_FORWARD_FORMAT_DRAW,4884,224,0.5724438343037572,0.9665033753183775,0.5501638001638002,-0.0003063700625366428,0.0005155119033262157,0.0
PRESPECIFIED_SINGLE_DRAW_012,4884,224,0.5720926654555982,0.964370837241503,0.5501638001638002,-0.0006575389106956431,-0.0016170261735483082,0.0
