candidate,season,competition,matches,log_loss,brier,decisive_accuracy,mean_season_spearman,fold
domestic_c80_a0.1,2023/24,UEL,175,0.5667818900466627,0.14038620462379373,0.7785714285714286,0.7066102077036066,1
domestic_c80_a0.1,2023/24,UECL,417,0.6235217254981018,0.16535757743894242,0.6818181818181818,0.3257562033007662,1
domestic_c80_a0.2,2021/22,ALL,816,0.6201639878867474,0.15776752506340344,0.6910828025477707,0.4244284963117995,1
domestic_c80_a0.2,2021/22,UCL,218,0.6038398400379583,0.15903808426189023,0.7215909090909091,0.43111391108510144,1
domestic_c80_a0.2,2021/22,UEL,175,0.6456474266781108,0.15747467295103323,0.6428571428571429,0.4470533117785218,1
domestic_c80_a0.2,2021/22,UECL,423,0.6180341118644009,0.15723387781610954,0.6932515337423313,0.3657954185205579,1
domestic_c80_a0.2,2022/23,ALL,804,0.6322980110858578,0.16428885209552946,0.6747181964573269,0.4079427542843389,1
domestic_c80_a0.2,2022/23,UCL,214,0.6235415437451424,0.1601127267236545,0.6909090909090909,0.35220845987978633,1
domestic_c80_a0.2,2022/23,UEL,175,0.6347097008136083,0.16252595047440113,0.6917293233082706,0.42101087469810866,1
domestic_c80_a0.2,2022/23,UECL,415,0.6357964166486452,0.16718571622391185,0.6594427244582043,0.3416829486941833,1
domestic_c80_a0.2,2023/24,ALL,806,0.612283335379118,0.15887020236048013,0.705511811023622,0.40296371138939363,1
domestic_c80_a0.2,2023/24,UCL,214,0.6275104729468894,0.16134096991618407,0.6909090909090909,0.39756321606188355,1
domestic_c80_a0.2,2023/24,UEL,175,0.5671429034871671,0.14053946524443534,0.7785714285714286,0.7066102077036066,1
domestic_c80_a0.2,2023/24,UECL,417,0.6234127553829271,0.16529498590577313,0.6818181818181818,0.32877974293478296,1
domestic_c80_a0.4,2021/22,ALL,816,0.6203980095353796,0.1578627733430353,0.6863057324840764,0.42754986819418206,1
domestic_c80_a0.4,2021/22,UCL,218,0.6045625872923069,0.15936161270547028,0.7215909090909091,0.4309957556020294,1
domestic_c80_a0.4,2021/22,UEL,175,0.6456477865025341,0.15747890151840382,0.6349206349206349,0.456217561789879,1
domestic_c80_a0.4,2021/22,UECL,423,0.6181129293456347,0.15724913407187618,0.6871165644171779,0.37055388958834823,1
domestic_c80_a0.4,2022/23,ALL,804,0.6320937704168222,0.16417907198641832,0.6747181964573269,0.4085763635698514,1
domestic_c80_a0.4,2022/23,UCL,214,0.6237529553773467,0.1601913572217815,0.6909090909090909,0.35310261692441636,1
domestic_c80_a0.4,2022/23,UEL,175,0.6341882597586261,0.16229866000303658,0.6917293233082706,0.4213373662643731,1
domestic_c80_a0.4,2022/23,UECL,415,0.6355115988111164,0.1670283323640668,0.6594427244582043,0.34388177669212533,1
domestic_c80_a0.4,2023/24,ALL,806,0.6124889829789022,0.15894861312917188,0.6992125984251969,0.4029138007157792,1
domestic_c80_a0.4,2023/24,UCL,214,0.6279132358493228,0.16153615445058056,0.6787878787878788,0.4041822552668403,1
domestic_c80_a0.4,2023/24,UEL,175,0.5679090860724898,0.14086601970669335,0.7785714285714286,0.6997692991706228,1
domestic_c80_a0.4,2023/24,UECL,417,0.623282008984543,0.16520933256838602,0.6757575757575758,0.3284271404168359,1
domestic_c120_a0.0,2021/22,ALL,816,0.6197054659202723,0.15754777346644752,0.6894904458598726,0.4249519026207563,1
domestic_c120_a0.0,2021/22,UCL,218,0.6031473775200317,0.15871611721629889,0.7272727272727273,0.4309957556020294,1
domestic_c120_a0.0,2021/22,UEL,175,0.6462324323616812,0.15772290360147176,0.6428571428571429,0.45478369954320413,1
domestic_c120_a0.0,2021/22,UECL,423,0.6172644355278513,0.15687319495321622,0.6871165644171779,0.3671352120762671,1
domestic_c120_a0.0,2022/23,ALL,804,0.6315019591572044,0.16392914732888367,0.6698872785829307,0.40688451226983074,1
domestic_c120_a0.0,2022/23,UCL,214,0.6228276399815392,0.15980287926133183,0.6787878787878788,0.3471373120695272,1
domestic_c120_a0.0,2022/23,UEL,175,0.6332688088002332,0.16196762833254846,0.6766917293233082,0.41209765493908707,1
domestic_c120_a0.0,2022/23,UECL,415,0.6352299244971137,0.16688405622241317,0.6625386996904025,0.34070861772503525,1
domestic_c120_a0.0,2023/24,ALL,806,0.6119404602897278,0.15866290093544727,0.705511811023622,0.40362761751954723,1
domestic_c120_a0.0,2023/24,UCL,214,0.6270286490025733,0.1610764862218275,0.6848484848484848,0.40317473292157713,1
