candidate,season,competition,matches,log_loss,brier,decisive_accuracy,mean_season_spearman
country_b12.5_g1.8_c360,2023/24,UEL,175,0.5800163030470762,0.14614099655742033,0.7642857142857142,0.6456966633022534
country_b12.5_g1.8_c360,2023/24,UECL,417,0.6211805430799279,0.1642060219325384,0.6878787878787879,0.34869388347460517
country_b12.5_g1.8_c360,2024/25,ALL,957,0.62945538506662,0.17234802485209366,0.6941935483870968,0.443147179614235
country_b12.5_g1.8_c360,2024/25,UCL,279,0.6347953053573608,0.18295711316413477,0.6978723404255319,0.3865501447489867
country_b12.5_g1.8_c360,2024/25,UEL,269,0.6322388031417707,0.1696430914230529,0.7102803738317757,0.4420054598550956
country_b12.5_g1.8_c360,2024/25,UECL,409,0.6239820911220424,0.16689005774537605,0.6809815950920245,0.37837597050359895
country_b12.5_g1.8_c360,2025/26,ALL,961,0.6360786438003706,0.17365442642019216,0.6645077720207254,0.3826267420169989
country_b12.5_g1.8_c360,2025/26,UCL,281,0.6192603327090728,0.16794754880863366,0.6842105263157895,0.4259159707504897
country_b12.5_g1.8_c360,2025/26,UEL,271,0.6516443644669686,0.182393905686523,0.6210045662100456,0.34665263288556175
country_b12.5_g1.8_c360,2025/26,UECL,409,0.6373198054531987,0.1717845822335718,0.68,0.3316019502155929
country_b12.5_g1.8_c380,2021/22,ALL,816,0.6210287757827906,0.15808177919266633,0.697452229299363,0.4125825446991429
country_b12.5_g1.8_c380,2021/22,UCL,218,0.6105085320964999,0.16217864500369641,0.7159090909090909,0.4333099449298978
country_b12.5_g1.8_c380,2021/22,UEL,175,0.6425747098596439,0.15622391580644976,0.6349206349206349,0.46151661791889514
country_b12.5_g1.8_c380,2021/22,UECL,423,0.6175367537027954,0.1567390116886081,0.7116564417177914,0.34310811096512167
country_b12.5_g1.8_c380,2022/23,ALL,804,0.6350728873765877,0.16529344576790111,0.6634460547504025,0.4014229216735911
country_b12.5_g1.8_c380,2022/23,UCL,214,0.6270680016034414,0.16165877565993592,0.6787878787878788,0.32908545501649794
country_b12.5_g1.8_c380,2022/23,UEL,175,0.6348433298474518,0.16290712635165314,0.6691729323308271,0.39063716451179575
country_b12.5_g1.8_c380,2022/23,UECL,415,0.6392975093598456,0.1681739886617516,0.653250773993808,0.34676965857365405
country_b12.5_g1.8_c380,2023/24,ALL,806,0.6158250569382056,0.16041088991546362,0.7023622047244095,0.40332702422060845
country_b12.5_g1.8_c380,2023/24,UCL,214,0.6322785577509102,0.1636588325385702,0.6787878787878788,0.394118392425979
country_b12.5_g1.8_c380,2023/24,UEL,175,0.580976135564552,0.14655887725743855,0.7714285714285715,0.6443546668914767
country_b12.5_g1.8_c380,2023/24,UECL,417,0.622006141030461,0.16455727479270482,0.6848484848484848,0.3467173673913923
country_b12.5_g1.8_c380,2024/25,ALL,957,0.6311689106561519,0.17314925381864602,0.6916129032258065,0.4430497777633082
