model,matches,exact_score_nll,total_goals_mae,total_goals_bias,over_2_5_brier,over_2_5_log_loss,btts_brier,btts_log_loss
EXISTING_ELO_POISSON,4884,3.0133462697517723,1.3808921854562084,-0.07174607452734215,0.24663023983617685,0.6862637129122668,0.24971281991239092,0.6925788360303933
DOMESTIC_ATTACK_DEFENCE_POISSON,4884,3.0070782047729616,1.3756353983070637,-0.04457802895210131,0.24559061421018044,0.6841636304296728,0.2490021275223456,0.6911459536080937
DOMESTIC_ATTACK_DEFENCE_DIXON_COLES,4884,3.008997593858647,1.3756353983070637,-0.04457802895210131,0.24559061421018044,0.6841636304296728,0.2488870702617013,0.6909161098157682
