candidate_key,profile,ucl_multiplier,uel_multiplier,uecl_multiplier,matches,brier_1x2,log_loss_1x2,max_abs_match_delta,max_pair_sum_error,max_abs_rating_change,start_end_rank_correlation,max_reserve,reserve_added,trophy_added,ranking_score,pairwise_accuracy
k_hierarchy_ucl1.25_uel0.8125_uecl0.5625,HIERARCHY,1.25,0.8125,0.5625,6340,0.5759702450553035,0.9704776399335648,114.95768596664827,9.094947017729282e-13,440.0270333779656,0.9546279786319162,0.0,0.0,0.0,0.30901197853030904,0.6061552593355187
k_hierarchy_ucl1.25_uel0.8125_uecl0.75,HIERARCHY,1.25,0.8125,0.75,6340,0.5759422213989567,0.9704004895610904,114.95768596664827,9.094947017729282e-13,440.0270333779656,0.9503959975715192,0.0,0.0,0.0,0.3091657078176662,0.606462279458514
k_hierarchy_ucl1.25_uel1_uecl0.3125,HIERARCHY,1.25,1.0,0.3125,6340,0.5759744772180239,0.9705603809732379,114.95768596664827,9.094947017729282e-13,475.94475705658465,0.9429198841089751,0.0,0.0,0.0,0.3069735120271649,0.6051397596816911
k_hierarchy_ucl1.25_uel1_uecl0.5625,HIERARCHY,1.25,1.0,0.5625,6340,0.5756136214605208,0.9699727894849802,114.95768596664827,9.094947017729282e-13,475.94475705658465,0.9429198841089751,0.0,0.0,0.0,0.30865115077786914,0.6058820838934644
k_hierarchy_ucl1.25_uel1_uecl0.75,HIERARCHY,1.25,1.0,0.75,6340,0.5755924323627656,0.9699058564188526,114.95768596664827,9.094947017729282e-13,475.94475705658465,0.9429198841089751,0.0,0.0,0.0,0.30891160829493786,0.6062492489883591
k_hierarchy_ucl1.25_uel1_uecl0.9375,HIERARCHY,1.25,1.0,0.9375,6340,0.5757530613976529,0.9701051482878281,114.95768596664827,9.094947017729282e-13,475.94475705658465,0.9376504662962523,0.0,0.0,0.0,0.3079724682272577,0.6059160928801689
k_hierarchy_ucl1.25_uel1.125_uecl0.3125,HIERARCHY,1.25,1.125,0.3125,6340,0.5758875446311168,0.9704353898793825,114.95768596664827,9.094947017729282e-13,514.8708115486677,0.9345868362363181,0.0,0.0,0.0,0.3067007208409032,0.60526040342193
k_hierarchy_ucl1.25_uel1.125_uecl0.5625,HIERARCHY,1.25,1.125,0.5625,6340,0.5755323718239573,0.9698566001785242,114.95768596664827,9.094947017729282e-13,514.8708115486677,0.9345868362363181,0.0,0.0,0.0,0.3086265451067877,0.6061095597589201
k_hierarchy_ucl1.25_uel1.125_uecl0.75,HIERARCHY,1.25,1.125,0.75,6340,0.575514625907578,0.9697948556836236,114.95768596664827,9.094947017729282e-13,514.8708115486677,0.9345868362363181,0.0,0.0,0.0,0.3086981244362939,0.6064162530990477
k_hierarchy_ucl1.25_uel1.125_uecl0.9375,HIERARCHY,1.25,1.125,0.9375,6340,0.5756781570462974,0.9699984640383307,114.95768596664827,9.094947017729282e-13,514.8708115486677,0.9345868362363181,0.0,0.0,0.0,0.3081037443554691,0.6061632107555843
k_hierarchy_ucl1.5_uel0.75_uecl0.375,HIERARCHY,1.5,0.75,0.375,6340,0.5768713678893881,0.9718118448245898,138.4095586242005,9.094947017729282e-13,500.5036815607011,0.9573611894875952,0.0,0.0,0.0,0.3078863388503524,0.6058145825452398
k_hierarchy_ucl1.5_uel0.75_uecl0.675,HIERARCHY,1.5,0.75,0.675,6340,0.5765651204139299,0.9713022787067648,138.4095586242005,9.094947017729282e-13,500.5036815607011,0.9512064230172166,0.0,0.0,0.0,0.3093934441560419,0.6066638541798176
k_hierarchy_ucl1.5_uel0.975_uecl0.375,HIERARCHY,1.5,0.9750000000000001,0.375,6340,0.5763386899495887,0.9710594398366978,138.4095586242005,9.094947017729282e-13,500.5036815607011,0.9427450018840404,0.0,0.0,0.0,0.30777382271297166,0.6055612272145412
k_hierarchy_ucl1.5_uel0.975_uecl0.675,HIERARCHY,1.5,0.9750000000000001,0.675,6340,0.5760490643171812,0.9705747425933418,138.4095586242005,9.094947017729282e-13,500.5036815607011,0.9427450018840404,0.0,0.0,0.0,0.30930233013042435,0.6063371069725467
k_hierarchy_ucl1.5_uel0.975_uecl0.9,HIERARCHY,1.5,0.9750000000000001,0.8999999999999999,6340,0.5761659008778199,0.970705647985267,138.4095586242005,9.094947017729282e-13,500.5036815607011,0.93650129129994,0.0,0.0,0.0,0.3081778150979537,0.606204317903506
k_hierarchy_ucl1.5_uel1.2_uecl0.375,HIERARCHY,1.5,1.2000000000000002,0.375,6340,0.5762173461834524,0.9708865319332954,138.4095586242005,9.094947017729282e-13,537.9940196685218,0.9287345918843829,0.0,0.0,0.0,0.3075928486748337,0.6053817672764754
k_hierarchy_ucl1.5_uel1.2_uecl0.675,HIERARCHY,1.5,1.2000000000000002,0.675,6340,0.5759393769322998,0.97041924848776,138.4095586242005,9.094947017729282e-13,537.9940196685218,0.9287345918843829,0.0,0.0,0.0,0.30885205346943734,0.6062307175976757
k_hierarchy_ucl1.5_uel1.2_uecl0.9,HIERARCHY,1.5,1.2000000000000002,0.8999999999999999,6340,0.5760630240734167,0.9705601232422413,138.4095586242005,9.094947017729282e-13,537.9940196685218,0.9287345918843829,0.0,0.0,0.0,0.30812713783010587,0.6061778742846653
k_hierarchy_ucl1.5_uel1.2_uecl1.125,HIERARCHY,1.5,1.2000000000000002,1.125,6340,0.5764206172670648,0.9710407348004647,138.4095586242005,9.094947017729282e-13,537.9940196685218,0.92230565526155,0.0,0.0,0.0,0.30750730560468326,0.6061318451012017
k_hierarchy_ucl1.5_uel1.35_uecl0.375,HIERARCHY,1.5,1.35,0.375,6340,0.5763324597944615,0.9710478346679532,138.4095586242005,9.094947017729282e-13,579.4759112891516,0.9191782698919515,0.0,0.0,0.0,0.30765151203340235,0.6055885909201858
k_hierarchy_ucl1.5_uel1.35_uecl0.675,HIERARCHY,1.5,1.35,0.675,6340,0.5760597063093292,0.9705883812545196,138.4095586242005,9.094947017729282e-13,579.4759112891516,0.9191782698919515,0.0,0.0,0.0,0.30922159068524463,0.6064174196733352
k_hierarchy_ucl1.5_uel1.35_uecl0.9,HIERARCHY,1.5,1.35,0.8999999999999999,6340,0.5761862097524764,0.9707335415241475,138.4095586242005,9.094947017729282e-13,579.4759112891516,0.9191782698919515,0.0,0.0,0.0,0.30849824733337766,0.6065184216318157
k_hierarchy_ucl1.5_uel1.35_uecl1.125,HIERARCHY,1.5,1.35,1.125,6340,0.5765460521350279,0.9712175960928385,138.4095586242005,9.094947017729282e-13,579.4759112891516,0.9191782698919515,0.0,0.0,0.0,0.3076074394119808,0.6061984052756375
