sportsdb_league_id,kickoff_utc,home_source_team_id,away_source_team_id,source_event_id,home_goals,away_goals,action,retained_source_event_id,reason,source_url
4334,2020-02-23T14:00:00+00:00,133717,133934,675535,1,1,KEEP,675535,IDENTICAL_FIXTURE_AND_SCORE,
4334,2020-02-23T14:00:00+00:00,133717,133934,675621,1,1,REMOVE_OBSERVATION,675535,IDENTICAL_FIXTURE_AND_SCORE,
4631,2021-02-24T13:00:00+00:00,134395,136685,1033199,0,3,KEEP,1033199,IDENTICAL_FIXTURE_AND_SCORE,
4631,2021-02-24T13:00:00+00:00,134395,136685,1092587,0,3,REMOVE_OBSERVATION,1033199,IDENTICAL_FIXTURE_AND_SCORE,
4339,2021-01-31T13:00:00+00:00,135676,133806,1049070,3,1,KEEP,1049070,OFFICIAL_SOURCE_RECONCILIATION,https://www.tff.org/Default.aspx?macId=219183&pageID=29
4339,2021-01-31T13:00:00+00:00,135676,133806,1084686,3,2,REMOVE_OBSERVATION,1049070,OFFICIAL_SOURCE_RECONCILIATION,https://www.tff.org/Default.aspx?macId=219183&pageID=29
4336,2021-02-15T15:15:00+00:00,135709,133753,1068057,2,4,KEEP,1068057,OFFICIAL_SOURCE_RECONCILIATION,https://www.aekfc.gr/newsdetails/aaa-217-126092.htm?lang=el&path=-2068606472
4336,2021-02-15T15:15:00+00:00,135709,133753,1091502,2,3,REMOVE_OBSERVATION,1068057,OFFICIAL_SOURCE_RECONCILIATION,https://www.aekfc.gr/newsdetails/aaa-217-126092.htm?lang=el&path=-2068606472
