season,arm,teams,seed_spearman,seed_pairwise_accuracy,opta_published_spearman,gap_to_opta
2025/26,BASELINE,236,0.4179567674659553,0.6450304259634888,0.4866178392787856,-0.06866107181283032
2025/26,PARTICIPATION_BLIND_LIFT,236,0.4148255589105697,0.6435453491741524,0.4866178392787856,-0.07179228036821589
2025/26,PARTICIPATION_NORMALIZED,236,0.42110669296998793,0.645465082584758,0.4866178392787856,-0.06551114630879767
