arm,matches,brier_1x2,log_loss_1x2,accuracy_1x2
XG_SIX_SEASON,6340,0.5737319460285929,0.9664444392442133,0.546372239747634
XG_2025_26_ONLY,6340,0.5741599013472207,0.9670428007700667,0.5465299684542587
NO_XG,6340,0.5743460747615812,0.9673148860376654,0.5452681388012618
