season,matches,brier_delta,log_loss_delta
2018/19,735,0.0,0.0
2019/20,721,0.0,0.0
2020/21,540,-0.001446019819310017,-0.0018552757736992793
2021/22,816,-0.00046484526285375295,-0.0008073476379935142
2022/23,804,-0.0023619519818934135,-0.003398951386934844
2023/24,806,0.00025498848143059937,0.00033438109651671337
2024/25,957,0.00014672559480119506,0.00034511835715071243
2025/26,961,-0.0012282408397973393,-0.0017950266353543728
