fold,test_season,power_carry,competition,draw_at_even,draw_shape,matches,brier_1x2,log_loss_1x2,distance_from_reference
2,2021/22,0.5,UEL,0.18,1.0,1392,0.5723815636707946,0.9697958298718932,0.10000000000000003
2,2021/22,0.5,UEL,0.34,2.0,1392,0.5753112638722507,0.9710808546926365,0.08
2,2021/22,0.5,UEL,0.32,1.0,1392,0.5749616883283015,0.9710983630750991,0.03999999999999998
2,2021/22,0.5,UEL,0.34,1.5,1392,0.5763729232953974,0.9724459685961273,0.06999999999999999
2,2021/22,0.5,UEL,0.18,1.25,1392,0.5731890117865706,0.9724490050562158,0.10500000000000004
2,2021/22,0.5,UEL,0.34,1.25,1392,0.5774247080725426,0.9745359877527324,0.065
2,2021/22,0.5,UEL,0.2,2.0,1392,0.573108765172578,0.974669110078832,0.10000000000000002
2,2021/22,0.5,UEL,0.18,1.5,1392,0.5740535780704117,0.9755351395752316,0.11000000000000003
2,2021/22,0.5,UEL,0.36,2.0,1392,0.5786824323565081,0.9761109690007059,0.09999999999999996
2,2021/22,0.5,UEL,0.34,1.0,1392,0.5789885693119021,0.9779398581576614,0.06
2,2021/22,0.5,UEL,0.36,1.5,1392,0.5803963236420536,0.9788102725758064,0.08999999999999996
2,2021/22,0.5,UEL,0.36,1.25,1392,0.5818653264916722,0.981739778775629,0.08499999999999996
2,2021/22,0.5,UEL,0.38,2.0,1392,0.5828177322939843,0.9822800987965341,0.11999999999999998
2,2021/22,0.5,UEL,0.18,2.0,1392,0.5758506483140717,0.9827415167198074,0.12000000000000004
2,2021/22,0.5,UEL,0.36,1.0,1392,0.5839300232322062,0.9861783579028739,0.07999999999999996
2,2021/22,0.5,UEL,0.38,1.5,1392,0.5852493866983839,0.9863940454900479,0.10999999999999997
2,2021/22,0.5,UEL,0.38,1.25,1392,0.5871750907737759,0.9902258271502804,0.10499999999999998
2,2021/22,0.5,UEL,0.38,1.0,1392,0.5897860500892138,0.9957984111907093,0.09999999999999998
2,2021/22,0.75,ALL,0.26,1.0,1996,0.5661499399462528,0.9557845233911645,0.020000000000000018
2,2021/22,0.75,ALL,0.24,1.0,1996,0.5662641329736153,0.9559729786822713,0.040000000000000036
2,2021/22,0.75,ALL,0.26,1.25,1996,0.5661731054194561,0.9560311894813411,0.02500000000000002
2,2021/22,0.75,ALL,0.28,1.25,1996,0.5666187306425091,0.9568055942627774,0.005
2,2021/22,0.75,ALL,0.24,1.25,1996,0.5665718882777743,0.9569672991948521,0.04500000000000003
2,2021/22,0.75,ALL,0.26,1.5,1996,0.5664575563165805,0.9570787241945724,0.03000000000000002
2,2021/22,0.75,ALL,0.28,1.5,1996,0.566637094383532,0.9571695642006264,0.01
2,2021/22,0.75,ALL,0.28,1.0,1996,0.5669278836320003,0.9573543101932914,0.0
2,2021/22,0.75,ALL,0.22,1.0,1996,0.567270462714088,0.9581081977246967,0.060000000000000026
2,2021/22,0.75,ALL,0.24,1.5,1996,0.5670812880460941,0.9586628108463989,0.05000000000000004
2,2021/22,0.75,ALL,0.3,1.5,1996,0.5676199022469491,0.9587859267979848,0.029999999999999964
2,2021/22,0.75,ALL,0.3,1.25,1996,0.5679087639469336,0.9591451891986527,0.024999999999999963
2,2021/22,0.75,ALL,0.22,1.25,1996,0.5678150792174639,0.9598079147937865,0.06500000000000003
2,2021/22,0.75,ALL,0.28,2.0,1996,0.5672964646879481,0.9599900607084837,0.02
2,2021/22,0.75,ALL,0.3,2.0,1996,0.5678198343124617,0.9604176549059681,0.039999999999999966
2,2021/22,0.75,ALL,0.3,1.0,1996,0.5685979640308579,0.9605435989469336,0.019999999999999962
2,2021/22,0.75,ALL,0.26,2.0,1996,0.567508826710861,0.9610321754045608,0.04000000000000002
2,2021/22,0.75,ALL,0.32,1.5,1996,0.5694059799068316,0.9618150073281593,0.04999999999999998
2,2021/22,0.75,ALL,0.22,1.5,1996,0.5685082895720732,0.9621193096539986,0.07000000000000002
2,2021/22,0.75,ALL,0.32,2.0,1996,0.5690789355844019,0.9621965156526547,0.059999999999999984
2,2021/22,0.75,ALL,0.2,1.0,1996,0.5691689291676708,0.9624453355492133,0.08000000000000002
2,2021/22,0.75,ALL,0.32,1.25,1996,0.5700432053327293,0.9629419680390946,0.04499999999999998
2,2021/22,0.75,ALL,0.24,2.0,1996,0.5684569203812007,0.9636983152256049,0.06000000000000004
2,2021/22,0.75,ALL,0.2,1.25,1996,0.5699026782385246,0.9648127803657287,0.08500000000000002
2,2021/22,0.75,ALL,0.34,2.0,1996,0.571073768503769,0.9652361075512667,0.08
2,2021/22,0.75,ALL,0.32,1.0,1996,0.5711601811428257,0.9652523970731123,0.03999999999999998
2,2021/22,0.75,ALL,0.34,1.5,1996,0.5719953273631794,0.9661727786296398,0.06999999999999999
2,2021/22,0.75,ALL,0.2,1.5,1996,0.5707385608945176,0.9677109774362348,0.09000000000000001
2,2021/22,0.75,ALL,0.34,1.25,1996,0.5730220547998964,0.9681175924473728,0.065
2,2021/22,0.75,ALL,0.22,2.0,1996,0.5701407456989671,0.9681902689009131,0.08000000000000003
2,2021/22,0.75,ALL,0.18,1.0,1996,0.5719595323343638,0.9693323974428495,0.10000000000000003
2,2021/22,0.75,ALL,0.36,2.0,1996,0.5738043330705627,0.9694682413530191,0.09999999999999996
2,2021/22,0.75,ALL,0.34,1.0,1996,0.5746145349679037,0.9714122415242734,0.06
2,2021/22,0.75,ALL,0.36,1.5,1996,0.5753879446159924,0.9717986122540279,0.08999999999999996
2,2021/22,0.75,ALL,0.18,1.25,1996,0.5728346853409568,0.9723337858806831,0.10500000000000004
2,2021/22,0.75,ALL,0.36,1.25,1996,0.576845312348435,0.9746182375437751,0.08499999999999996
2,2021/22,0.75,ALL,0.2,2.0,1996,0.57256030266416,0.9747745820433833,0.10000000000000002
2,2021/22,0.75,ALL,0.38,2.0,1996,0.5772706292847829,0.9748431643770908,0.11999999999999998
2,2021/22,0.75,ALL,0.18,1.5,1996,0.5737721020134273,0.9757923180107637,0.11000000000000003
2,2021/22,0.75,ALL,0.38,1.5,1996,0.5795838316652708,0.9786515995245457,0.10999999999999997
2,2021/22,0.75,ALL,0.36,1.0,1996,0.5789610255060919,0.9789816494942983,0.07999999999999996
2,2021/22,0.75,ALL,0.38,1.25,1996,0.5815129779783446,0.9824112099027216,0.10499999999999998
2,2021/22,0.75,ALL,0.18,2.0,1996,0.5757155912767797,0.9838091100034622,0.12000000000000004
2,2021/22,0.75,ALL,0.38,1.0,1996,0.5841996527573899,0.987943604267384,0.09999999999999998
2,2021/22,0.75,UCL,0.28,1.0,604,0.5627676288235028,0.950307695689792,0.0
2,2021/22,0.75,UCL,0.26,1.0,604,0.5630919358486162,0.9503584612568295,0.020000000000000018
2,2021/22,0.75,UCL,0.28,1.25,604,0.5625693361970975,0.9503909064135552,0.005
2,2021/22,0.75,UCL,0.3,1.25,604,0.562679382578215,0.9510873808380885,0.024999999999999963
2,2021/22,0.75,UCL,0.26,1.25,604,0.5632503109701978,0.9513062345843821,0.02500000000000002
2,2021/22,0.75,UCL,0.3,1.5,604,0.5625385087235873,0.9513655866765227,0.029999999999999964
2,2021/22,0.75,UCL,0.28,1.5,604,0.5627507785398818,0.9514612601638754,0.01
2,2021/22,0.75,UCL,0.3,1.0,604,0.5632870358739858,0.9519255904213386,0.019999999999999962
2,2021/22,0.75,UCL,0.24,1.0,604,0.5642599569493255,0.9522258814811172,0.040000000000000036
2,2021/22,0.75,UCL,0.32,1.5,604,0.5630725565462106,0.9527179580855021,0.04999999999999998
2,2021/22,0.75,UCL,0.26,1.5,604,0.5637093659950936,0.9531256924077238,0.03000000000000002
2,2021/22,0.75,UCL,0.32,1.25,604,0.5635804501135503,0.9532802205038224,0.04499999999999998
2,2021/22,0.75,UCL,0.24,1.25,604,0.5647223068975162,0.9539881306359821,0.04500000000000003
2,2021/22,0.75,UCL,0.32,2.0,604,0.5631264571600972,0.9545163768090953,0.059999999999999984
2,2021/22,0.75,UCL,0.3,2.0,604,0.5631280633203901,0.9545356809678864,0.039999999999999966
2,2021/22,0.75,UCL,0.32,1.0,604,0.5646501570000648,0.9551049098317342,0.03999999999999998
2,2021/22,0.75,UCL,0.34,1.5,604,0.564352922007751,0.9554279373192985,0.06999999999999999
2,2021/22,0.75,UCL,0.34,2.0,604,0.563799298935884,0.955779680852542,0.08
2,2021/22,0.75,UCL,0.28,2.0,604,0.5638041174167627,0.955935361407802,0.02
2,2021/22,0.75,UCL,0.22,1.0,604,0.5662716921256311,0.9561103690930022,0.060000000000000026
2,2021/22,0.75,UCL,0.24,1.5,604,0.5654142710892229,0.9565181269271391,0.05000000000000004
2,2021/22,0.75,UCL,0.34,1.25,604,0.5652725388031039,0.9568852555085482,0.065
2,2021/22,0.75,UCL,0.36,2.0,604,0.5651465886477502,0.9582512222412647,0.09999999999999996
2,2021/22,0.75,UCL,0.22,1.25,604,0.5669853239790525,0.9586426544987205,0.06500000000000003
2,2021/22,0.75,UCL,0.26,2.0,604,0.5651546194492149,0.9588424674719688,0.04000000000000002
2,2021/22,0.75,UCL,0.36,1.5,604,0.5663796051082091,0.9594296906841142,0.08999999999999996
2,2021/22,0.75,UCL,0.34,1.0,604,0.5668569922017399,0.9597715327465026,0.06
2,2021/22,0.75,UCL,0.36,1.25,604,0.5677556486468753,0.9618441616810178,0.08499999999999996
2,2021/22,0.75,UCL,0.22,1.5,604,0.5678654938222696,0.9618484524646291,0.07000000000000002
2,2021/22,0.75,UCL,0.38,2.0,604,0.5671683262956961,0.9618758828461179,0.11999999999999998
2,2021/22,0.75,UCL,0.2,1.0,604,0.5691271413775326,0.9622825466831508,0.08000000000000002
2,2021/22,0.75,UCL,0.24,2.0,604,0.5671795694177465,0.9634217501739955,0.06000000000000004
2,2021/22,0.75,UCL,0.38,1.5,604,0.5691526058475844,0.964678110746584,0.10999999999999997
2,2021/22,0.75,UCL,0.2,1.25,604,0.5700393622148067,0.9655451824757043,0.08500000000000002
2,2021/22,0.75,UCL,0.36,1.0,604,0.5699075414790112,0.9658796050243106,0.07999999999999996
2,2021/22,0.75,UCL,0.38,1.25,604,0.5710297796448647,0.9681209171351579,0.10499999999999998
2,2021/22,0.75,UCL,0.2,1.5,604,0.5710630341942338,0.9693953411565308,0.09000000000000001
2,2021/22,0.75,UCL,0.22,2.0,604,0.5698789673223578,0.9698879122102039,0.08000000000000003
2,2021/22,0.75,UCL,0.18,1.0,604,0.5728263047050304,0.9711109147243676,0.10000000000000003
2,2021/22,0.75,UCL,0.38,1.0,604,0.5738018048318785,0.9734088049748069,0.09999999999999998
2,2021/22,0.75,UCL,0.18,1.25,604,0.5738844216047788,0.975068250387967,0.10500000000000004
2,2021/22,0.75,UCL,0.2,2.0,604,0.5732528131630488,0.9785238549155307,0.10000000000000002
2,2021/22,0.75,UCL,0.18,1.5,604,0.5750068922051155,0.9795341836958239,0.11000000000000003
2,2021/22,0.75,UCL,0.18,2.0,604,0.5773011069398192,0.9897087021225437,0.12000000000000004
2,2021/22,0.75,UEL,0.24,1.0,1392,0.5671337610761088,0.9575988743069097,0.040000000000000036
2,2021/22,0.75,UEL,0.26,1.25,1392,0.5674413294477261,0.95808138542801,0.02500000000000002
2,2021/22,0.75,UEL,0.26,1.0,1392,0.567476832528848,0.9581389354092237,0.020000000000000018
2,2021/22,0.75,UEL,0.24,1.25,1392,0.5673744365203575,0.9582599844028675,0.04500000000000003
2,2021/22,0.75,UEL,0.26,1.5,1392,0.5676500182089498,0.9587939764928889,0.03000000000000002
2,2021/22,0.75,UEL,0.22,1.0,1392,0.5677038373085046,0.958975071642472,0.060000000000000026
2,2021/22,0.75,UEL,0.28,1.25,1392,0.5683757954737079,0.959588978932986,0.005
2,2021/22,0.75,UEL,0.24,1.5,1392,0.5678046201164608,0.9595934064550433,0.05000000000000004
2,2021/22,0.75,UEL,0.28,1.5,1392,0.5683233980973,0.9596464432510556,0.01
2,2021/22,0.75,UEL,0.22,1.25,1392,0.5681751166916019,0.960313530611473,0.06500000000000003
2,2021/22,0.75,UEL,0.28,1.0,1392,0.5687330516667218,0.9604118929232581,0.0
2,2021/22,0.75,UEL,0.28,2.0,1392,0.5688118222682613,0.9617494273590669,0.02
2,2021/22,0.75,UEL,0.26,2.0,1392,0.568530336183587,0.961982307294852,0.04000000000000002
2,2021/22,0.75,UEL,0.3,1.5,1392,0.5698247597815114,0.962005672080573,0.029999999999999964
2,2021/22,0.75,UEL,0.22,1.5,1392,0.5687872038198327,0.9622368367677768,0.07000000000000002
2,2021/22,0.75,UEL,0.2,1.0,1392,0.5691870612260355,0.9625159709479933,0.08000000000000002
2,2021/22,0.75,UEL,0.3,1.25,1392,0.5701778345983028,0.9626415370792422,0.024999999999999963
2,2021/22,0.75,UEL,0.3,2.0,1392,0.5698556314958031,0.9629698907239287,0.039999999999999966
2,2021/22,0.75,UEL,0.24,2.0,1392,0.56901117324178,0.9638183190267343,0.06000000000000004
2,2021/22,0.75,UEL,0.3,1.0,1392,0.5709024184897307,0.9642830221864878,0.019999999999999962
2,2021/22,0.75,UEL,0.2,1.25,1392,0.5698433699614597,0.9644949851973198,0.08500000000000002
2,2021/22,0.75,UEL,0.32,2.0,1392,0.5716617638662124,0.9655289896910958,0.059999999999999984
2,2021/22,0.75,UEL,0.32,1.5,1392,0.5721541032615838,0.9657622901891973,0.04999999999999998
2,2021/22,0.75,UEL,0.2,1.5,1392,0.570597769319066,0.9669801184656466,0.09000000000000001
2,2021/22,0.75,UEL,0.32,1.25,1392,0.5728474468215109,0.9671342780328476,0.04499999999999998
2,2021/22,0.75,UEL,0.22,2.0,1392,0.5702543334428406,0.9674536478098128,0.08000000000000003
2,2021/22,0.75,UEL,0.18,1.0,1392,0.5715834328287009,0.9685606844844897,0.10000000000000003
2,2021/22,0.75,UEL,0.34,2.0,1392,0.5742302193794893,0.969339327182035,0.08
2,2021/22,0.75,UEL,0.32,1.0,1392,0.5739849329978743,0.9696554734335954,0.03999999999999998
2,2021/22,0.75,UEL,0.34,1.5,1392,0.5753114285375175,0.9708350517269428,0.06999999999999999
2,2021/22,0.75,UEL,0.18,1.25,1392,0.5723791963299305,0.971147279729534,0.10500000000000004
2,2021/22,0.75,UEL,0.34,1.25,1392,0.5763846321433324,0.9729913938202538,0.065
2,2021/22,0.75,UEL,0.2,2.0,1392,0.5722598167867687,0.9731477423775952,0.10000000000000002
2,2021/22,0.75,UEL,0.18,1.5,1392,0.5732363166141603,0.9741686923830506,0.11000000000000003
2,2021/22,0.75,UEL,0.36,2.0,1392,0.5775609980356335,0.9743353961974873,0.09999999999999996
2,2021/22,0.75,UEL,0.34,1.0,1392,0.5779805951911529,0.9764632387238236,0.06
2,2021/22,0.75,UEL,0.36,1.5,1392,0.5792967356093123,0.9771655868432719,0.08999999999999996
2,2021/22,0.75,UEL,0.36,1.25,1392,0.5807893905637669,0.9801610118405465,0.08499999999999996
2,2021/22,0.75,UEL,0.38,2.0,1392,0.5816540998346453,0.9804697721678293,0.11999999999999998
2,2021/22,0.75,UEL,0.18,2.0,1392,0.5750276232735643,0.9812492295150099,0.12000000000000004
2,2021/22,0.75,UEL,0.36,1.0,1392,0.5828894050695663,0.9846667320085747,0.07999999999999996
2,2021/22,0.75,UEL,0.38,1.5,1392,0.5841100244769681,0.9847148087356729,0.10999999999999997
2,2021/22,0.75,UEL,0.38,1.25,1392,0.5860617220828145,0.9886118829139346,0.10499999999999998
2,2021/22,0.75,UEL,0.38,1.0,1392,0.5887113626331147,0.9942503706270942,0.09999999999999998
2,2021/22,0.85,ALL,0.26,1.0,1996,0.5659460415517751,0.9554222979971675,0.020000000000000018
2,2021/22,0.85,ALL,0.24,1.0,1996,0.5660715552720323,0.9556244213655524,0.040000000000000036
2,2021/22,0.85,ALL,0.26,1.25,1996,0.5659751502317936,0.9556836970748425,0.02500000000000002
2,2021/22,0.85,ALL,0.28,1.25,1996,0.5664081682277334,0.956442672840856,0.005
2,2021/22,0.85,ALL,0.24,1.25,1996,0.5663851426595021,0.9566350559920995,0.04500000000000003
2,2021/22,0.85,ALL,0.26,1.5,1996,0.5662665905221151,0.9567501882116369,0.03000000000000002
2,2021/22,0.85,ALL,0.28,1.5,1996,0.5664339043425752,0.9568243667127546,0.01
2,2021/22,0.85,ALL,0.28,1.0,1996,0.56671132456128,0.9569783123676016,0.0
2,2021/22,0.85,ALL,0.22,1.0,1996,0.5670878657220516,0.9577731873999906,0.060000000000000026
2,2021/22,0.85,ALL,0.24,1.5,1996,0.5669011267453962,0.9583507030506904,0.05000000000000004
2,2021/22,0.85,ALL,0.3,1.5,1996,0.5674030682067762,0.9584238366118806,0.029999999999999964
2,2021/22,0.85,ALL,0.3,1.25,1996,0.5676841966473214,0.9587666687949741,0.024999999999999963
2,2021/22,0.85,ALL,0.22,1.25,1996,0.5676381455108586,0.959490733799729,0.06500000000000003
2,2021/22,0.85,ALL,0.28,2.0,1996,0.5671089312041316,0.959689447830129,0.02
2,2021/22,0.85,ALL,0.3,2.0,1996,0.5676199085763011,0.9600983524780172,0.039999999999999966
2,2021/22,0.85,ALL,0.3,1.0,1996,0.5683674043005472,0.9601537457219242,0.019999999999999962
2,2021/22,0.85,ALL,0.26,2.0,1996,0.5673322835161794,0.9607499244354503,0.04000000000000002
2,2021/22,0.85,ALL,0.32,1.5,1996,0.569174082114718,0.9614357972427103,0.04999999999999998
2,2021/22,0.85,ALL,0.22,1.5,1996,0.5683375130124181,0.961823396060996,0.07000000000000002
2,2021/22,0.85,ALL,0.32,2.0,1996,0.5688652156326877,0.9618581846342367,0.059999999999999984
2,2021/22,0.85,ALL,0.2,1.0,1996,0.5689949729018329,0.9621237381049815,0.08000000000000002
2,2021/22,0.85,ALL,0.32,1.25,1996,0.5698032354905577,0.9625476918782016,0.04499999999999998
2,2021/22,0.85,ALL,0.24,2.0,1996,0.5682899655124443,0.9634341092875177,0.06000000000000004
2,2021/22,0.85,ALL,0.2,1.25,1996,0.5697341587858634,0.9645104695283756,0.08500000000000002
2,2021/22,0.85,ALL,0.32,1.0,1996,0.5709142807695763,0.9648486327740513,0.03999999999999998
2,2021/22,0.85,ALL,0.34,2.0,1996,0.5708448523732915,0.9648783967938717,0.08
2,2021/22,0.85,ALL,0.34,1.5,1996,0.5717469460664009,0.9657762278347832,0.06999999999999999
2,2021/22,0.85,ALL,0.2,1.5,1996,0.5705757493231809,0.9674310245330463,0.09000000000000001
2,2021/22,0.85,ALL,0.34,1.25,1996,0.572765284757442,0.9677074211694365,0.065
2,2021/22,0.85,ALL,0.22,2.0,1996,0.5699819771929263,0.9679438012977888,0.08000000000000003
2,2021/22,0.85,ALL,0.18,1.0,1996,0.5717928768113762,0.9690240687108547,0.10000000000000003
2,2021/22,0.85,ALL,0.36,2.0,1996,0.5735588187981123,0.969090786811574,0.09999999999999996
2,2021/22,0.85,ALL,0.34,1.0,1996,0.5743519539683677,0.9709945453499665,0.06
2,2021/22,0.85,ALL,0.36,1.5,1996,0.5751216600618247,0.9713845094231109,0.08999999999999996
2,2021/22,0.85,ALL,0.18,1.25,1996,0.5726731824845164,0.9720461497950198,0.10500000000000004
2,2021/22,0.85,ALL,0.36,1.25,1996,0.5765703444479745,0.9741920545696489,0.08499999999999996
2,2021/22,0.85,ALL,0.38,2.0,1996,0.5770071149071505,0.9744455882224174,0.11999999999999998
2,2021/22,0.85,ALL,0.2,2.0,1996,0.5724083185576255,0.9745455557315273,0.10000000000000002
2,2021/22,0.85,ALL,0.18,1.5,1996,0.5736158356776847,0.9755280936445517,0.11000000000000003
2,2021/22,0.85,ALL,0.38,1.5,1996,0.5792982241009894,0.9782197468207884,0.10999999999999997
2,2021/22,0.85,ALL,0.36,1.0,1996,0.578680423896921,0.9785500453971517,0.07999999999999996
2,2021/22,0.85,ALL,0.38,1.25,1996,0.5812184145621552,0.9819689282912677,0.10499999999999998
2,2021/22,0.85,ALL,0.18,2.0,1996,0.575568989606542,0.9835972371052657,0.12000000000000004
2,2021/22,0.85,ALL,0.38,1.0,1996,0.5838996905552365,0.9874981740974328,0.09999999999999998
2,2021/22,0.85,UCL,0.28,1.0,604,0.5626806014845067,0.9500123634364805,0.0
2,2021/22,0.85,UCL,0.26,1.0,604,0.5630161487560194,0.9500866027261806,0.020000000000000018
2,2021/22,0.85,UCL,0.28,1.25,604,0.562518626748835,0.9502166033963033,0.005
2,2021/22,0.85,UCL,0.3,1.25,604,0.5626171328761066,0.950887394823187,0.024999999999999963
2,2021/22,0.85,UCL,0.26,1.25,604,0.5632085836711124,0.9511573408866646,0.02500000000000002
2,2021/22,0.85,UCL,0.3,1.5,604,0.5625113392363699,0.9512900046554169,0.029999999999999964
2,2021/22,0.85,UCL,0.28,1.5,604,0.5627327284903854,0.9514131303826292,0.01
2,2021/22,0.85,UCL,0.3,1.0,604,0.5631862618820489,0.9516065801699908,0.019999999999999962
2,2021/22,0.85,UCL,0.24,1.0,604,0.5641929036965869,0.9519772698705199,0.040000000000000036
2,2021/22,0.85,UCL,0.32,1.5,604,0.5630337212501931,0.952614543969589,0.04999999999999998
2,2021/22,0.85,UCL,0.32,1.25,604,0.5635041020529271,0.9530543000199386,0.04499999999999998
2,2021/22,0.85,UCL,0.26,1.5,604,0.5636978890122398,0.9531046317326882,0.03000000000000002
2,2021/22,0.85,UCL,0.24,1.25,604,0.5646870036429389,0.9538643562624437,0.04500000000000003
2,2021/22,0.85,UCL,0.32,2.0,604,0.5631490607526211,0.9546715031394486,0.059999999999999984
2,2021/22,0.85,UCL,0.3,2.0,604,0.5631575864460289,0.9547214964968083,0.039999999999999966
2,2021/22,0.85,UCL,0.32,1.0,604,0.564533129948646,0.9547620456134778,0.03999999999999998
2,2021/22,0.85,UCL,0.34,1.5,604,0.5642998745318553,0.955296317982531,0.06999999999999999
2,2021/22,0.85,UCL,0.22,1.0,604,0.5662108663062093,0.9558847599325195,0.060000000000000026
2,2021/22,0.85,UCL,0.34,2.0,604,0.5638125574702344,0.9559034771337941,0.08
2,2021/22,0.85,UCL,0.28,2.0,604,0.5638381345504577,0.9561512565329641,0.02
2,2021/22,0.85,UCL,0.24,1.5,604,0.5654068208019328,0.9565237515797621,0.05000000000000004
2,2021/22,0.85,UCL,0.34,1.25,604,0.5651795342792967,0.9566331788364799,0.065
2,2021/22,0.85,UCL,0.36,2.0,604,0.5651480765988687,0.9583430132361164,0.09999999999999996
2,2021/22,0.85,UCL,0.22,1.25,604,0.5669538866643145,0.9585436977585378,0.06500000000000003
2,2021/22,0.85,UCL,0.26,2.0,604,0.5651907050659077,0.9590878611103394,0.04000000000000002
2,2021/22,0.85,UCL,0.36,1.5,604,0.5663097990813561,0.9592695042568711,0.08999999999999996
2,2021/22,0.85,UCL,0.34,1.0,604,0.5667212056842981,0.9594046736706906,0.06
2,2021/22,0.85,UCL,0.36,1.25,604,0.5676434295552152,0.9615657465821468,0.08499999999999996
2,2021/22,0.85,UCL,0.22,1.5,604,0.5678595238594648,0.9618803800318297,0.07000000000000002
2,2021/22,0.85,UCL,0.38,2.0,604,0.5671556181385243,0.9619349552983194,0.11999999999999998
2,2021/22,0.85,UCL,0.2,1.0,604,0.5690700365848868,0.9620796818868327,0.08000000000000002
2,2021/22,0.85,UCL,0.24,2.0,604,0.5672152979923789,0.9636960873753998,0.06000000000000004
2,2021/22,0.85,UCL,0.38,1.5,604,0.5690634948986959,0.9644890125771292,0.10999999999999997
2,2021/22,0.85,UCL,0.2,1.25,604,0.570009232735239,0.9654707336253365,0.08500000000000002
2,2021/22,0.85,UCL,0.36,1.0,604,0.5697504890890048,0.9654886530087678,0.07999999999999996
2,2021/22,0.85,UCL,0.38,1.25,604,0.5708957878806827,0.9678160334884002,0.10499999999999998
2,2021/22,0.85,UCL,0.2,1.5,604,0.5710559981848357,0.9694531921218039,0.09000000000000001
2,2021/22,0.85,UCL,0.22,2.0,604,0.5699119133298711,0.9701906620591495,0.08000000000000003
2,2021/22,0.85,UCL,0.18,1.0,604,0.5727704145326188,0.9709305259495942,0.10000000000000003
2,2021/22,0.85,UCL,0.38,1.0,604,0.5736209801627667,0.9729937131451092,0.09999999999999998
2,2021/22,0.85,UCL,0.18,1.25,604,0.5738530418557124,0.9750179945119878,0.10500000000000004
2,2021/22,0.85,UCL,0.2,2.0,604,0.5732805510783844,0.9788545086772058,0.10000000000000002
2,2021/22,0.85,UCL,0.18,1.5,604,0.5749962437780453,0.9796175825997249,0.11000000000000003
2,2021/22,0.85,UCL,0.18,2.0,604,0.5773212112379189,0.9900667715968788,0.12000000000000004
2,2021/22,0.85,UEL,0.24,1.0,1392,0.5668867173062054,0.9572069497441441,0.040000000000000036
2,2021/22,0.85,UEL,0.26,1.25,1392,0.5671755857222041,0.9576477194438507,0.02500000000000002
2,2021/22,0.85,UEL,0.26,1.0,1392,0.5672173456097036,0.9577374991061304,0.020000000000000018
2,2021/22,0.85,UEL,0.24,1.25,1392,0.5671219788419762,0.9578372848977834,0.04500000000000003
2,2021/22,0.85,UEL,0.26,1.5,1392,0.5673811707749633,0.9583320244999164,0.03000000000000002
2,2021/22,0.85,UEL,0.22,1.0,1392,0.5674684028249025,0.9585925912723705,0.060000000000000026
2,2021/22,0.85,UEL,0.24,1.5,1392,0.5675495181174159,0.9591434319935357,0.05000000000000004
2,2021/22,0.85,UEL,0.28,1.25,1392,0.5680958715705887,0.9591442144676591,0.005
2,2021/22,0.85,UEL,0.28,1.5,1392,0.568039874324416,0.9591723456950791,0.01
2,2021/22,0.85,UEL,0.22,1.25,1392,0.5679350509299051,0.9599016603578321,0.06500000000000003
2,2021/22,0.85,UEL,0.28,1.0,1392,0.5684602877353973,0.9600008936566798,0.0
2,2021/22,0.85,UEL,0.28,2.0,1392,0.5685281561889155,0.9612246975021748,0.02
2,2021/22,0.85,UEL,0.26,2.0,1392,0.5682615316368432,0.961471107085139,0.04000000000000002
2,2021/22,0.85,UEL,0.3,1.5,1392,0.5695256287657742,0.9615192636964381,0.029999999999999964
2,2021/22,0.85,UEL,0.22,1.5,1392,0.5685449163517741,0.9617986702575595,0.07000000000000002
2,2021/22,0.85,UEL,0.2,1.0,1392,0.568962402165795,0.9621428544525116,0.08000000000000002
2,2021/22,0.85,UEL,0.3,1.25,1392,0.5698828363871301,0.9621855491677898,0.024999999999999963
2,2021/22,0.85,UEL,0.3,2.0,1392,0.5695561460523676,0.9624314135503234,0.039999999999999966
2,2021/22,0.85,UEL,0.24,2.0,1392,0.5687562723961509,0.9633204348873159,0.06000000000000004
2,2021/22,0.85,UEL,0.3,1.0,1392,0.5706155436832864,0.9638624296252057,0.019999999999999962
2,2021/22,0.85,UEL,0.2,1.25,1392,0.5696148019859907,0.9640938032104414,0.08500000000000002
2,2021/22,0.85,UEL,0.32,2.0,1392,0.5713455012271994,0.9649765435586993,0.059999999999999984
2,2021/22,0.85,UEL,0.32,1.5,1392,0.5718384340990378,0.9652634100135188,0.04999999999999998
2,2021/22,0.85,UEL,0.2,1.5,1392,0.5703673654780375,0.9665535897459704,0.09000000000000001
2,2021/22,0.85,UEL,0.32,1.25,1392,0.5725364801718282,0.9666669509891145,0.04499999999999998
2,2021/22,0.85,UEL,0.22,2.0,1392,0.5700123784668383,0.9669688703352444,0.08000000000000003
2,2021/22,0.85,UEL,0.18,1.0,1392,0.5713687153288831,0.9681968415756544,0.10000000000000003
2,2021/22,0.85,UEL,0.34,2.0,1392,0.5738962217134111,0.9687726866463766,0.08
2,2021/22,0.85,UEL,0.32,1.0,1392,0.5736831134533709,0.9692252840994724,0.03999999999999998
2,2021/22,0.85,UEL,0.34,1.5,1392,0.5749782903242067,0.9703235450407893,0.06999999999999999
2,2021/22,0.85,UEL,0.18,1.25,1392,0.5721612320102331,0.9707566424609331,0.10500000000000004
